haplogroup	ml_age_years	ml_ci95_lower_years	ml_ci95_upper_years	ml_age_kya	ml_ci95_lower_kya	ml_ci95_upper_kya	n_samples	calibration_method	confidence	flag
U8a1a1c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a1c1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a1c1^		0.0			0.0000	NA	0	single_child_interpolation	NA	
U8a1a1c2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a1e		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a1f		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a1g		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a1h		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a1i		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a1i^		3569.6			3.5696	NA	0	single_child_interpolation	NA	
U8a1a1j	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
U8a1a2	5216.4	102.5	10500.5	5.2164	0.1025	10.5005	2	rho_fallback_no_desc	NA	
U8a1a2b	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
U8a1a2b1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a2b2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a2b_16189	10903.9	9723.1	12092.4	10.9039	9.7231	12.0924	0	ancestor_only	NA	
U8a1a2g		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a2g^		51.2			0.0512	NA	0	single_child_interpolation	NA	
U8a1a3	6548.6	3947.9	9191.2	6.5486	3.9479	9.1912	2	rho_fallback_no_desc	NA	
U8a1a3a	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
U8a1a3a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a3a2	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
U8a1a3a3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a3a4		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a3a4^		0.0			0.0000	NA	0	single_child_interpolation	NA	
U8a1a3c		1974.0			1.9740	NA	1	single_child_interpolation	NA	
U8a1a3c2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a4	7891.7	2689.8	13259.3	7.8917	2.6898	13.2593	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
U8a1a4a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a4b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a4c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a5		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a6	6548.6	3947.9	9191.2	6.5486	3.9479	9.1912	2	rho_fallback_no_desc	NA	
U8a1a6a		1974.0			1.9740	NA	1	single_child_interpolation	NA	
U8a1a6a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a6a1^		987.0			0.9870	NA	0	single_child_interpolation	NA	
U8a1a6b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a7		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a8		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a8a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a8b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1b		1974.0			1.9740	NA	2	single_child_interpolation	NA	
U8a1b'c	6548.6	3947.9	9191.2	6.5486	3.9479	9.1912	2	rho_fallback_no_desc	NA	
U8a1b_16311	19012.5	17784.3	20247.8	19.0125	17.7843	20.2478	0	ancestor_only	NA	
U8a1c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a2	11525.6	3857.2	19531.3	11.5256	3.8572	19.5313	3	rho_fallback_no_desc	NA	
U8a2a	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
U8a2a2		0.0			0.0000	NA	0	single_child_interpolation	NA	
U8a2a2a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a2a_16519	21210.9	19799.8	22631.2	21.2109	19.7998	22.6312	0	ancestor_only	NA	
U8a2b	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
U8a2c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a5	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
U8b	45169.5	44478.9	45861.5	45.1695	44.4789	45.8615	684	rho_direct	NA	
U8b1	32013.0	28631.2	35437.5	32.013	28.6312	35.4375	31	rho_direct	NA	
U8b1a	27761.5	23053.1	32560.0	27.7615	23.0531	32.5600	15	rho_direct	NA	
U8b1a1	16642.4	10928.7	22522.0	16.6424	10.9287	22.5220	6	rho_fallback_no_desc	NA	
U8b1a1b		5464.4			5.4644	NA	1	single_child_interpolation	NA	
U8b1a1b1		2732.2			2.7322	NA	0	single_child_interpolation	NA	
U8b1a1b1a		1366.1			1.3661	NA	0	single_child_interpolation	NA	
U8b1a1b1a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1a1c		5464.4			5.4644	NA	0	single_child_interpolation	NA	
U8b1a1c1		2732.2			2.7322	NA	0	single_child_interpolation	NA	
U8b1a1c1a		683.0			0.6830	NA	0	single_child_interpolation	NA	
U8b1a1c1a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1a1c1a1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1a1c1a1b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1a1c1a^		1366.1			1.3661	NA	0	single_child_interpolation	NA	
U8b1a1d	9613.9	5464.4		9.6139	5.4644	NA	1	single_child_interpolation	NA	
U8b1a1d1	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
U8b1a1e	7891.7	2689.8	13259.3	7.8917	2.6898	13.2593	2	rho_fallback_no_desc	NA	
U8b1a1e1		1344.9			1.3449	NA	1	single_child_interpolation	NA	
U8b1a1e1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1a1e2	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
U8b1a1e3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1a1e^	12267.1	6809.2	17890.7	12.2671	6.8092	17.8907	2	single_child_interpolation	NA	
U8b1a1f	14766.0	1545.7	28952.6	14.766	1.5457	28.9526	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
U8b1a1f1	13370.5	0.0		13.3705	0.0000	NA	1	rho_fallback_no_desc	NA	
U8b1a1f2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1a1f2^		772.9			0.7729	NA	0	single_child_interpolation	NA	
U8b1a1f3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1a1f4	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
U8b1a1f5		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1a1g		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1a1g1		0.0			0.0000	NA	0	single_child_interpolation	NA	
U8b1a1g1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1a1g2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1a1g^		5464.4			5.4644	NA	0	single_child_interpolation	NA	
U8b1a1i		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1a2	24808.6	17093.8	32782.6	24.8086	17.0938	32.7826	9	rho_fallback_no_desc	low	ci_exceeds_ancestor
U8b1a2a	33771.9	33771.9	33771.9	33.7719	33.7719	33.7719	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
U8b1a2a1	32260.8	32260.8	32260.8	32.2608	32.2608	32.2608	2	single_child_interpolation	low	ci_exceeds_ancestor
U8b1a2a1a	30749.7	30749.7	30749.7	30.7497	30.7497	30.7497	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
U8b1a2a1a1	27779.2	27779.2	27779.2	27.7792	27.7792	27.7792	2	single_child_interpolation	low	ci_exceeds_ancestor
U8b1a2a1a1a	23395.8	13889.6		23.3958	13.8896	NA	2	single_child_interpolation	NA	
U8b1a2a1a1a1	19012.5	0.0		19.0125	0.0000	NA	1	rho_fallback_no_desc	NA	
U8b1a2a1a1a1_16192	27761.5	23053.1	32560.0	27.7615	23.0531	32.5600	0	ancestor_only	NA	
U8b1a2a1a1a1_16519	27761.5	23053.1	32560.0	27.7615	23.0531	32.5600	0	ancestor_only	NA	
U8b1a2a1a2		15374.9			15.3749	NA	0	single_child_interpolation	NA	
U8b1a2a1a2a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1a2a1a3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1a2a1a3^		15374.9			15.3749	NA	0	single_child_interpolation	NA	
U8b1a2a2		16886.0			16.8860	NA	0	single_child_interpolation	NA	
U8b1a2a2a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1a2b	14299.7	12004.2	16622.8	14.2997	12.0042	16.6228	6	rho_fallback_no_desc	NA	
U8b1a2b1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1a2b2	8442.6	6490.9	10416.8	8.4426	6.4909	10.4168	5	single_child_interpolation	NA	
U8b1a2b2a	2585.4	977.5	4210.8	2.5854	0.9775	4.2108	5	rho_fallback_no_desc	NA	
U8b1a2b4		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1a2b6	9758.0	6002.1		9.758	6.0021	NA	1	single_child_interpolation	NA	
U8b1a2b6a		3001.1			3.0011	NA	1	single_child_interpolation	NA	
U8b1a2b6a1		1500.5			1.5005	NA	0	single_child_interpolation	NA	
U8b1a2b6a1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1a2b7		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1a2d	26285.0	8546.9		26.285	8.5469	NA	1	single_child_interpolation	NA	
U8b1a2d1	27761.5	0.0		27.7615	0.0000	NA	1	rho_fallback_no_desc	NA	
U8b1a2e		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1b	18833.8	15340.5	22385.8	18.8338	15.3405	22.3858	16	rho_direct	NA	
U8b1b1	3457.4	1753.1	5181.0	3.4574	1.7531	5.1810	3	rho_fallback_no_desc	NA	
U8b1b1_189	18833.8	15340.5	22385.8	18.8338	15.3405	22.3858	0	ancestor_only	NA	
U8b1b1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1b1a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1b1a2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1b1b		876.5			0.8765	NA	0	single_child_interpolation	NA	
U8b1b1b1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1b1c		876.5			0.8765	NA	1	single_child_interpolation	NA	
U8b1b1c_16094	18833.8	15340.5	22385.8	18.8338	15.3405	22.3858	0	ancestor_only	NA	
U8b1b1d		876.5			0.8765	NA	0	single_child_interpolation	NA	
U8b1b1d1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1b1e		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1b1g		0.0			0.0000	NA	0	single_child_interpolation	NA	
U8b1b1g2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1b1g^		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1b1g__152	18833.8	15340.5	22385.8	18.8338	15.3405	22.3858	0	ancestor_only	NA	
U8b1b1h		876.5			0.8765	NA	0	single_child_interpolation	NA	
U8b1b1h1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1b1i		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1b1j		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1b2	16171.7	16171.7	16171.7	16.1717	16.1717	16.1717	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
U8b1b2b	13370.5	0.0		13.3705	0.0000	NA	1	rho_fallback_no_desc	NA	
U8b1b2b1		0.0			0.0000	NA	1	single_child_interpolation	NA	
U8b1b2b1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1b2b2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1b2b3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1b2c	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
U8b1b2c1	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
U8b1b2c2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1b3	13370.5	11734.2	15021.0	13.3705	11.7342	15.0210	11	rho_direct	NA	
U8b1b3a	513.4	0.0	1525.0	0.5134	0.0000	1.5250	5	rho_fallback_no_desc	NA	
U8b1b3c	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
U8b1b3c1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1b3c2	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
U8b1b4		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1b4a		0.0			0.0000	NA	0	single_child_interpolation	NA	
U8b1b4a1		0.0			0.0000	NA	0	single_child_interpolation	NA	
U8b1b4a1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b1b4b		0.0			0.0000	NA	0	single_child_interpolation	NA	
U8b1b4b1		0.0			0.0000	NA	0	single_child_interpolation	NA	
U8b1b4b1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8b^	48215.8	47523.2	48909.8	48.2158	47.5232	48.9098	685	single_child_interpolation	NA	
U9	24319.9	21802.2	26864.8	24.3199	21.8022	26.8648	12	rho_direct	NA	
U9'10	30249.3	27669.6	32854.5	30.2493	27.6696	32.8545	12	rho_direct	NA	
U9a	20447.4	16694.8	24265.6	20.4474	16.6948	24.2656	6	rho_fallback_no_desc	NA	
U9a1	14811.3	10204.1	19535.9	14.8113	10.2042	19.5359	4	single_child_interpolation	NA	
U9a1'3	19012.5	15085.8	23013.1	19.0125	15.0858	23.0131	4	rho_fallback_no_desc	NA	
U9a1d	6548.6	0.0	14598.0	6.5486	0.0000	14.5980	2	rho_fallback_no_desc	NA	
U9a1d'e	10610.1	5322.5	16058.8	10.6101	5.3225	16.0588	3	rho_fallback_no_desc	NA	
U9a1e	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
U9a2	16171.7	0.0		16.1717	0.0000	NA	1	rho_fallback_no_desc	NA	
U9a2b		0.0			0.0000	NA	0	single_child_interpolation	NA	
U9a2b1		0.0			0.0000	NA	0	single_child_interpolation	NA	
U9a2b1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U9a2b1a^		0.0			0.0000	NA	0	single_child_interpolation	NA	
U9a2c	8085.9	0.0		8.0859	0.0000	NA	1	single_child_interpolation	NA	
U9a2c1	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
U9a2c1_16261	24319.9	21802.2	26864.8	24.3199	21.8022	26.8648	0	ancestor_only	NA	
U9a2c1_16291	24319.9	21802.2	26864.8	24.3199	21.8022	26.8648	0	ancestor_only	NA	
U9a2c1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U9a3		7542.9			7.5429	NA	0	single_child_interpolation	NA	
U9a3a		3771.4			3.7714	NA	0	single_child_interpolation	NA	
U9a3a_16189	24319.9	21802.2	26864.8	24.3199	21.8022	26.8648	0	ancestor_only	NA	
U9a4	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
U9b	16642.4	14014.6	19304.7	16.6424	14.0146	19.3047	6	rho_fallback_no_desc	NA	
U9b1	7891.7	5021.4	10811.7	7.8917	5.0214	10.8117	5	rho_fallback_no_desc	NA	
U9b1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U9b1b	4334.4	2620.2	6067.7	4.3344	2.6202	6.0677	3	rho_fallback_no_desc	NA	
U9b1c	5238.6	2510.7		5.2386	2.5107	NA	1	single_child_interpolation	NA	
U9b1c1	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
U9b2	16171.7	0.0		16.1717	0.0000	NA	1	rho_fallback_no_desc	NA	
U9b2a		0.0			0.0000	NA	0	single_child_interpolation	NA	
U9b2a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U9b2b	10610.1	0.0		10.6101	0.0000	NA	1	rho_fallback_no_desc	NA	
U9d		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V	13246.0	12525.2	13969.5	13.246	12.5252	13.9695	201	rho_direct	NA	
V1	12321.1	11076.6	13574.1	12.3211	11.0766	13.5741	37	rho_direct	NA	
V10	11394.5	9466.1	13343.7	11.3945	9.4661	13.3437	7	rho_fallback_no_desc	NA	
V100		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V105		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V108		6262.6			6.2626	NA	0	single_child_interpolation	NA	
V108a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V10a	7644.9	5402.4	9919.4	7.6449	5.4024	9.9194	2	single_child_interpolation	NA	
V10a+16261	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
V10a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V10a10		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V10a11		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V10a12		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V10a13		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V10a14		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V10a15		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V10a2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V10a3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V10a4		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V10a5		669.4			0.6694	NA	0	single_child_interpolation	NA	
V10a5a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V10a6		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V10a7		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V10a8		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V10a9		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V10b	9517.6	7396.1	11665.2	9.5176	7.3961	11.6652	5	rho_fallback_no_desc	NA	
V10b1	7891.7	7891.7	7891.7	7.8917	7.8917	7.8917	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
V10b1a	5238.6	3945.8		5.2386	3.9459	NA	1	single_child_interpolation	NA	
V10b1a1	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
V10b1b	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
V10b2	6051.5	3698.1		6.0515	3.6981	NA	2	single_child_interpolation	NA	
V10b2a	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
V10b3	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
V10b3c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V10b3d	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
V10b3d1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V10b3d2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V10b4		3698.1			3.6981	NA	0	single_child_interpolation	NA	
V10b4a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V10b5		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V10b6		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V10b7		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V10c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V11	6548.6	3947.9	9191.2	6.5486	3.9479	9.1912	2	rho_fallback_no_desc	NA	
V111		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V111a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V111b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V112		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V113		3131.3			3.1313	NA	0	single_child_interpolation	NA	
V113^		6262.6			6.2626	NA	0	single_child_interpolation	NA	
V113a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V114		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V115		6262.6			6.2626	NA	0	single_child_interpolation	NA	
V115a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V116		6262.6			6.2626	NA	0	single_child_interpolation	NA	
V116a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V117		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V118		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V119		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V11^	9897.3	8236.6	11580.4	9.8973	8.2366	11.5804	2	single_child_interpolation	NA	
V11a	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
V11b		1974.0			1.9740	NA	0	single_child_interpolation	NA	
V11b1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V11c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V11c1		0.0			0.0000	NA	0	single_child_interpolation	NA	
V11c1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V11c2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V11c3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V11c4		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V11d		1974.0			1.9740	NA	1	single_child_interpolation	NA	
V11d1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V12	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
V123		6262.6			6.2626	NA	1	single_child_interpolation	NA	
V123a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V124	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
V125		6262.6			6.2626	NA	0	single_child_interpolation	NA	
V125a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V126	7915.7	6262.6		7.9157	6.2626	NA	1	single_child_interpolation	NA	
V126a	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
V128		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V12_152	13246.0	12525.2	13969.5	13.246	12.5252	13.9695	0	ancestor_only	NA	
V12_16519	13246.0	12525.2	13969.5	13.246	12.5252	13.9695	0	ancestor_only	NA	
V12a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V12c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V12c1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V12c2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V12d		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V12e		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V12f	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
V13	5216.4	3107.6	7353.6	5.2164	3.1076	7.3536	4	rho_fallback_no_desc	NA	
V130		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
"V130""9a"	20159.7	15302.7	25127.8	20.1597	15.3027	25.1278	5	rho_fallback_no_desc	low	ci_exceeds_ancestor
V131		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V132		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V133		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V134		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V135		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V135_12810	13246.0	12525.2	13969.5	13.246	12.5252	13.9695	0	ancestor_only	NA	
V135_16311	13246.0	12525.2	13969.5	13.246	12.5252	13.9695	0	ancestor_only	NA	
V136		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V137		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V138		6262.6			6.2626	NA	0	single_child_interpolation	NA	
V138a		3131.3			3.1313	NA	0	single_child_interpolation	NA	
V138a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V139		0.0			0.0000	NA	0	single_child_interpolation	NA	
V139^		0.0			0.0000	NA	0	single_child_interpolation	NA	
V139a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V13_16189	13246.0	12525.2	13969.5	13.246	12.5252	13.9695	0	ancestor_only	NA	
V13a	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
V13a1		669.4			0.6694	NA	0	single_child_interpolation	NA	
V13a1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V13a2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V13b	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
V13b1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V13b2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V13c		1553.8			1.5538	NA	0	single_child_interpolation	NA	
V13c1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V14	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	2	rho_fallback_no_desc	NA	
V140		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V141		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V141^		0.0			0.0000	NA	0	single_child_interpolation	NA	
V142		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V142_16519	13246.0	12525.2	13969.5	13.246	12.5252	13.9695	0	ancestor_only	NA	
V142_709	13246.0	12525.2	13969.5	13.246	12.5252	13.9695	0	ancestor_only	NA	
V142a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V143		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V144		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V144^		6262.6			6.2626	NA	0	single_child_interpolation	NA	
V145		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V146		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V147		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V149		6262.6			6.2626	NA	0	single_child_interpolation	NA	
V149a		3131.3			3.1313	NA	0	single_child_interpolation	NA	
V149a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V14b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V14d		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V14e		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V14f		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V15	7891.7	4195.7	11670.5	7.8917	4.1957	11.6705	4	rho_fallback_no_desc	NA	
V150		6262.6			6.2626	NA	0	single_child_interpolation	NA	
V150a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V151		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
V151^		6262.6			6.2626	NA	0	single_child_interpolation	NA	
V153		6262.6			6.2626	NA	0	single_child_interpolation	NA	
V153a		3131.3			3.1313	NA	0	single_child_interpolation	NA	
V153a_200	13246.0	12525.2	13969.5	13.246	12.5252	13.9695	0	ancestor_only	NA	
V154		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
