haplogroup	n_samples	rho_age_kya	rho_ci95_lower_kya	rho_ci95_upper_kya	confidence	ml_age_kya	ml_ci95_lower_kya	ml_ci95_upper_kya	calibration_method	diff_kya	rel_diff_pct
C1b11c3	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b11c3'4	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b11c3a	0.0				no_ci		0.0		single_child_interpolation		
C1b11c3a1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b11c3b	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b11c4	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b11c5	0.0				no_ci		0.0		single_child_interpolation		
C1b11c5a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b11c6	1.0	0.0			no_ci		0.0		single_child_interpolation		
C1b11c6a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b11e	1.0	13.3705			no_ci	13.3705	0.0		rho_fallback_no_desc	0.0	0.0
C1b11e'f'g'h'j	11.0	9.3692	6.7609	12.0171	medium	9.3692	6.7609	12.0171	rho_direct	0.0	0.0
C1b11e1	1.0	10.6101			no_ci	10.6311	0.0		single_child_interpolation	0.021000000000000796	0.19792461899511593
C1b11e1a	1.0	7.8917			no_ci	7.8917	0.0		rho_fallback_no_desc	0.0	0.0
C1b11e1a1	1.0	2.5854			no_ci	3.9459	0.0		single_child_interpolation	1.3605	52.62241819447668
C1b11e1a1a	1.0	0.0			no_ci		0.0		single_child_interpolation		
C1b11e1a1a1	0.0				no_ci		0.0		single_child_interpolation		
C1b11e1a1a1a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b11e1a2	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b11e2	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b11f	9.0	6.4	4.6393	8.1799	low	6.4	4.6393	8.1799	rho_fallback_no_desc	0.0	0.0
C1b11f+63	0.0				no_ci						
C1b11f1	0.0				no_ci		2.3197		single_child_interpolation		
C1b11f1a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b11f2	0.0				no_ci		2.3197		single_child_interpolation		
C1b11f2a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b11f_63						9.3692	6.7609	12.0171	ancestor_only		
C1b11g	0.0				no_ci		3.3804		single_child_interpolation		
C1b11g1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b11h	0.0				no_ci		3.3804		single_child_interpolation		
C1b11h1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b11h1^	0.0				no_ci		1.6902		single_child_interpolation		
C1b11j	1.0	0.0			no_ci	0.0	0.0		rho_fallback_no_desc	0.0	
C1b12	6.0	3.8953	2.144	5.6667	low	3.8953	2.144	5.6667	rho_fallback_no_desc	0.0	0.0
C1b120	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b121	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b123	0.0				no_ci		7.7705		single_child_interpolation		
C1b123a	0.0				no_ci		0.0		single_child_interpolation		
C1b123a'b	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b123a1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b123b	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b123b1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b123b1a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b123b1b	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b123b2	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b123b3	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b123b3^	0.0				no_ci		0.0		single_child_interpolation		
C1b125	0.0				no_ci		0.0		single_child_interpolation		
C1b125a	0.0				no_ci		0.0		single_child_interpolation		
C1b125a1	0.0				no_ci		0.0		single_child_interpolation		
C1b125a1a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b125a1a+152	0.0				no_ci						
C1b125a1a1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b125a1a_152						16.6062	15.541	17.677	ancestor_only		
C1b126	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b127	1.0	13.3705			no_ci	13.6082	7.7705		single_child_interpolation	0.23770000000000024	1.7777943981152555
C1b127a	1.0	10.6101			no_ci	10.6101	0.0		rho_fallback_no_desc	0.0	0.0
C1b128	1.0	21.8918			no_ci	10.9113	7.7705		single_child_interpolation	-10.9805	50.15805004613599
C1b128a	1.0	5.2164			no_ci		3.8853		single_child_interpolation		
C1b128a1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b129	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b12a	2.0	1.2869	-1.2245	3.8427	very_low	1.9477	1.072		single_child_interpolation	0.6608	51.34820110342685
C1b12a1	1.0	0.0			no_ci	0.0	0.0		rho_fallback_no_desc	0.0	
C1b12c	1.0	5.2164			no_ci	1.9477	1.072		single_child_interpolation	-3.2687	62.66198911126447
C1b12c1	1.0	0.0			no_ci		0.536		single_child_interpolation		
C1b12c1a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b12d	3.0	0.0	0.0	0.0	low	0.0	0.0	0.0	rho_fallback_no_desc	0.0	
C1b13	14.0	10.6101	7.7094	13.5586	medium	10.6101	7.7094	13.5586	rho_direct	0.0	0.0
C1b130	0.0				no_ci		7.7705		single_child_interpolation		
C1b130a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b131	0.0				no_ci		7.7705		single_child_interpolation		
C1b131a	0.0				no_ci		3.8853		single_child_interpolation		
C1b131a1	0.0				no_ci		1.9426		single_child_interpolation		
C1b131a1a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b132	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b133	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b134	0.0				no_ci		7.7705		single_child_interpolation		
C1b134a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b135	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b135a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b135b	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b136	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b136a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b136b	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b137	0.0				no_ci		2.9448		single_child_interpolation		
C1b137a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b138	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b139	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b13a	3.0	13.3705	7.9996	18.8981	low	13.3705	7.9996	18.8981	rho_fallback_no_desc	0.0	0.0
C1b13a1	2.0	10.6101	10.6101	10.6101	very_low	10.6101	10.6101	10.6101	rho_fallback_no_desc	0.0	0.0
C1b13a1a	1.0	7.8917			no_ci		5.3051		single_child_interpolation		
C1b13a1a1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b13a1b	1.0	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
C1b13a1c	0.0				no_ci		5.3051		single_child_interpolation		
C1b13a1c1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b13a3	1.0	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
C1b13b	2.0	10.6101	0.2051	21.6601	very_low	10.6101	0.2051	21.6601	rho_fallback_no_desc	0.0	0.0
C1b13b2	1.0	10.6101			no_ci	10.6101	0.0		rho_fallback_no_desc	0.0	0.0
C1b13b3	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b13c	3.0	5.2164	2.2425	8.247	low	5.2164	2.2425	8.247	rho_fallback_no_desc	0.0	0.0
C1b13c1	2.0	3.8953	1.3387	6.4951	very_low		1.1213		single_child_interpolation		
C1b13c1b	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b13c2	1.0	0.0			no_ci	0.0	0.0		rho_fallback_no_desc	0.0	
C1b13d	2.0	3.8953	1.3387	6.4951	very_low	5.3051	3.8547		single_child_interpolation	1.4098000000000002	36.19233435165456
C1b13d1	1.0	0.0			no_ci	0.0	0.0		rho_fallback_no_desc	0.0	
C1b13e	2.0	5.2164	0.1025	10.5005	very_low	5.3051	3.8547		single_child_interpolation	0.08870000000000022	1.7004064105513423
C1b13e1	1.0	0.0			no_ci	0.0	0.0		rho_fallback_no_desc	0.0	
C1b13f	1.0	0.0			no_ci	0.0	0.0		rho_fallback_no_desc	0.0	
C1b13f^	1.0	5.2164			no_ci	5.3051	3.8547		single_child_interpolation	0.08870000000000022	1.7004064105513423
C1b13g	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b13h	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b13i	1.0	0.0			no_ci	0.0	0.0		rho_fallback_no_desc	0.0	
C1b14	3.0	13.3705	10.2499	16.5433	low	13.3705	10.2499	16.5433	rho_fallback_no_desc	0.0	0.0
C1b14+16129	0.0				no_ci						
C1b140	1.0	16.1717			no_ci	16.1717	0.0		rho_fallback_no_desc	0.0	0.0
C1b140a	0.0				no_ci		0.0		single_child_interpolation		
C1b140a+207	0.0				no_ci						
C1b140a^	0.0				no_ci		0.0		single_child_interpolation		
C1b140a_207						16.6062	15.541	17.677	ancestor_only		
C1b140b	1.0	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
C1b140b1	1.0	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
C1b140b2	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b142	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b143	0.0				no_ci		7.7705		single_child_interpolation		
C1b143a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b144	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b145	1.0	0.0			no_ci	0.0	0.0		rho_fallback_no_desc	0.0	
C1b147	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b148	2.0	19.0125	19.0125	19.0125	very_low	10.9113	7.8217	14.0887	single_child_interpolation	-8.101199999999999	42.609861932938855
C1b148a	2.0	5.2164	0.1025	10.5005	very_low	5.2164	0.1025	10.5005	rho_fallback_no_desc	0.0	0.0
C1b14^	3.0	16.1717	13.0048	19.3893	low	14.9884	12.8955	17.1102	single_child_interpolation	-1.183300000000001	7.317103334838025
C1b14_16129						16.6062	15.541	17.677	ancestor_only		
C1b14a	0.0				no_ci		5.125		single_child_interpolation		
C1b14a1	0.0				no_ci		2.5625		single_child_interpolation		
C1b14a1a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b14b	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b14c	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b14d	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b14d'e	2.0	10.6101	5.3225	16.0588	very_low	10.6101	5.3225	16.0588	rho_fallback_no_desc	0.0	0.0
C1b14e	2.0	2.5854	-2.4381	7.7838	very_low		2.6612		single_child_interpolation		
C1b14e1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b14f	1.0	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
C1b14g	0.0				no_ci		5.125		single_child_interpolation		
C1b14g1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b150	0.0				no_ci		7.7705		single_child_interpolation		
C1b150a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b150a1	0.0				no_ci		0.0		single_child_interpolation		
C1b150a1a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b150a2	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b150a3	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b150a4	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b150a5	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b16	2.0	13.3705	13.3705	13.3705	very_low	13.3705	13.3705	13.3705	rho_fallback_no_desc	0.0	0.0
C1b17	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b18	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b18'116	2.0	21.8918	21.8918	21.8918	very_low	21.8918	21.8918	21.8918	rho_fallback_no_desc	0.0	0.0
C1b1a	2.0	7.8917	7.8917	7.8917	very_low	7.8917	7.8917	7.8917	rho_fallback_no_desc	0.0	0.0
C1b1a1	0.0				no_ci		3.9459		single_child_interpolation		
C1b1a1a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b1a2	1.0	5.2164			no_ci		1.9729		single_child_interpolation		
C1b1a2+16129	0.0				no_ci						
C1b1a2^	2.0	5.2164	0.1025	10.5005	very_low	6.554	3.9459		single_child_interpolation	1.3376000000000001	25.642205352350285
C1b1a2_16129						16.6062	15.541	17.677	ancestor_only		
C1b1b	2.0	2.5854	2.5854	2.5854	very_low	5.3051	5.3051		single_child_interpolation	2.7197000000000005	105.19455403419202
C1b1b1	1.0	0.0			no_ci		2.6525		single_child_interpolation		
C1b1b1a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b1c	0.0				no_ci		5.3051		single_child_interpolation		
C1b1c1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b1d	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b1e	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b2	24.0	1.3947	0.6502	2.1431	medium	4.6227	4.2375	5.0098	single_child_interpolation	3.2279999999999998	231.44762314476228
"C1b2""139"	24.0	6.6601	5.8896	7.4342	medium	6.6601	5.8896	7.4342	rho_direct	0.0	0.0
"C1b2""139^"	24.0	11.8701	11.1453	12.5978	medium	11.6332	10.7153	12.5556	single_child_interpolation	-0.23690000000000033	1.9957708865131745
C1b20	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b20'112	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b22	0.0				no_ci		7.7705		single_child_interpolation		
C1b22c	0.0				no_ci		3.8853		single_child_interpolation		
C1b22c1	0.0				no_ci		1.9426		single_child_interpolation		
C1b22c1a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b23	1.0	19.0125			no_ci	12.249	7.7705		single_child_interpolation	-6.763499999999999	35.573964497041416
C1b23b	1.0	7.8917			no_ci	7.8917	0.0		rho_fallback_no_desc	0.0	0.0
C1b23b1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b23b1^	0.0				no_ci		0.0		single_child_interpolation		
C1b23b2	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b24	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b24'111	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b26	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b26a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b26b	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b27	0.0				no_ci		7.7705		single_child_interpolation		
C1b27a	0.0				no_ci		3.8853		single_child_interpolation		
C1b27a1	0.0				no_ci		1.9426		single_child_interpolation		
C1b27a1a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b29	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b29a	0.0				no_ci		0.0		single_child_interpolation		
C1b29a1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b29b	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b29b1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b29b1a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b29b1b	0.0				no_ci		0.0		single_child_interpolation		
C1b29b1b1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b29b2	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b29d	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b29d^	0.0				no_ci		0.0		single_child_interpolation		
C1b2b	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b2b'c'd'e'f	2.0	2.5854	2.5854	2.5854	very_low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
C1b2b1	0.0				no_ci		0.0		single_child_interpolation		
C1b2b1a	0.0				no_ci		0.0		single_child_interpolation		
C1b2b1a1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b2b2	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b2c	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b2d	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b2e	2.0	0.0	0.0	0.0	very_low	0.0	0.0	0.0	rho_fallback_no_desc	0.0	
C1b2f	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b3	3.0	9.6992	5.0522	14.4728	low	9.6992	5.0522	14.4728	rho_fallback_no_desc	0.0	0.0
C1b30	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b30a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b30a2	0.0				no_ci		0.0		single_child_interpolation		
C1b30a2+16519	0.0				no_ci						
C1b30a2_16519						16.6062	15.541	17.677	ancestor_only		
C1b30a3	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b30a3a	0.0				no_ci		0.0		single_child_interpolation		
C1b30a3a1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b30a3b	0.0				no_ci		0.0		single_child_interpolation		
C1b30a3b1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b30a4	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b30d	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b31	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b31a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b31b	0.0				no_ci		0.0		single_child_interpolation		
C1b31b1	0.0				no_ci		0.0		single_child_interpolation		
C1b31b1a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b32	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b32b	0.0				no_ci		0.0		single_child_interpolation		
C1b32b1	0.0				no_ci		0.0		single_child_interpolation		
C1b32b1a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b32d	0.0				no_ci		0.0		single_child_interpolation		
C1b32d1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b33	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b33a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b33a1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b33a1a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b33a1b	0.0				no_ci		0.0		single_child_interpolation		
C1b33a1b1	0.0				no_ci		0.0		single_child_interpolation		
C1b33a1b1a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b33a2	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b33a2+16519	0.0				no_ci						
C1b33a2_16519						16.6062	15.541	17.677	ancestor_only		
C1b33a2a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b33a3	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b33a4	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b33b	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b35	0.0				no_ci		7.7705		single_child_interpolation		
C1b35a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b36	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b36a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b36b	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b36b'f	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b36c	0.0				no_ci		0.0		single_child_interpolation		
C1b36c1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b36d	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b36f	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b37	0.0				no_ci		7.7705		single_child_interpolation		
C1b37a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b38	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b38+709	0.0				no_ci						
C1b38_709						16.6062	15.541	17.677	ancestor_only		
C1b38a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b38a1	0.0				no_ci		0.0		single_child_interpolation		
C1b38a1a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b38a2	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b38b	0.0				no_ci		0.0		single_child_interpolation		
C1b38b+152	0.0				no_ci						
C1b38b_152						16.6062	15.541	17.677	ancestor_only		
C1b39	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b3a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b3a3	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b3a3a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b3a3b	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b3a4	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b3b	2.0	6.5486	3.9479	9.1912	very_low	6.5486	3.9479	9.1912	rho_fallback_no_desc	0.0	0.0
C1b3b1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b3b2	2.0	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
C1b3c	1.0	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
C1b4	10.0	1.805	0.7235	2.8944	medium	1.805	0.7235	2.8944	rho_direct	0.0	0.0
C1b4+152	0.0				no_ci						
C1b41	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b41'147	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b43	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b43a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b43b	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b43b'c	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b43c	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b44	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b46	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b46c	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b46d	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b47	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b47a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b47b	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b49	1.0	16.1717			no_ci	16.1717	0.0		rho_fallback_no_desc	0.0	0.0
C1b49'126	1.0	24.8086			no_ci	24.8086	0.0		rho_fallback_no_desc	0.0	0.0
C1b49a	1.0	2.5854			no_ci		0.0		single_child_interpolation		
C1b49a1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b49a1^	0.0				no_ci		0.0		single_child_interpolation		
C1b49b	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b4^	10.0	4.4224	3.3219	5.5307	medium	9.2056	8.1323	10.2857	single_child_interpolation	4.783200000000001	108.15846599131696
C1b4_152						1.805	0.7235	2.8944	ancestor_only		
C1b4a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b4b	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b5	5.0	10.063	5.519	14.727	low	10.063	5.519	14.727	rho_fallback_no_desc	0.0	0.0
C1b50	1.0	24.8086			no_ci	19.249	7.7705		single_child_interpolation	-5.5596	22.409970735954467
C1b50a	1.0	21.8918			no_ci	21.8918	0.0		rho_fallback_no_desc	0.0	0.0
C1b50a1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b50a2	1.0	13.3705			no_ci	13.3705	0.0		rho_fallback_no_desc	0.0	0.0
C1b52	1.0	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
C1b52a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b52b	1.0	0.0			no_ci	0.0	0.0		rho_fallback_no_desc	0.0	
C1b55	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b55c	0.0				no_ci		0.0		single_child_interpolation		
C1b55c1	0.0				no_ci		0.0		single_child_interpolation		
C1b55c1a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b55d	0.0				no_ci		0.0		single_child_interpolation		
C1b55d1	0.0				no_ci		0.0		single_child_interpolation		
C1b55d1a	0.0				no_ci		0.0		single_child_interpolation		
C1b55d1a1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b56	4.0	19.7288	18.3271	21.1396	low	13.9512	12.7474	15.1629	single_child_interpolation	-5.7776	29.285106037873565
C1b56b	4.0	11.2963	9.9538	12.6488	low		6.3737		single_child_interpolation		
C1b56b+204	0.0				no_ci						
C1b56b_204						16.6062	15.541	17.677	ancestor_only		
C1b58	1.0	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
C1b58a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b58b	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b5a	2.0	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
C1b5a1	1.0	2.5854			no_ci	1.9477	0.6694		single_child_interpolation	-0.6376999999999999	24.66542894716485
C1b5a1a	1.0	0.0			no_ci	0.9738	0.3347		single_child_interpolation	0.9738	
C1b5a1a1	1.0	0.0			no_ci	0.0	0.0		rho_fallback_no_desc	0.0	
C1b5a2	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b5a3	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b5a3a	0.0				no_ci		0.0		single_child_interpolation		
C1b5a3a1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b5a3b	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b5b	3.0	6.995	0.7992	13.4325	low	5.0315	2.7595		single_child_interpolation	-1.9634999999999998	28.07005003573981
C1b5b1	1.0	0.0			no_ci	0.0	0.0		rho_fallback_no_desc	0.0	
C1b5c	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b5c1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b5c1a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b5c1b	0.0				no_ci		0.0		single_child_interpolation		
C1b5c1b1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b5c2	0.0				no_ci		0.0		single_child_interpolation		
C1b5c2a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b5d	0.0				no_ci		2.7595		single_child_interpolation		
C1b5d1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b5e	0.0				no_ci		2.7595		single_child_interpolation		
C1b5e1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b5e1^	0.0				no_ci		1.3798		single_child_interpolation		
C1b5f	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b5g	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b6	2.0	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
"C1b6""102"	2.0	9.2456	6.6021	11.9299	very_low	9.2456	6.6021	11.9299	rho_fallback_no_desc	0.0	0.0
C1b61	0.0				no_ci		3.8853		single_child_interpolation		
C1b61^	0.0				no_ci		7.7705		single_child_interpolation		
C1b61b	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b62	0.0				no_ci		0.0		rho_fallback_no_desc		
"C1b62""133"	0.0				no_ci		0.0		rho_fallback_no_desc		
"C1b62""133+16311"	0.0				no_ci						
C1b62_133_16311						16.6062	15.541	17.677	ancestor_only		
C1b63	0.0				no_ci		7.7705		single_child_interpolation		
C1b63a	0.0				no_ci		3.8853		single_child_interpolation		
C1b63a1	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b64	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b65	0.0				no_ci		0.0		single_child_interpolation		
C1b65a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b67	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b67a	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b67b	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b67c	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b67d	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b67e	0.0				no_ci		0.0		rho_fallback_no_desc		
C1b69	0.0				no_ci		7.7705		single_child_interpolation		
