Category	Group	Window Type	Time Window	Window Start (Years)	Window End (Years)	Feature	Median	Lower 95% HPD	Upper 95% HPD	Directional Posterior Probability	Probability Statement	Reliable Window Coverage	Usable	At Window Boundary
Qinghai-Tibet Plateau Core	Highland	Time Period	1000-1500 Years	1000	1500	Fluctuation Amplitude	0.04158	0.00259	0.11506			1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Period	1000-1500 Years	1000	1500	Time of Maximum Expansion	1400.00000	1400.00000	1400.00000	0.985	An expansion occurs within the window	1.000	Yes	Yes
Qinghai-Tibet Plateau Core	Highland	Time Period	1000-1500 Years	1000	1500	Maximum Expansion Rate	0.24967	0.03678	0.39614	0.985	An expansion occurs within the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Period	1000-1500 Years	1000	1500	Time of Maximum Contraction	1000.00000	1000.00000	1000.00000	0.635	A contraction occurs within the window	1.000	Yes	Yes
Qinghai-Tibet Plateau Core	Highland	Time Period	1000-1500 Years	1000	1500	Maximum Contraction Rate	-0.05513	-0.23359	0.17118	0.635	A contraction occurs within the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Period	1000-1500 Years	1000	1500	Mean Log Effective Population Size	12.99840	12.33294	13.88331			1.000	Yes	
Sichuan Basin	Sichuan Region	Time Period	1000-1500 Years	1000	1500	Net Change in Log Effective Population Size	0.31766	0.20719	0.41077	1.000	Net increase over the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Period	1000-1500 Years	1000	1500	Mean Rate of Change	0.00079	0.00052	0.00103	1.000	Positive mean rate of change	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Period	1000-1500 Years	1000	1500	Fluctuation Amplitude	0.31766	0.20719	0.41077			1.000	Yes	
Sichuan Basin	Sichuan Region	Time Period	1000-1500 Years	1000	1500	Time of Maximum Expansion	1400.00000	1400.00000	1400.00000	1.000	An expansion occurs within the window	1.000	Yes	Yes
Sichuan Basin	Sichuan Region	Time Period	1000-1500 Years	1000	1500	Maximum Expansion Rate	1.49663	1.04667	2.16456	1.000	An expansion occurs within the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Period	1000-1500 Years	1000	1500	Time of Maximum Contraction	1000.00000	1000.00000	1000.00000	0.975	A contraction occurs within the window	1.000	Yes	Yes
Sichuan Basin	Sichuan Region	Time Period	1000-1500 Years	1000	1500	Maximum Contraction Rate	-0.22567	-0.51644	-0.03920	0.975	A contraction occurs within the window	1.000	Yes	
Southern Segment	Corridor Segment	Time Period	1000-1500 Years	1000	1500	Mean Log Effective Population Size	11.54572	11.13252	11.94023			1.000	Yes	
Southern Segment	Corridor Segment	Time Period	1000-1500 Years	1000	1500	Net Change in Log Effective Population Size	0.21525	0.14958	0.27614	1.000	Net increase over the window	1.000	Yes	
Southern Segment	Corridor Segment	Time Period	1000-1500 Years	1000	1500	Mean Rate of Change	0.00054	0.00037	0.00069	1.000	Positive mean rate of change	1.000	Yes	
Southern Segment	Corridor Segment	Time Period	1000-1500 Years	1000	1500	Fluctuation Amplitude	0.21525	0.14958	0.27614			1.000	Yes	
Southern Segment	Corridor Segment	Time Period	1000-1500 Years	1000	1500	Time of Maximum Expansion	1400.00000	1400.00000	1400.00000	1.000	An expansion occurs within the window	1.000	Yes	Yes
Southern Segment	Corridor Segment	Time Period	1000-1500 Years	1000	1500	Maximum Expansion Rate	0.86228	0.57830	1.19862	1.000	An expansion occurs within the window	1.000	Yes	
Southern Segment	Corridor Segment	Time Period	1000-1500 Years	1000	1500	Time of Maximum Contraction	1000.00000	1000.00000	1000.00000	1.000	A contraction occurs within the window	1.000	Yes	Yes
Southern Segment	Corridor Segment	Time Period	1000-1500 Years	1000	1500	Maximum Contraction Rate	-0.21266	-0.35191	-0.07812	1.000	A contraction occurs within the window	1.000	Yes	
Western Highland	Highland	Time Period	1000-1500 Years	1000	1500	Mean Log Effective Population Size	9.96162	9.68264	10.25743			1.000	Yes	
Western Highland	Highland	Time Period	1000-1500 Years	1000	1500	Net Change in Log Effective Population Size	-0.00258	-0.11977	0.11298	0.490	Net increase over the window	1.000	Yes	
Western Highland	Highland	Time Period	1000-1500 Years	1000	1500	Mean Rate of Change	-0.00001	-0.00030	0.00028	0.490	Positive mean rate of change	1.000	Yes	
Western Highland	Highland	Time Period	1000-1500 Years	1000	1500	Fluctuation Amplitude	0.03863	0.00374	0.11977			1.000	Yes	
Western Highland	Highland	Time Period	1000-1500 Years	1000	1500	Time of Maximum Expansion	1400.00000	1400.00000	1400.00000	0.995	An expansion occurs within the window	1.000	Yes	Yes
Western Highland	Highland	Time Period	1000-1500 Years	1000	1500	Maximum Expansion Rate	0.27635	0.08566	0.48514	0.995	An expansion occurs within the window	1.000	Yes	
Western Highland	Highland	Time Period	1000-1500 Years	1000	1500	Time of Maximum Contraction	1000.00000	1000.00000	1000.00000	0.505	A contraction occurs within the window	1.000	Yes	Yes
Western Highland	Highland	Time Period	1000-1500 Years	1000	1500	Maximum Contraction Rate	-0.00101	-0.24251	0.21802	0.505	A contraction occurs within the window	1.000	Yes	
Central Segment	Corridor Segment	Time Period	1500-2000 Years	1500	2000	Mean Log Effective Population Size	9.77391	9.39484	10.19660			1.000	Yes	
Central Segment	Corridor Segment	Time Period	1500-2000 Years	1500	2000	Net Change in Log Effective Population Size	0.13707	0.00609	0.23917	0.995	Net increase over the window	1.000	Yes	
Central Segment	Corridor Segment	Time Period	1500-2000 Years	1500	2000	Mean Rate of Change	0.00034	0.00002	0.00060	0.995	Positive mean rate of change	1.000	Yes	
Central Segment	Corridor Segment	Time Period	1500-2000 Years	1500	2000	Fluctuation Amplitude	0.13707	0.01629	0.23917			1.000	Yes	
Central Segment	Corridor Segment	Time Period	1500-2000 Years	1500	2000	Time of Maximum Expansion	1600.00000	1600.00000	2000.00000	0.995	An expansion occurs within the window	1.000	Yes	Yes
Central Segment	Corridor Segment	Time Period	1500-2000 Years	1500	2000	Maximum Expansion Rate	0.42242	0.11500	0.75585	0.995	An expansion occurs within the window	1.000	Yes	
Central Segment	Corridor Segment	Time Period	1500-2000 Years	1500	2000	Time of Maximum Contraction	2000.00000	1600.00000	2000.00000	0.115	A contraction occurs within the window	1.000	Yes	Yes
Central Segment	Corridor Segment	Time Period	1500-2000 Years	1500	2000	Maximum Contraction Rate	0.15370	-0.06877	0.42263	0.115	A contraction occurs within the window	1.000	Yes	
North China	Northern Lowland	Time Period	1500-2000 Years	1500	2000	Mean Log Effective Population Size	11.47571	11.26332	11.76516			1.000	Yes	
North China	Northern Lowland	Time Period	1500-2000 Years	1500	2000	Net Change in Log Effective Population Size	0.04799	-0.27174	0.30535	0.590	Net increase over the window	1.000	Yes	
North China	Northern Lowland	Time Period	1500-2000 Years	1500	2000	Mean Rate of Change	0.00012	-0.00068	0.00076	0.590	Positive mean rate of change	1.000	Yes	
North China	Northern Lowland	Time Period	1500-2000 Years	1500	2000	Fluctuation Amplitude	0.10046	0.01057	0.29780			1.000	Yes	
North China	Northern Lowland	Time Period	1500-2000 Years	1500	2000	Time of Maximum Expansion	2000.00000	1600.00000	2000.00000	0.885	An expansion occurs within the window	1.000	Yes	Yes
North China	Northern Lowland	Time Period	1500-2000 Years	1500	2000	Maximum Expansion Rate	0.25590	-0.10870	0.66158	0.885	An expansion occurs within the window	1.000	Yes	
North China	Northern Lowland	Time Period	1500-2000 Years	1500	2000	Time of Maximum Contraction	1700.00000	1600.00000	2000.00000	0.210	A contraction occurs within the window	1.000	Yes	No
North China	Northern Lowland	Time Period	1500-2000 Years	1500	2000	Maximum Contraction Rate	0.15122	-0.20569	0.52292	0.210	A contraction occurs within the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Period	1500-2000 Years	1500	2000	Mean Log Effective Population Size	11.30272	11.06107	11.52781			1.000	Yes	
Northern Segment	Corridor Segment	Time Period	1500-2000 Years	1500	2000	Net Change in Log Effective Population Size	0.27242	0.03775	0.49669	0.985	Net increase over the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Period	1500-2000 Years	1500	2000	Mean Rate of Change	0.00068	0.00009	0.00124	0.985	Positive mean rate of change	1.000	Yes	
Northern Segment	Corridor Segment	Time Period	1500-2000 Years	1500	2000	Fluctuation Amplitude	0.27242	0.03775	0.48664			1.000	Yes	
Northern Segment	Corridor Segment	Time Period	1500-2000 Years	1500	2000	Time of Maximum Expansion	2000.00000	2000.00000	2000.00000	1.000	An expansion occurs within the window	1.000	Yes	Yes
Northern Segment	Corridor Segment	Time Period	1500-2000 Years	1500	2000	Maximum Expansion Rate	0.55033	0.25303	0.93684	1.000	An expansion occurs within the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Period	1500-2000 Years	1500	2000	Time of Maximum Contraction	1600.00000	1600.00000	1600.00000	0.045	A contraction occurs within the window	1.000	Yes	Yes
Northern Segment	Corridor Segment	Time Period	1500-2000 Years	1500	2000	Maximum Contraction Rate	0.25457	-0.07912	0.44084	0.045	A contraction occurs within the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Period	1500-2000 Years	1500	2000	Mean Log Effective Population Size	9.41891	9.15044	9.70316			1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Period	1500-2000 Years	1500	2000	Net Change in Log Effective Population Size	0.15689	-0.09359	0.42011	0.890	Net increase over the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Period	1500-2000 Years	1500	2000	Mean Rate of Change	0.00039	-0.00023	0.00105	0.890	Positive mean rate of change	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Period	1500-2000 Years	1500	2000	Fluctuation Amplitude	0.15749	0.00085	0.39584			1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Period	1500-2000 Years	1500	2000	Time of Maximum Expansion	1600.00000	1600.00000	2000.00000	0.890	An expansion occurs within the window	1.000	Yes	Yes
Panxi and Liangshan	Sichuan Region	Time Period	1500-2000 Years	1500	2000	Maximum Expansion Rate	0.28030	-0.14867	0.75056	0.890	An expansion occurs within the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Period	1500-2000 Years	1500	2000	Time of Maximum Contraction	2000.00000	1600.00000	2000.00000	0.110	A contraction occurs within the window	1.000	Yes	Yes
Panxi and Liangshan	Sichuan Region	Time Period	1500-2000 Years	1500	2000	Maximum Contraction Rate	0.24922	-0.16721	0.66735	0.110	A contraction occurs within the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Period	1500-2000 Years	1500	2000	Mean Log Effective Population Size	9.92741	9.73271	10.17661			1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Period	1500-2000 Years	1500	2000	Net Change in Log Effective Population Size	0.30528	0.10650	0.51724	1.000	Net increase over the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Period	1500-2000 Years	1500	2000	Mean Rate of Change	0.00076	0.00027	0.00129	1.000	Positive mean rate of change	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Period	1500-2000 Years	1500	2000	Fluctuation Amplitude	0.30528	0.10650	0.51724			1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Period	1500-2000 Years	1500	2000	Time of Maximum Expansion	2000.00000	2000.00000	2000.00000	1.000	An expansion occurs within the window	1.000	Yes	Yes
Qinghai-Tibet Plateau Core	Highland	Time Period	1500-2000 Years	1500	2000	Maximum Expansion Rate	0.62122	0.32512	0.97000	1.000	An expansion occurs within the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Period	1500-2000 Years	1500	2000	Time of Maximum Contraction	1600.00000	1600.00000	1600.00000	0.000	A contraction occurs within the window	1.000	Yes	Yes
Qinghai-Tibet Plateau Core	Highland	Time Period	1500-2000 Years	1500	2000	Maximum Contraction Rate	0.41984	0.17176	0.64039	0.000	A contraction occurs within the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Period	1500-2000 Years	1500	2000	Mean Log Effective Population Size	11.50244	11.27053	11.73797			1.000	Yes	
Sichuan Basin	Sichuan Region	Time Period	1500-2000 Years	1500	2000	Net Change in Log Effective Population Size	1.04445	0.62199	1.55474	1.000	Net increase over the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Period	1500-2000 Years	1500	2000	Mean Rate of Change	0.00261	0.00155	0.00389	1.000	Positive mean rate of change	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Period	1500-2000 Years	1500	2000	Fluctuation Amplitude	1.04445	0.62199	1.55474			1.000	Yes	
Sichuan Basin	Sichuan Region	Time Period	1500-2000 Years	1500	2000	Time of Maximum Expansion	1600.00000	1600.00000	1800.00000	1.000	An expansion occurs within the window	1.000	Yes	Yes
Sichuan Basin	Sichuan Region	Time Period	1500-2000 Years	1500	2000	Maximum Expansion Rate	1.79021	1.20224	2.63890	1.000	An expansion occurs within the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Period	1500-2000 Years	1500	2000	Time of Maximum Contraction	2000.00000	2000.00000	2000.00000	0.005	A contraction occurs within the window	1.000	Yes	Yes
Sichuan Basin	Sichuan Region	Time Period	1500-2000 Years	1500	2000	Maximum Contraction Rate	1.19535	0.28774	1.85319	0.005	A contraction occurs within the window	1.000	Yes	
Southern Segment	Corridor Segment	Time Period	1500-2000 Years	1500	2000	Mean Log Effective Population Size	10.61302	10.50583	10.75765			1.000	Yes	
Southern Segment	Corridor Segment	Time Period	1500-2000 Years	1500	2000	Net Change in Log Effective Population Size	0.44870	0.19126	0.78495	1.000	Net increase over the window	1.000	Yes	
Southern Segment	Corridor Segment	Time Period	1500-2000 Years	1500	2000	Mean Rate of Change	0.00112	0.00048	0.00196	1.000	Positive mean rate of change	1.000	Yes	
Southern Segment	Corridor Segment	Time Period	1500-2000 Years	1500	2000	Fluctuation Amplitude	0.44870	0.22099	0.74771			1.000	Yes	
Southern Segment	Corridor Segment	Time Period	1500-2000 Years	1500	2000	Time of Maximum Expansion	1600.00000	1600.00000	1600.00000	1.000	An expansion occurs within the window	1.000	Yes	Yes
Southern Segment	Corridor Segment	Time Period	1500-2000 Years	1500	2000	Maximum Expansion Rate	0.85884	0.45268	1.33515	1.000	An expansion occurs within the window	1.000	Yes	
Southern Segment	Corridor Segment	Time Period	1500-2000 Years	1500	2000	Time of Maximum Contraction	2000.00000	2000.00000	2000.00000	0.420	A contraction occurs within the window	1.000	Yes	Yes
Southern Segment	Corridor Segment	Time Period	1500-2000 Years	1500	2000	Maximum Contraction Rate	0.05436	-0.48808	0.66528	0.420	A contraction occurs within the window	1.000	Yes	
Western Highland	Highland	Time Period	1500-2000 Years	1500	2000	Mean Log Effective Population Size	9.72006	9.54566	9.99105			1.000	Yes	
Western Highland	Highland	Time Period	1500-2000 Years	1500	2000	Net Change in Log Effective Population Size	0.28882	0.07430	0.58673	0.985	Net increase over the window	1.000	Yes	
Western Highland	Highland	Time Period	1500-2000 Years	1500	2000	Mean Rate of Change	0.00072	0.00019	0.00147	0.985	Positive mean rate of change	1.000	Yes	
Western Highland	Highland	Time Period	1500-2000 Years	1500	2000	Fluctuation Amplitude	0.28882	0.07018	0.57472			1.000	Yes	
Western Highland	Highland	Time Period	1500-2000 Years	1500	2000	Time of Maximum Expansion	2000.00000	2000.00000	2000.00000	1.000	An expansion occurs within the window	1.000	Yes	Yes
Western Highland	Highland	Time Period	1500-2000 Years	1500	2000	Maximum Expansion Rate	0.65088	0.29163	1.04093	1.000	An expansion occurs within the window	1.000	Yes	
Western Highland	Highland	Time Period	1500-2000 Years	1500	2000	Time of Maximum Contraction	1600.00000	1600.00000	1600.00000	0.005	A contraction occurs within the window	1.000	Yes	Yes
Western Highland	Highland	Time Period	1500-2000 Years	1500	2000	Maximum Contraction Rate	0.44535	0.23495	0.76252	0.005	A contraction occurs within the window	1.000	Yes	
Central Segment	Corridor Segment	Time Period	2000-2500 Years	2000	2500	Mean Log Effective Population Size	9.71521	9.34927	10.06083			1.000	Yes	
Central Segment	Corridor Segment	Time Period	2000-2500 Years	2000	2500	Net Change in Log Effective Population Size	-0.04146	-0.24720	0.19515	0.315	Net increase over the window	1.000	Yes	
Central Segment	Corridor Segment	Time Period	2000-2500 Years	2000	2500	Mean Rate of Change	-0.00010	-0.00062	0.00049	0.315	Positive mean rate of change	1.000	Yes	
Central Segment	Corridor Segment	Time Period	2000-2500 Years	2000	2500	Fluctuation Amplitude	0.07577	0.00726	0.24164			1.000	Yes	
Central Segment	Corridor Segment	Time Period	2000-2500 Years	2000	2500	Time of Maximum Expansion	2000.00000	2000.00000	2400.00000	0.890	An expansion occurs within the window	1.000	Yes	Yes
Central Segment	Corridor Segment	Time Period	2000-2500 Years	2000	2500	Maximum Expansion Rate	0.17012	-0.06877	0.46071	0.890	An expansion occurs within the window	1.000	Yes	
Central Segment	Corridor Segment	Time Period	2000-2500 Years	2000	2500	Time of Maximum Contraction	2400.00000	2000.00000	2400.00000	0.540	A contraction occurs within the window	1.000	Yes	Yes
Central Segment	Corridor Segment	Time Period	2000-2500 Years	2000	2500	Maximum Contraction Rate	-0.02878	-0.44899	0.34487	0.540	A contraction occurs within the window	1.000	Yes	
North China	Northern Lowland	Time Period	2000-2500 Years	2000	2500	Mean Log Effective Population Size	11.42196	11.10137	11.77357			1.000	Yes	
North China	Northern Lowland	Time Period	2000-2500 Years	2000	2500	Net Change in Log Effective Population Size	0.10668	-0.09657	0.32234	0.855	Net increase over the window	1.000	Yes	
North China	Northern Lowland	Time Period	2000-2500 Years	2000	2500	Mean Rate of Change	0.00027	-0.00024	0.00081	0.855	Positive mean rate of change	1.000	Yes	
North China	Northern Lowland	Time Period	2000-2500 Years	2000	2500	Fluctuation Amplitude	0.11531	0.02524	0.28620			1.000	Yes	
North China	Northern Lowland	Time Period	2000-2500 Years	2000	2500	Time of Maximum Expansion	2400.00000	2000.00000	2400.00000	1.000	An expansion occurs within the window	1.000	Yes	Yes
North China	Northern Lowland	Time Period	2000-2500 Years	2000	2500	Maximum Expansion Rate	0.45249	0.13464	0.73111	1.000	An expansion occurs within the window	1.000	Yes	
North China	Northern Lowland	Time Period	2000-2500 Years	2000	2500	Time of Maximum Contraction	2000.00000	2000.00000	2400.00000	0.140	A contraction occurs within the window	1.000	Yes	Yes
