Category	Group	Window Type	Time Window	Window Start (Years)	Window End (Years)	Feature	Median	Lower 95% HPD	Upper 95% HPD	Directional Posterior Probability	Probability Statement	Reliable Window Coverage	Usable	At Window Boundary
Western Highland	Highland	Time Bin	2500-3000 Years	2500	3000	Fluctuation Amplitude	0.24313	0.01946	0.45473			1.000	Yes	
Western Highland	Highland	Time Bin	2500-3000 Years	2500	3000	Time of Maximum Expansion	2600.00000	2600.00000	2800.00000	1.000	An expansion occurs within the window	1.000	Yes	Yes
Western Highland	Highland	Time Bin	2500-3000 Years	2500	3000	Maximum Expansion Rate	0.66804	0.37475	0.97650	1.000	An expansion occurs within the window	1.000	Yes	
Western Highland	Highland	Time Bin	2500-3000 Years	2500	3000	Time of Maximum Contraction	3000.00000	3000.00000	3000.00000	0.000	A contraction occurs within the window	1.000	Yes	Yes
Western Highland	Highland	Time Bin	2500-3000 Years	2500	3000	Maximum Contraction Rate	0.48182	0.19736	0.80790	0.000	A contraction occurs within the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	3000-3500 Years	3000	3500	Mean Log Effective Population Size	9.79791	9.46696	10.21597			1.000	Yes	
Central Segment	Corridor Segment	Time Bin	3000-3500 Years	3000	3500	Net Change in Log Effective Population Size	-0.03693	-0.20262	0.10772	0.270	Net increase over the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	3000-3500 Years	3000	3500	Mean Rate of Change	-0.00009	-0.00051	0.00027	0.270	Positive mean rate of change	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	3000-3500 Years	3000	3500	Fluctuation Amplitude	0.05485	0.00119	0.20262			1.000	Yes	
Central Segment	Corridor Segment	Time Bin	3000-3500 Years	3000	3500	Time of Maximum Expansion	3000.00000	3000.00000	3400.00000	0.405	An expansion occurs within the window	1.000	Yes	Yes
Central Segment	Corridor Segment	Time Bin	3000-3500 Years	3000	3500	Maximum Expansion Rate	-0.02826	-0.45927	0.29318	0.405	An expansion occurs within the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	3000-3500 Years	3000	3500	Time of Maximum Contraction	3400.00000	3000.00000	3400.00000	0.800	A contraction occurs within the window	1.000	Yes	Yes
Central Segment	Corridor Segment	Time Bin	3000-3500 Years	3000	3500	Maximum Contraction Rate	-0.17773	-0.61999	0.29704	0.800	A contraction occurs within the window	1.000	Yes	
North China	Northern Lowland	Time Bin	3000-3500 Years	3000	3500	Mean Log Effective Population Size	10.85731	10.54946	11.26871			1.000	Yes	
North China	Northern Lowland	Time Bin	3000-3500 Years	3000	3500	Net Change in Log Effective Population Size	0.28402	0.07025	0.53026	0.995	Net increase over the window	1.000	Yes	
North China	Northern Lowland	Time Bin	3000-3500 Years	3000	3500	Mean Rate of Change	0.00071	0.00018	0.00133	0.995	Positive mean rate of change	1.000	Yes	
North China	Northern Lowland	Time Bin	3000-3500 Years	3000	3500	Fluctuation Amplitude	0.28402	0.07531	0.48296			1.000	Yes	
North China	Northern Lowland	Time Bin	3000-3500 Years	3000	3500	Time of Maximum Expansion	3400.00000	3000.00000	3400.00000	1.000	An expansion occurs within the window	1.000	Yes	Yes
North China	Northern Lowland	Time Bin	3000-3500 Years	3000	3500	Maximum Expansion Rate	0.76142	0.49352	1.13354	1.000	An expansion occurs within the window	1.000	Yes	
North China	Northern Lowland	Time Bin	3000-3500 Years	3000	3500	Time of Maximum Contraction	3000.00000	3000.00000	3400.00000	0.005	A contraction occurs within the window	1.000	Yes	Yes
North China	Northern Lowland	Time Bin	3000-3500 Years	3000	3500	Maximum Contraction Rate	0.60158	0.19220	0.96007	0.005	A contraction occurs within the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	3000-3500 Years	3000	3500	Mean Log Effective Population Size	10.37732	10.16034	10.58864			1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	3000-3500 Years	3000	3500	Net Change in Log Effective Population Size	0.20071	0.06843	0.32568	0.995	Net increase over the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	3000-3500 Years	3000	3500	Mean Rate of Change	0.00050	0.00017	0.00081	0.995	Positive mean rate of change	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	3000-3500 Years	3000	3500	Fluctuation Amplitude	0.20071	0.06843	0.32568			1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	3000-3500 Years	3000	3500	Time of Maximum Expansion	3000.00000	3000.00000	3400.00000	1.000	An expansion occurs within the window	1.000	Yes	Yes
Northern Segment	Corridor Segment	Time Bin	3000-3500 Years	3000	3500	Maximum Expansion Rate	0.47623	0.21341	0.72554	1.000	An expansion occurs within the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	3000-3500 Years	3000	3500	Time of Maximum Contraction	3400.00000	3000.00000	3400.00000	0.025	A contraction occurs within the window	1.000	Yes	Yes
Northern Segment	Corridor Segment	Time Bin	3000-3500 Years	3000	3500	Maximum Contraction Rate	0.28609	0.03072	0.52435	0.025	A contraction occurs within the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	3000-3500 Years	3000	3500	Mean Log Effective Population Size	9.50065	9.11488	9.92142			1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	3000-3500 Years	3000	3500	Net Change in Log Effective Population Size	-0.21565	-0.80359	0.10254	0.085	Net increase over the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	3000-3500 Years	3000	3500	Mean Rate of Change	-0.00054	-0.00201	0.00026	0.085	Positive mean rate of change	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	3000-3500 Years	3000	3500	Fluctuation Amplitude	0.21565	0.00484	0.79384			1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	3000-3500 Years	3000	3500	Time of Maximum Expansion	3000.00000	3000.00000	3200.00000	0.085	An expansion occurs within the window	1.000	Yes	Yes
Panxi and Liangshan	Sichuan Region	Time Bin	3000-3500 Years	3000	3500	Maximum Expansion Rate	-0.34257	-1.27651	0.18320	0.085	An expansion occurs within the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	3000-3500 Years	3000	3500	Time of Maximum Contraction	3200.00000	3000.00000	3200.00000	0.915	A contraction occurs within the window	1.000	Yes	No
Panxi and Liangshan	Sichuan Region	Time Bin	3000-3500 Years	3000	3500	Maximum Contraction Rate	-0.38528	-1.43567	0.16289	0.915	A contraction occurs within the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	3000-3500 Years	3000	3500	Mean Log Effective Population Size	9.07426	8.79512	9.30634			1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	3000-3500 Years	3000	3500	Net Change in Log Effective Population Size	0.13932	0.00669	0.28016	0.995	Net increase over the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	3000-3500 Years	3000	3500	Mean Rate of Change	0.00035	0.00002	0.00070	0.995	Positive mean rate of change	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	3000-3500 Years	3000	3500	Fluctuation Amplitude	0.13932	0.00669	0.26234			1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	3000-3500 Years	3000	3500	Time of Maximum Expansion	3000.00000	3000.00000	3400.00000	0.995	An expansion occurs within the window	1.000	Yes	Yes
Qinghai-Tibet Plateau Core	Highland	Time Bin	3000-3500 Years	3000	3500	Maximum Expansion Rate	0.34925	0.05780	0.62858	0.995	An expansion occurs within the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	3000-3500 Years	3000	3500	Time of Maximum Contraction	3400.00000	3000.00000	3400.00000	0.135	A contraction occurs within the window	1.000	Yes	Yes
Qinghai-Tibet Plateau Core	Highland	Time Bin	3000-3500 Years	3000	3500	Maximum Contraction Rate	0.14802	-0.14240	0.41013	0.135	A contraction occurs within the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	3000-3500 Years	3000	3500	Mean Log Effective Population Size	10.69067	10.45773	11.08949			1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	3000-3500 Years	3000	3500	Net Change in Log Effective Population Size	0.53520	0.10532	1.03990	1.000	Net increase over the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	3000-3500 Years	3000	3500	Mean Rate of Change	0.00134	0.00026	0.00260	1.000	Positive mean rate of change	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	3000-3500 Years	3000	3500	Fluctuation Amplitude	0.53520	0.10532	1.03990			1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	3000-3500 Years	3000	3500	Time of Maximum Expansion	3000.00000	3000.00000	3200.00000	1.000	An expansion occurs within the window	1.000	Yes	Yes
Sichuan Basin	Sichuan Region	Time Bin	3000-3500 Years	3000	3500	Maximum Expansion Rate	0.65673	0.24509	1.20121	1.000	An expansion occurs within the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	3000-3500 Years	3000	3500	Time of Maximum Contraction	3400.00000	3400.00000	3400.00000	0.240	A contraction occurs within the window	1.000	Yes	Yes
Sichuan Basin	Sichuan Region	Time Bin	3000-3500 Years	3000	3500	Maximum Contraction Rate	0.19073	-0.41799	0.93652	0.240	A contraction occurs within the window	1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	3000-3500 Years	3000	3500	Mean Log Effective Population Size	10.71399	10.41219	11.04768			1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	3000-3500 Years	3000	3500	Net Change in Log Effective Population Size	0.72434	0.42662	1.10883	1.000	Net increase over the window	1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	3000-3500 Years	3000	3500	Mean Rate of Change	0.00181	0.00107	0.00277	1.000	Positive mean rate of change	1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	3000-3500 Years	3000	3500	Fluctuation Amplitude	0.72434	0.42662	1.10883			1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	3000-3500 Years	3000	3500	Time of Maximum Expansion	3200.00000	3000.00000	3400.00000	1.000	An expansion occurs within the window	1.000	Yes	No
Southern Segment	Corridor Segment	Time Bin	3000-3500 Years	3000	3500	Maximum Expansion Rate	0.78236	0.29798	1.23631	1.000	An expansion occurs within the window	1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	3000-3500 Years	3000	3500	Time of Maximum Contraction	3400.00000	3000.00000	3400.00000	0.060	A contraction occurs within the window	1.000	Yes	Yes
Southern Segment	Corridor Segment	Time Bin	3000-3500 Years	3000	3500	Maximum Contraction Rate	0.56372	-0.09111	1.02843	0.060	A contraction occurs within the window	1.000	Yes	
Western Highland	Highland	Time Bin	3000-3500 Years	3000	3500	Mean Log Effective Population Size	8.73676	8.40792	8.97439			1.000	Yes	
Western Highland	Highland	Time Bin	3000-3500 Years	3000	3500	Net Change in Log Effective Population Size	0.20512	0.04370	0.34758	0.990	Net increase over the window	1.000	Yes	
Western Highland	Highland	Time Bin	3000-3500 Years	3000	3500	Mean Rate of Change	0.00051	0.00011	0.00087	0.990	Positive mean rate of change	1.000	Yes	
Western Highland	Highland	Time Bin	3000-3500 Years	3000	3500	Fluctuation Amplitude	0.20512	0.04370	0.34758			1.000	Yes	
Western Highland	Highland	Time Bin	3000-3500 Years	3000	3500	Time of Maximum Expansion	3000.00000	3000.00000	3000.00000	1.000	An expansion occurs within the window	1.000	Yes	Yes
Western Highland	Highland	Time Bin	3000-3500 Years	3000	3500	Maximum Expansion Rate	0.48182	0.17533	0.78575	1.000	An expansion occurs within the window	1.000	Yes	
Western Highland	Highland	Time Bin	3000-3500 Years	3000	3500	Time of Maximum Contraction	3400.00000	3400.00000	3400.00000	0.045	A contraction occurs within the window	1.000	Yes	Yes
Western Highland	Highland	Time Bin	3000-3500 Years	3000	3500	Maximum Contraction Rate	0.23746	-0.03273	0.46093	0.045	A contraction occurs within the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	3500-4000 Years	3500	4000	Mean Log Effective Population Size	9.93250	9.56480	10.45203			1.000	Yes	
Central Segment	Corridor Segment	Time Bin	3500-4000 Years	3500	4000	Net Change in Log Effective Population Size	-0.09435	-0.45793	0.22237	0.260	Net increase over the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	3500-4000 Years	3500	4000	Mean Rate of Change	-0.00024	-0.00114	0.00056	0.260	Positive mean rate of change	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	3500-4000 Years	3500	4000	Fluctuation Amplitude	0.11305	0.00092	0.45198			1.000	Yes	
Central Segment	Corridor Segment	Time Bin	3500-4000 Years	3500	4000	Time of Maximum Expansion	4000.00000	3800.00000	4000.00000	0.475	An expansion occurs within the window	1.000	Yes	Yes
Central Segment	Corridor Segment	Time Bin	3500-4000 Years	3500	4000	Maximum Expansion Rate	-0.00739	-0.53850	0.37112	0.475	An expansion occurs within the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	3500-4000 Years	3500	4000	Time of Maximum Contraction	3600.00000	3600.00000	3800.00000	0.665	A contraction occurs within the window	1.000	Yes	Yes
Central Segment	Corridor Segment	Time Bin	3500-4000 Years	3500	4000	Maximum Contraction Rate	-0.11306	-0.75519	0.38240	0.665	A contraction occurs within the window	1.000	Yes	
North China	Northern Lowland	Time Bin	3500-4000 Years	3500	4000	Mean Log Effective Population Size	10.37297	10.08123	10.57622			1.000	Yes	
North China	Northern Lowland	Time Bin	3500-4000 Years	3500	4000	Net Change in Log Effective Population Size	0.32025	-0.01030	0.66994	0.975	Net increase over the window	1.000	Yes	
North China	Northern Lowland	Time Bin	3500-4000 Years	3500	4000	Mean Rate of Change	0.00080	-0.00003	0.00167	0.975	Positive mean rate of change	1.000	Yes	
North China	Northern Lowland	Time Bin	3500-4000 Years	3500	4000	Fluctuation Amplitude	0.32025	0.01766	0.60607			1.000	Yes	
North China	Northern Lowland	Time Bin	3500-4000 Years	3500	4000	Time of Maximum Expansion	3600.00000	3600.00000	3800.00000	1.000	An expansion occurs within the window	1.000	Yes	Yes
North China	Northern Lowland	Time Bin	3500-4000 Years	3500	4000	Maximum Expansion Rate	0.74010	0.35146	1.14624	1.000	An expansion occurs within the window	1.000	Yes	
North China	Northern Lowland	Time Bin	3500-4000 Years	3500	4000	Time of Maximum Contraction	4000.00000	3600.00000	4000.00000	0.010	A contraction occurs within the window	1.000	Yes	Yes
North China	Northern Lowland	Time Bin	3500-4000 Years	3500	4000	Maximum Contraction Rate	0.54507	0.04802	0.95657	0.010	A contraction occurs within the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	3500-4000 Years	3500	4000	Mean Log Effective Population Size	10.27590	10.09147	10.48297			1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	3500-4000 Years	3500	4000	Net Change in Log Effective Population Size	-0.05158	-0.38174	0.13606	0.350	Net increase over the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	3500-4000 Years	3500	4000	Mean Rate of Change	-0.00013	-0.00095	0.00034	0.350	Positive mean rate of change	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	3500-4000 Years	3500	4000	Fluctuation Amplitude	0.08734	0.00957	0.31826			1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	3500-4000 Years	3500	4000	Time of Maximum Expansion	3600.00000	3600.00000	3600.00000	0.840	An expansion occurs within the window	1.000	Yes	Yes
Northern Segment	Corridor Segment	Time Bin	3500-4000 Years	3500	4000	Maximum Expansion Rate	0.18202	-0.18423	0.44092	0.840	An expansion occurs within the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	3500-4000 Years	3500	4000	Time of Maximum Contraction	4000.00000	3800.00000	4000.00000	0.445	A contraction occurs within the window	1.000	Yes	Yes
Northern Segment	Corridor Segment	Time Bin	3500-4000 Years	3500	4000	Maximum Contraction Rate	0.03424	-0.45820	0.26878	0.445	A contraction occurs within the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	3500-4000 Years	3500	4000	Mean Log Effective Population Size	9.74370	9.15439	10.77609			1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	3500-4000 Years	3500	4000	Net Change in Log Effective Population Size	-0.14393	-0.50951	0.04454	0.070	Net increase over the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	3500-4000 Years	3500	4000	Mean Rate of Change	-0.00036	-0.00127	0.00011	0.070	Positive mean rate of change	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	3500-4000 Years	3500	4000	Fluctuation Amplitude	0.14393	0.00206	0.48689			1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	3500-4000 Years	3500	4000	Time of Maximum Expansion	4000.00000	4000.00000	4000.00000	0.310	An expansion occurs within the window	1.000	Yes	Yes
Panxi and Liangshan	Sichuan Region	Time Bin	3500-4000 Years	3500	4000	Maximum Expansion Rate	-0.08219	-0.37384	0.13056	0.310	An expansion occurs within the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	3500-4000 Years	3500	4000	Time of Maximum Contraction	3600.00000	3600.00000	3800.00000	0.915	A contraction occurs within the window	1.000	Yes	Yes
Panxi and Liangshan	Sichuan Region	Time Bin	3500-4000 Years	3500	4000	Maximum Contraction Rate	-0.34257	-1.27651	0.11667	0.915	A contraction occurs within the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	3500-4000 Years	3500	4000	Mean Log Effective Population Size	9.05623	8.82250	9.28862			1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	3500-4000 Years	3500	4000	Net Change in Log Effective Population Size	-0.08714	-0.38360	0.15937	0.200	Net increase over the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	3500-4000 Years	3500	4000	Mean Rate of Change	-0.00022	-0.00096	0.00040	0.200	Positive mean rate of change	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	3500-4000 Years	3500	4000	Fluctuation Amplitude	0.10151	0.00308	0.37805			1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	3500-4000 Years	3500	4000	Time of Maximum Expansion	3600.00000	3600.00000	3600.00000	0.580	An expansion occurs within the window	1.000	Yes	Yes
Qinghai-Tibet Plateau Core	Highland	Time Bin	3500-4000 Years	3500	4000	Maximum Expansion Rate	0.03364	-0.35186	0.34891	0.580	An expansion occurs within the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	3500-4000 Years	3500	4000	Time of Maximum Contraction	4000.00000	3800.00000	4000.00000	0.700	A contraction occurs within the window	1.000	Yes	Yes
Qinghai-Tibet Plateau Core	Highland	Time Bin	3500-4000 Years	3500	4000	Maximum Contraction Rate	-0.10396	-0.58685	0.21400	0.700	A contraction occurs within the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	3500-4000 Years	3500	4000	Mean Log Effective Population Size	10.68158	10.38838	11.04635			1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	3500-4000 Years	3500	4000	Net Change in Log Effective Population Size	-0.49958	-0.98302	-0.08030	0.005	Net increase over the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	3500-4000 Years	3500	4000	Mean Rate of Change	-0.00125	-0.00246	-0.00020	0.005	Positive mean rate of change	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	3500-4000 Years	3500	4000	Fluctuation Amplitude	0.49958	0.11414	1.00934			1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	3500-4000 Years	3500	4000	Time of Maximum Expansion	3600.00000	3600.00000	3600.00000	0.255	An expansion occurs within the window	1.000	Yes	Yes
Sichuan Basin	Sichuan Region	Time Bin	3500-4000 Years	3500	4000	Maximum Expansion Rate	-0.17713	-0.84676	0.48793	0.255	An expansion occurs within the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	3500-4000 Years	3500	4000	Time of Maximum Contraction	4000.00000	3800.00000	4000.00000	1.000	A contraction occurs within the window	1.000	Yes	Yes
Sichuan Basin	Sichuan Region	Time Bin	3500-4000 Years	3500	4000	Maximum Contraction Rate	-0.60325	-1.00453	-0.19373	1.000	A contraction occurs within the window	1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	3500-4000 Years	3500	4000	Mean Log Effective Population Size	10.30211	10.03372	10.88762			1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	3500-4000 Years	3500	4000	Net Change in Log Effective Population Size	-0.27259	-0.99500	0.35195	0.210	Net increase over the window	1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	3500-4000 Years	3500	4000	Mean Rate of Change	-0.00068	-0.00249	0.00088	0.210	Positive mean rate of change	1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	3500-4000 Years	3500	4000	Fluctuation Amplitude	0.29078	0.04813	0.99500			1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	3500-4000 Years	3500	4000	Time of Maximum Expansion	3600.00000	3600.00000	3600.00000	0.665	An expansion occurs within the window	1.000	Yes	Yes
Southern Segment	Corridor Segment	Time Bin	3500-4000 Years	3500	4000	Maximum Expansion Rate	0.23835	-0.57892	1.02283	0.665	An expansion occurs within the window	1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	3500-4000 Years	3500	4000	Time of Maximum Contraction	4000.00000	4000.00000	4000.00000	0.980	A contraction occurs within the window	1.000	Yes	Yes
Southern Segment	Corridor Segment	Time Bin	3500-4000 Years	3500	4000	Maximum Contraction Rate	-0.55160	-1.23059	-0.02642	0.980	A contraction occurs within the window	1.000	Yes	
Western Highland	Highland	Time Bin	3500-4000 Years	3500	4000	Mean Log Effective Population Size	8.67236	8.46058	8.92714			1.000	Yes	
Western Highland	Highland	Time Bin	3500-4000 Years	3500	4000	Net Change in Log Effective Population Size	-0.10544	-0.35219	0.15996	0.160	Net increase over the window	1.000	Yes	
Western Highland	Highland	Time Bin	3500-4000 Years	3500	4000	Mean Rate of Change	-0.00026	-0.00088	0.00040	0.160	Positive mean rate of change	1.000	Yes	
Western Highland	Highland	Time Bin	3500-4000 Years	3500	4000	Fluctuation Amplitude	0.11313	0.00807	0.34487			1.000	Yes	
Western Highland	Highland	Time Bin	3500-4000 Years	3500	4000	Time of Maximum Expansion	3600.00000	3600.00000	3600.00000	0.720	An expansion occurs within the window	1.000	Yes	Yes
Western Highland	Highland	Time Bin	3500-4000 Years	3500	4000	Maximum Expansion Rate	0.07921	-0.23673	0.36663	0.720	An expansion occurs within the window	1.000	Yes	
Western Highland	Highland	Time Bin	3500-4000 Years	3500	4000	Time of Maximum Contraction	4000.00000	3800.00000	4000.00000	0.745	A contraction occurs within the window	1.000	Yes	Yes
Western Highland	Highland	Time Bin	3500-4000 Years	3500	4000	Maximum Contraction Rate	-0.09499	-0.46134	0.26894	0.745	A contraction occurs within the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	4000-4500 Years	4000	4500	Mean Log Effective Population Size	10.00116	9.35440	10.69971			1.000	Yes	
Central Segment	Corridor Segment	Time Bin	4000-4500 Years	4000	4500	Net Change in Log Effective Population Size	0.01160	-0.15812	0.13168	0.570	Net increase over the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	4000-4500 Years	4000	4500	Mean Rate of Change	0.00003	-0.00040	0.00033	0.570	Positive mean rate of change	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	4000-4500 Years	4000	4500	Fluctuation Amplitude	0.06356	0.00812	0.15812			1.000	Yes	
Central Segment	Corridor Segment	Time Bin	4000-4500 Years	4000	4500	Time of Maximum Expansion	4400.00000	4000.00000	4400.00000	0.965	An expansion occurs within the window	1.000	Yes	Yes
Central Segment	Corridor Segment	Time Bin	4000-4500 Years	4000	4500	Maximum Expansion Rate	0.28614	0.03001	0.57299	0.965	An expansion occurs within the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	4000-4500 Years	4000	4500	Time of Maximum Contraction	4000.00000	4000.00000	4400.00000	0.525	A contraction occurs within the window	1.000	Yes	Yes
Central Segment	Corridor Segment	Time Bin	4000-4500 Years	4000	4500	Maximum Contraction Rate	-0.00739	-0.50682	0.34195	0.525	A contraction occurs within the window	1.000	Yes	
North China	Northern Lowland	Time Bin	4000-4500 Years	4000	4500	Mean Log Effective Population Size	10.07225	9.81281	10.34638			1.000	Yes	
North China	Northern Lowland	Time Bin	4000-4500 Years	4000	4500	Net Change in Log Effective Population Size	0.23731	-0.01042	0.45740	0.980	Net increase over the window	1.000	Yes	
North China	Northern Lowland	Time Bin	4000-4500 Years	4000	4500	Mean Rate of Change	0.00059	-0.00003	0.00114	0.980	Positive mean rate of change	1.000	Yes	
North China	Northern Lowland	Time Bin	4000-4500 Years	4000	4500	Fluctuation Amplitude	0.23731	0.01860	0.44315			1.000	Yes	
North China	Northern Lowland	Time Bin	4000-4500 Years	4000	4500	Time of Maximum Expansion	4000.00000	4000.00000	4000.00000	0.995	An expansion occurs within the window	1.000	Yes	Yes
North China	Northern Lowland	Time Bin	4000-4500 Years	4000	4500	Maximum Expansion Rate	0.54507	0.06930	0.96533	0.995	An expansion occurs within the window	1.000	Yes	
North China	Northern Lowland	Time Bin	4000-4500 Years	4000	4500	Time of Maximum Contraction	4400.00000	4400.00000	4400.00000	0.090	A contraction occurs within the window	1.000	Yes	Yes
North China	Northern Lowland	Time Bin	4000-4500 Years	4000	4500	Maximum Contraction Rate	0.20663	-0.06052	0.47297	0.090	A contraction occurs within the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	4000-4500 Years	4000	4500	Mean Log Effective Population Size	10.31145	10.02992	10.64922			1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	4000-4500 Years	4000	4500	Net Change in Log Effective Population Size	-0.00043	-0.19209	0.13578	0.490	Net increase over the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	4000-4500 Years	4000	4500	Mean Rate of Change	-0.00000	-0.00048	0.00034	0.490	Positive mean rate of change	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	4000-4500 Years	4000	4500	Fluctuation Amplitude	0.06346	0.00637	0.18178			1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	4000-4500 Years	4000	4500	Time of Maximum Expansion	4400.00000	4000.00000	4400.00000	0.935	An expansion occurs within the window	1.000	Yes	Yes
Northern Segment	Corridor Segment	Time Bin	4000-4500 Years	4000	4500	Maximum Expansion Rate	0.16419	-0.04049	0.40150	0.935	An expansion occurs within the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	4000-4500 Years	4000	4500	Time of Maximum Contraction	4000.00000	4000.00000	4400.00000	0.460	A contraction occurs within the window	1.000	Yes	Yes
Northern Segment	Corridor Segment	Time Bin	4000-4500 Years	4000	4500	Maximum Contraction Rate	0.02823	-0.37843	0.28324	0.460	A contraction occurs within the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	4000-4500 Years	4000	4500	Mean Log Effective Population Size	9.79726	9.13698	10.94139			1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	4000-4500 Years	4000	4500	Net Change in Log Effective Population Size	0.05854	-0.01017	0.18992	0.970	Net increase over the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	4000-4500 Years	4000	4500	Mean Rate of Change	0.00015	-0.00003	0.00047	0.970	Positive mean rate of change	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	4000-4500 Years	4000	4500	Fluctuation Amplitude	0.05990	0.00174	0.18992			1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	4000-4500 Years	4000	4500	Time of Maximum Expansion	4400.00000	4400.00000	4400.00000	0.970	An expansion occurs within the window	1.000	Yes	Yes
Panxi and Liangshan	Sichuan Region	Time Bin	4000-4500 Years	4000	4500	Maximum Expansion Rate	0.32603	-0.04170	0.97946	0.970	An expansion occurs within the window	1.000	Yes	
