haplogroup	n_samples	rho_age_kya	rho_ci95_lower_kya	rho_ci95_upper_kya	confidence	ml_age_kya	ml_ci95_lower_kya	ml_ci95_upper_kya	calibration_method	diff_kya	rel_diff_pct
B2c2b	4	1.9348	0.6678	3.2128	low	1.9348	0.6678	3.2128	rho_fallback_no_desc	0.0	0.0
B2d	46	4.6406	3.5414	5.7476	medium	4.6406	3.5414	5.7476	rho_direct	0.0	0.0
B2e	4	8.5673	3.619	13.663	low	8.5673	3.619	13.663	rho_fallback_no_desc	0.0	0.0
B2f	3	4.3344	2.6202	6.0677	low	4.3344	2.6202	6.0677	rho_fallback_no_desc	0.0	0.0
B2g	8	22.9813	13.9599	32.3726	low	22.9813	13.9599	32.3726	rho_fallback_no_desc	0.0	0.0
B2g1	5	21.8918	9.2122	35.3329	low	21.8918	9.2122	35.3329	rho_fallback_no_desc	0.0	0.0
B2g2	3	6.995	2.4241	11.6961	low	6.995	2.4241	11.6961	rho_fallback_no_desc	0.0	0.0
B2h	2	5.2164	5.2164	5.2164	very_low	5.2164	5.2164	5.2164	rho_fallback_no_desc	0.0	0.0
B2i	17	20.3628	17.7682	22.9886	low	20.3628	17.7682	22.9886	rho_direct	0.0	0.0
B2i1	3	6.995	2.4241	11.6961	low	6.995	2.4241	11.6961	rho_fallback_no_desc	0.0	0.0
B2i2	14	12.3799	9.5262	15.2782	medium	12.3799	9.5262	15.2782	rho_direct	0.0	0.0
B2i2a	9	11.2199	7.8012	14.7044	low	10.3286	8.2137	12.4715	single_child_interpolation	-0.8913000000000011	7.943921068815239
B2i2a1	7	8.2774	6.9011	9.6649	low	8.2774	6.9011	9.6649	rho_fallback_no_desc	0.0	0.0
B2i2a1a	3	3.4574	0.0683	6.9235	low	3.4574	0.0683	6.9235	rho_fallback_no_desc	0.0	0.0
B2i2a1b	2	5.2164	5.2164	5.2164	very_low	5.2164	5.2164	5.2164	rho_fallback_no_desc	0.0	0.0
B2i2b	4	7.8917	3.1362	12.7852	low	9.4642	6.737	12.2347	single_child_interpolation	1.5724999999999998	19.925998200641175
B2i2b1	2	6.5486	3.9479	9.1912	very_low	6.5486	3.9479	9.1912	rho_fallback_no_desc	0.0	0.0
B2j	1	7.8917			no_ci	7.8917	0.0		rho_fallback_no_desc	0.0	0.0
B2k	3	7.8917	0.0155	16.1546	low	7.8917	0.0155	16.1546	rho_fallback_no_desc	0.0	0.0
B2l	3	9.6992	7.9276	11.4889	low	9.6992	7.9276	11.4889	rho_fallback_no_desc	0.0	0.0
B2m	4	11.9851	9.2999	14.71	low	11.9851	9.2999	14.71	rho_fallback_no_desc	0.0	0.0
B2n	2	11.9851	4.0532	20.2747	very_low	11.9851	4.0532	20.2747	rho_fallback_no_desc	0.0	0.0
B2o	5	13.3705	9.5559	17.2634	low	13.3688	9.9612	16.8883	single_child_interpolation	-0.0016999999999995907	0.01271455816910056
B2o1	3	7.8917	1.9004	14.1039	low	9.2926	5.0319	13.6944	single_child_interpolation	1.4009	17.751561767426537
B2o1a	2	5.2164	0.1025	10.5005	very_low	5.2164	0.1025	10.5005	rho_fallback_no_desc	0.0	0.0
B2p	2	9.2456	6.6021	11.9299	very_low	9.2456	6.6021	11.9299	rho_fallback_no_desc	0.0	0.0
B2q	4	13.3705	8.4611	18.4105	low	13.3705	8.4611	18.4105	rho_fallback_no_desc	0.0	0.0
B2r	0				no_ci		0.0		rho_fallback_no_desc		
B2s	2	5.2164	5.2164	5.2164	very_low	5.2164	5.2164	5.2164	rho_fallback_no_desc	0.0	0.0
B2t	3	3.4574	1.7531	5.181	low	3.4574	1.7531	5.181	rho_fallback_no_desc	0.0	0.0
B2u	3	7.8917	0.0155	16.1546	low	7.8917	0.0155	16.1546	rho_fallback_no_desc	0.0	0.0
B2v	2	2.5854	2.5854	2.5854	very_low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
B2w	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
B2x	3	6.995	5.2518	8.7569	low	6.995	5.2518	8.7569	rho_fallback_no_desc	0.0	0.0
B2y	12	12.2153	9.972	14.4861	medium	14.0457	12.3121	15.8013	single_child_interpolation	1.830400000000001	14.984486668358542
B2y1	2	9.2456	6.6021	11.9299	very_low	9.2456	6.6021	11.9299	rho_fallback_no_desc	0.0	0.0
B4	6090	38.3095	37.8998	38.7199	high	38.3095	37.8998	38.7199	rho_direct	0.0	0.0
B4'5	8940	46.6592	46.2296	47.0894	low	46.6592	46.2296	47.0894	rho_direct	0.0	0.0
B4_C16261T	3000	29.4177	28.9493	29.8869	high	29.4177	28.9493	29.8869	rho_direct	0.0	0.0
B4a	2210	25.3058	24.8315	25.781	high	25.3058	24.8315	25.781	rho_direct	0.0	0.0
B4a1	1604	22.9277	22.464	23.3925	high	22.9277	22.464	23.3925	rho_direct	0.0	0.0
B4a1_T16311C	70	21.2304	19.0271	23.4557	low	21.2304	19.0271	23.4557	rho_direct	0.0	0.0
B4a1a	1074	11.7616	11.5173	12.0063	high	11.7616	11.5173	12.0063	rho_direct	0.0	0.0
B4a1a1	1004	7.1305	6.9196	7.3417	high	7.1305	6.9196	7.3417	rho_direct	0.0	0.0
B4a1a1_C151T	9	4.0415	1.2008	6.9354	low	5.6446	3.8074	7.5214	single_child_interpolation	1.6030999999999995	39.66596560682913
B4a1a1_T152C!	12	4.1147	2.6368	5.6069	medium	4.2087	3.4598	5.5922	single_child_interpolation	0.0940000000000003	2.2844921865506675
B4a1a1_T16126C	5	3.108	0.6158	5.642	low		3.4598		single_child_interpolation		
B4a1a1a	155	6.0574	5.4651	6.6518	high	6.0574	5.4651	6.6518	rho_direct	0.0	0.0
B4a1a1a1	21	6.8674	5.3164	8.4331	low	6.8674	5.3164	8.4331	rho_direct	0.0	0.0
B4a1a1a10	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
B4a1a1a11	6	6.5486	3.3346	9.827	low	6.5486	3.3346	9.827	rho_fallback_no_desc	0.0	0.0
B4a1a1a11a	2	7.8917	2.6898	13.2593	very_low	7.8917	2.6898	13.2593	rho_fallback_no_desc	0.0	0.0
B4a1a1a11b	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
B4a1a1a12	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
B4a1a1a13	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
B4a1a1a14	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
B4a1a1a15	2	6.5486	-1.1229	14.598	very_low	6.5486	0.0	14.598	rho_fallback_no_desc	0.0	0.0
B4a1a1a16	2	5.2164	0.1025	10.5005	very_low	5.2164	0.1025	10.5005	rho_fallback_no_desc	0.0	0.0
B4a1a1a17	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
B4a1a1a18	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
B4a1a1a19	6	3.0208	0.9769	5.0927	low	3.0208	0.9769	5.0927	rho_fallback_no_desc	0.0	0.0
B4a1a1a1a	3	6.995	5.2518	8.7569	low	6.0419	5.2664	6.8247	single_child_interpolation	-0.9531000000000001	13.62544674767691
B4a1a1a1a1	2	5.2164	5.2164	5.2164	very_low	5.2164	5.2164	5.2164	rho_fallback_no_desc	0.0	0.0
B4a1a1a1b	2	6.5486	3.9479	9.1912	very_low	6.5486	3.9479	9.1912	rho_fallback_no_desc	0.0	0.0
B4a1a1a1c	4	3.8953	-0.5049	8.4249	low	3.8953	0.0	8.4249	rho_fallback_no_desc	0.0	0.0
B4a1a1a1d	2	2.5854	2.5854	2.5854	very_low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
B4a1a1a2	6	5.2164	2.2425	8.247	low	5.2164	2.2425	8.247	rho_fallback_no_desc	0.0	0.0
B4a1a1a20	2	2.5854	2.5854	2.5854	very_low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
B4a1a1a21	2	9.2456	1.4422	17.4168	very_low	9.2456	1.4422	17.4168	rho_fallback_no_desc	0.0	0.0
B4a1a1a22	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
B4a1a1a23	10	0.5134	-0.4911	1.525	medium	0.5134	0.0	1.525	rho_direct	0.0	0.0
B4a1a1a2a	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
B4a1a1a2b	2	5.2164	0.1025	10.5005	very_low	5.2164	0.1025	10.5005	rho_fallback_no_desc	0.0	0.0
B4a1a1a3	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
B4a1a1a4	5	3.6324	0.1812	7.1633	low	3.6324	0.1812	7.1633	rho_fallback_no_desc	0.0	0.0
B4a1a1a5	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
B4a1a1a6	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
B4a1a1a7	2	2.5854	2.5854	2.5854	very_low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
B4a1a1a8	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
B4a1a1a9	2	2.5854	2.5854	2.5854	very_low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
B4a1a1a_T195C!	12	3.0208	1.9622	4.0869	medium	3.2854	2.7326	4.0884	single_child_interpolation	0.26460000000000017	8.759269067796616
B4a1a1aa	4	1.2869	-1.2245	3.8427	low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
B4a1a1ab	2	2.5854	2.5854	2.5854	very_low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
B4a1a1ac	2	2.5854	2.5854	2.5854	very_low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
B4a1a1ad	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
B4a1a1ae	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
B4a1a1af	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
B4a1a1b	602	1.9844	1.7582	2.2109	high	1.9844	1.7582	2.2109	rho_direct	0.0	0.0
B4a1a1c	5	2.5854	-0.1883	5.4116	low	2.5854	0.0	5.4116	rho_fallback_no_desc	0.0	0.0
B4a1a1d	3	3.4574	0.0683	6.9235	low	3.4574	0.0683	6.9235	rho_fallback_no_desc	0.0	0.0
B4a1a1e	2	2.5854	2.5854	2.5854	very_low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
B4a1a1f	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
B4a1a1g	2	5.2164	-4.832	15.9461	very_low	5.2164	0.0	15.9461	rho_fallback_no_desc	0.0	0.0
B4a1a1h	3	4.3344	-0.1585	8.961	low	4.3344	0.0	8.961	rho_fallback_no_desc	0.0	0.0
B4a1a1i	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
B4a1a1j	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
B4a1a1k	4	5.8811	2.6294	9.1997	low	4.8579	3.4598	7.5628	single_child_interpolation	-1.0232	17.39810579653466
B4a1a1k1	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
B4a1a1m	5	4.1586	0.6952	7.7012	low	4.115	1.9037	7.6526	single_child_interpolation	-0.04359999999999964	1.0484297600153811
B4a1a1m1	3	2.5854	-2.4381	7.7838	low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
B4a1a1n	2	6.5486	-1.1229	14.598	very_low	6.5486	0.0	14.598	rho_fallback_no_desc	0.0	0.0
B4a1a1o	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
B4a1a1p	2	2.5854	2.5854	2.5854	very_low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
B4a1a1q	2	3.8953	-3.6406	11.8196	very_low	3.8953	0.0	11.8196	rho_fallback_no_desc	0.0	0.0
B4a1a1r	0				no_ci		0.0		rho_fallback_no_desc		
B4a1a1s	10	4.1586	2.5886	5.7447	medium	4.1586	2.5886	5.7447	rho_direct	0.0	0.0
B4a1a1t	2	3.8953	-3.6406	11.8196	very_low	3.8953	0.0	11.8196	rho_fallback_no_desc	0.0	0.0
B4a1a1u	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
B4a1a1v	2	6.5486	3.9479	9.1912	very_low	6.5486	3.9479	9.1912	rho_fallback_no_desc	0.0	0.0
B4a1a1w	2	2.5854	2.5854	2.5854	very_low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
B4a1a1x	6	6.1033	5.0046	7.2094	low	6.1033	5.0046	7.2094	rho_fallback_no_desc	0.0	0.0
B4a1a1y	2	5.2164	0.1025	10.5005	very_low	5.2164	0.1025	10.5005	rho_fallback_no_desc	0.0	0.0
B4a1a1z	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
B4a1a2	2	5.2164	5.2164	5.2164	very_low	5.2164	5.2164	5.2164	rho_fallback_no_desc	0.0	0.0
B4a1a3	25	13.7045	9.4732	18.0318	low	11.3105	10.204	12.428	single_child_interpolation	-2.394	17.468714655770004
B4a1a3a	11	10.8593	8.8907	12.8497	low	10.1422	9.0029	11.2911	single_child_interpolation	-0.7170999999999985	6.603556398662884
B4a1a3a1	10	8.9739	7.8017	10.1542	medium	7.1127	6.0233	8.2105	single_child_interpolation	-1.8612000000000002	20.74014642463143
B4a1a3a1a	7	4.0833	3.0438	5.1299	low	4.0833	3.0438	5.1299	rho_fallback_no_desc	0.0	0.0
B4a1a4	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
B4a1a5	6	9.2456	6.9793	11.5418	low	7.8285	6.428	9.2507	single_child_interpolation	-1.4170999999999996	15.3272908194168
B4a1a5a	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
B4a1a6	4	4.5544	0.1957	9.0382	low	7.8285	5.7586	11.913	single_child_interpolation	3.2741	71.88872299314949
B4a1a6a	2	3.8953	-3.6406	11.8196	very_low	3.8953	0.0	11.8196	rho_fallback_no_desc	0.0	0.0
B4a1a7	5	6.2812	4.2008	8.3886	low	6.2812	4.2008	8.3886	rho_fallback_no_desc	0.0	0.0
B4a1b	10	9.5176	6.9955	12.0766	medium	14.2619	11.87	16.6851	single_child_interpolation	4.744300000000001	49.8476506682357
B4a1b1	9	7.2934	4.7129	9.9145	low	8.8597	5.935	12.3719	single_child_interpolation	1.5663	21.475580661968355
B4a1b1a	3	3.4574	-1.009	8.0587	low	3.4574	0.0	8.0587	rho_fallback_no_desc	0.0	0.0
B4a1c	387	21.9667	20.3477	23.5975	low	21.9667	20.3477	23.5975	rho_direct	0.0	0.0
B4a1c1	116	19.1358	16.932	21.3627	high	19.1728	17.2241	21.1403	single_child_interpolation	0.036999999999999034	0.19335486365868704
B4a1c1a	109	16.3788	14.1005	18.6832	high	16.3788	14.1005	18.6832	rho_direct	0.0	0.0
B4a1c1a1	16	13.3705	4.3735	22.8169	low	13.3705	4.3735	22.8169	rho_direct	0.0	0.0
B4a1c1a4	5	8.4319	7.3746	9.4958	low	8.4319	7.3746	9.4958	rho_fallback_no_desc	0.0	0.0
B4a1c2	56	21.4265	15.8444	27.1523	low	21.4265	15.8444	27.1523	rho_direct	0.0	0.0
B4a1c3	24	21.0481	17.2658	24.8963	low	21.0481	17.2658	24.8963	rho_direct	0.0	0.0
B4a1c3a	7	9.8291	2.4599	17.521	low	9.8291	2.4599	17.521	rho_fallback_no_desc	0.0	0.0
B4a1c3b	17	14.1902	9.4914	19.0064	medium	14.1902	9.4914	19.0064	rho_direct	0.0	0.0
B4a1c4	124	15.1731	12.331	18.0569	high	15.1731	12.331	18.0569	rho_direct	0.0	0.0
B4a1c5	27	13.4735	5.0007	22.3427	medium	13.4735	5.0007	22.3427	rho_direct	0.0	0.0
B4a1c_T146C!	221	20.5843	18.1078	23.0891	high	20.5843	18.1078	23.0891	rho_direct	0.0	0.0
B4a1d	24	7.2188	5.7643	8.6861	medium	7.2188	5.7643	8.6861	rho_direct	0.0	0.0
B4a1e	46	17.7108	14.5763	20.8934	medium	16.0257	10.8458	21.4109	single_child_interpolation	-1.6850999999999985	9.514533504980003
B4a1e1	13	10.8209	2.6645	19.3662	medium	10.8209	2.6645	19.3662	rho_direct	0.0	0.0
B4a2	141	16.7527	15.0446	18.4754	high	16.7527	15.0446	18.4754	rho_direct	0.0	0.0
B4a2a	35	11.5518	10.3859	12.7253	medium	11.5518	10.3859	12.7253	rho_direct	0.0	0.0
B4a2a1	9	3.1662	2.03	4.311	low	3.1662	2.03	4.311	rho_fallback_no_desc	0.0	0.0
B4a2a2	4	5.2164	3.1076	7.3536	low	5.2164	3.1076	7.3536	rho_fallback_no_desc	0.0	0.0
B4a2a3	16	4.2245	3.0853	5.3722	medium	4.2245	3.0853	5.3722	rho_direct	0.0	0.0
B4a2b	94	14.9151	12.5106	17.3496	high	14.5233	12.3695	16.7028	single_child_interpolation	-0.3917999999999999	2.6268680732948484
B4a2b1	85	12.2939	9.6945	14.9302	high	9.341	6.1946	12.557	single_child_interpolation	-2.9529000000000014	24.019229048552546
B4a2b1a	5	4.1586	0.0197	8.4111	low	4.1586	0.0197	8.4111	rho_fallback_no_desc	0.0	0.0
B4a2c	3	1.7185	0.0342	3.4224	low	1.7185	0.0342	3.4224	rho_fallback_no_desc	0.0	0.0
B4a3	50	16.7367	11.8758	21.7169	high	20.3867	17.8254	23.0044	single_child_interpolation	3.650000000000002	21.80836126596045
B4a3b	4	15.4676	10.8193	20.2278	low	15.4676	10.8193	20.2278	rho_fallback_no_desc	0.0	0.0
B4a4	223	18.5641	16.9094	20.2318	high	18.5641	16.9094	20.2318	rho_direct	0.0	0.0
B4a4a	7	8.664	7.1535	10.1879	low	8.664	7.1535	10.1879	rho_fallback_no_desc	0.0	0.0
B4a4b	0				no_ci		0.0		rho_fallback_no_desc		
B4a4c	5	23.0541	6.6371	40.7437	low	23.0541	6.6371	40.7437	rho_fallback_no_desc	0.0	0.0
B4a5	123	16.3552	13.3055	19.4519	high	17.958	17.7208	18.1956	single_child_interpolation	1.6027999999999984	9.799941303071796
B4a5a	3	10.6101	10.6101	10.6101	low	10.6101	10.6101	10.6101	rho_fallback_no_desc	0.0	0.0
B4b	1349	31.2804	30.5552	32.0077	high	31.2804	30.5552	32.0077	rho_direct	0.0	0.0
B4b'd'e'j	1847	37.1982	36.5269	37.871	high	37.1982	36.5269	37.871	rho_direct	0.0	0.0
B4b1	1021	27.6801	26.7807	28.5827	high	27.6801	26.7807	28.5827	rho_direct	0.0	0.0
B4b1a	665	23.6726	22.6423	24.7075	high	24.8102	23.8163	25.8083	single_child_interpolation	1.137599999999999	4.8055557902384995
B4b1a1	28	5.406	4.308	6.5117	medium	5.406	4.308	6.5117	rho_direct	0.0	0.0
B4b1a1a	7	3.7075	1.5161	5.9306	low	3.7075	1.5161	5.9306	rho_fallback_no_desc	0.0	0.0
B4b1a1b	4	3.2389	0.0432	6.5035	low	3.2389	0.0432	6.5035	rho_fallback_no_desc	0.0	0.0
B4b1a1c	3	1.7185	-1.6302	5.1456	low	1.7185	0.0	5.1456	rho_fallback_no_desc	0.0	0.0
B4b1a2	465	18.2205	16.9827	19.4657	high	18.2205	16.9827	19.4657	rho_direct	0.0	0.0
B4b1a2a	243	14.9333	13.5454	16.331	high	14.9333	13.5454	16.331	rho_direct	0.0	0.0
B4b1a2b	11	8.6288	6.1578	11.136	medium	8.6288	6.1578	11.136	rho_direct	0.0	0.0
B4b1a2b1	6	4.3344	0.4538	8.3143	low	4.3344	0.4538	8.3143	rho_fallback_no_desc	0.0	0.0
B4b1a2b2	5	6.2812	3.634	8.9723	low	6.2812	3.634	8.9723	rho_fallback_no_desc	0.0	0.0
B4b1a2c	6	3.0208	0.5937	5.4875	low	3.0208	0.5937	5.4875	rho_fallback_no_desc	0.0	0.0
B4b1a2d	4	0.642	-0.6136	1.9088	low	0.642	0.0	1.9088	rho_fallback_no_desc	0.0	0.0
B4b1a2e	30	10.2452	7.4105	13.1259	medium	10.2452	7.4105	13.1259	rho_direct	0.0	0.0
B4b1a2f	9	6.1033	5.2341	6.9772	low	6.1033	5.2341	6.9772	rho_fallback_no_desc	0.0	0.0
B4b1a2g	16	6.2145	5.4065	7.0265	medium	11.3403	10.2456	12.4416	single_child_interpolation	5.125799999999999	82.48129374849141
B4b1a2g1	7	4.4601	3.5085	5.4175	low	4.4601	3.5085	5.4175	rho_fallback_no_desc	0.0	0.0
B4b1a2h	7	18.1969	-2.1283	40.7397	low	18.1969	0.0	40.7397	rho_fallback_no_desc	0.0	0.0
B4b1a2i	4	11.2963	4.6866	18.1562	low	11.2963	4.6866	18.1562	rho_fallback_no_desc	0.0	0.0
B4b1a2j	8	25.5434	10.3317	41.7869	low	25.5434	10.3317	41.7869	rho_fallback_no_desc	0.0	0.0
B4b1a2k	6	11.5256	7.7086	15.4243	low	11.5256	7.7086	15.4243	rho_fallback_no_desc	0.0	0.0
B4b1a2l	4	14.766	10.0701	19.5779	low	14.766	10.0701	19.5779	rho_fallback_no_desc	0.0	0.0
B4b1a3	105	13.662	11.168	16.1892	high	13.662	11.168	16.1892	rho_direct	0.0	0.0
B4b1a3a	69	9.029	5.5808	12.5474	high	9.029	5.5808	12.5474	rho_direct	0.0	0.0
B4b1a3b	0				no_ci		0.0		rho_fallback_no_desc		
B4b1a_G207A	599	21.9402	20.8519	23.0338	high	21.9402	20.8519	23.0338	rho_direct	0.0	0.0
B4b1b	22	16.0435	13.3061	18.8187	medium	16.0435	13.3061	18.8187	rho_direct	0.0	0.0
B4b1b'c	296	23.2274	21.4675	25.0008	high	23.2274	21.4675	25.0008	rho_direct	0.0	0.0
B4b1c	274	20.1324	18.2632	22.0178	high	20.1324	18.2632	22.0178	rho_direct	0.0	0.0
B4b1c1	108	15.9367	12.9272	18.9922	high	15.9367	12.9272	18.9922	rho_direct	0.0	0.0
B4b1c2	165	13.8092	11.6838	15.9585	high	13.8092	11.6838	15.9585	rho_direct	0.0	0.0
B4b1d	8	12.6765	8.4034	17.0497	low	12.6765	8.4034	17.0497	rho_fallback_no_desc	0.0	0.0
B4c	1228	39.6946	38.6497	40.7431	low	39.6946	38.6497	40.7431	rho_direct	0.0	0.0
B4c1	1032	39.0347	37.9304	40.1429	low	39.0347	37.9304	40.1429	rho_direct	0.0	0.0
B4c1a	89	15.9816	13.7474	18.241	high	15.9816	13.7474	18.241	rho_direct	0.0	0.0
B4c1a'b	868	37.3017	36.1824	38.4252	high	37.3017	36.1824	38.4252	rho_direct	0.0	0.0
B4c1a1	34	10.9327	8.1477	13.7614	medium	10.9327	8.1477	13.7614	rho_direct	0.0	0.0
B4c1a1a	19	9.747	7.1486	12.3846	medium	9.747	7.1486	12.3846	rho_direct	0.0	0.0
B4c1a1a1	11	10.3612	7.4527	13.3181	low	7.2609	4.5674	9.9992	single_child_interpolation	-3.1003	29.922209782650654
B4c1a1a1a	6	4.7748	1.9861	7.6138	low	4.7748	1.9861	7.6138	rho_fallback_no_desc	0.0	0.0
B4c1a1a2	1	0.0			no_ci	0.0	0.0		rho_fallback_no_desc	0.0	
B4c1a1b	3	8.7931	7.0308	10.5736	low	8.7931	7.0308	10.5736	rho_fallback_no_desc	0.0	0.0
B4c1a1c	3	2.5854	2.5854	2.5854	low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
B4c1a2	32	8.6519	4.915	12.4721	medium	8.6519	4.915	12.4721	rho_direct	0.0	0.0
B4c1a2a	6	1.7185	-1.6302	5.1456	low	1.7185	0.0	5.1456	rho_fallback_no_desc	0.0	0.0
B4c1a2b	3	19.9681	12.5934	27.6031	low	19.9681	12.5934	27.6031	rho_fallback_no_desc	0.0	0.0
B4c1b	777	31.474	30.3896	32.5627	high	31.474	30.3896	32.5627	rho_direct	0.0	0.0
B4c1b1	10	7.3531	4.2604	10.5043	medium	16.5963	15.1948	18.8542	single_child_interpolation	9.243199999999998	125.70480477621679
B4c1b1a	3	1.7185	-1.6302	5.1456	low	1.7185	0.0	5.1456	rho_fallback_no_desc	0.0	0.0
B4c1b2	713	26.747	25.6355	27.8635	high	26.747	25.6355	27.8635	rho_direct	0.0	0.0
B4c1b2a	295	16.7559	15.2323	18.291	high	16.7559	15.2323	18.291	rho_direct	0.0	0.0
B4c1b2a1	37	20.4863	14.0763	27.0901	low	19.8686	10.979	29.3882	single_child_interpolation	-0.6176999999999992	3.015185758287242
B4c1b2a1a	8	22.9813	6.7256	40.4853	low	22.9813	6.7256	40.4853	rho_fallback_no_desc	0.0	0.0
B4c1b2a2	45	9.0342	6.4368	11.6713	medium	9.0342	6.4368	11.6713	rho_direct	0.0	0.0
B4c1b2a2a	18	2.4406	1.9404	2.9424	medium	2.4406	1.9404	2.9424	rho_direct	0.0	0.0
B4c1b2a2b	4	10.6101	-1.1613	23.2148	low	10.6101	0.0	23.2148	rho_fallback_no_desc	0.0	0.0
B4c1b2a3	15	10.9757	8.0823	13.9164	medium	10.9757	8.0823	13.9164	rho_direct	0.0	0.0
B4c1b2b	26	14.2281	9.8802	18.6762	medium	18.6785	16.5863	20.8002	single_child_interpolation	4.4504	31.278947997273004
B4c1b2b1	3	10.6101	7.5371	13.7368	low	10.6101	7.5371	13.7368	rho_fallback_no_desc	0.0	0.0
B4c1b2c	346	22.8404	21.2544	24.4374	high	22.8404	21.2544	24.4374	rho_direct	0.0	0.0
B4c1b2c1	85	9.2615	6.9556	11.5985	high	9.2615	6.9556	11.5985	rho_direct	0.0	0.0
B4c1b2c2	144	21.4495	18.9648	23.9623	high	13.1489	11.5038	14.8092	single_child_interpolation	-8.300600000000001	38.69833795659573
B4c1b2c2a	3	3.4574	1.7531	5.181	low	3.4574	1.7531	5.181	rho_fallback_no_desc	0.0	0.0
B4c1b2c3	4	16.8782	14.2393	19.5517	low	16.8782	14.2393	19.5517	rho_fallback_no_desc	0.0	0.0
B4c1b2d	10	19.8723	11.8099	28.2477	low	19.8723	11.8099	28.2477	rho_direct	0.0	0.0
B4c1b2e	4	19.7288	12.4623	27.2492	low	19.7288	12.4623	27.2492	rho_fallback_no_desc	0.0	0.0
B4c1b_A16335G	729	29.5732	28.4632	30.688	high	29.1105	28.0126	30.2131	single_child_interpolation	-0.46270000000000167	1.5645922659705467
B4c1c	164	18.6814	15.5568	21.8529	high	18.6814	15.5568	21.8529	rho_direct	0.0	0.0
B4c1c1	92	15.376	10.9235	19.9312	high	24.9295	6.8303	50.7516	single_child_interpolation	9.553500000000001	62.13254422476589
B4c1c1a	5	31.9545	-8.0712	79.2661	low	31.9545	0.0	79.2661	rho_fallback_no_desc	0.0	0.0
