haplogroup	n_samples	rho_age_kya	rho_ci95_lower_kya	rho_ci95_upper_kya	confidence	ml_age_kya	ml_ci95_lower_kya	ml_ci95_upper_kya	calibration_method	diff_kya	rel_diff_pct
K1e1	2	5.2164	0.1025	10.5005	very_low	5.2164	0.1025	10.5005	rho_fallback_no_desc	0.0	0.0
K1f	1	0.0			no_ci	0.0	0.0		rho_fallback_no_desc	0.0	
K1g	46	0.0557	-0.0535	0.165	medium	0.0557	0.0	0.165	rho_direct	0.0	0.0
K2	109	19.5117	18.3433	20.6864	high	19.5117	18.3433	20.6864	rho_direct	0.0	0.0
K2a	80	11.8816	10.2594	13.5183	high	11.8816	10.2594	13.5183	rho_direct	0.0	0.0
K2a1	2	6.5486	3.9479	9.1912	very_low	7.2335	5.1297		single_child_interpolation	0.6848999999999998	10.458724002076776
K2a10	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
K2a11	2	5.2164	5.2164	5.2164	very_low	5.2164	5.2164	5.2164	rho_fallback_no_desc	0.0	0.0
K2a1a	1	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
K2a2	5	8.9739	3.8416	14.2636	low	10.7904	8.2169	13.4073	single_child_interpolation	1.8164999999999996	20.242035235516326
K2a2a	3	9.6992	6.1744	13.2963	low	6.6879	4.1084	10.5955	single_child_interpolation	-3.0112999999999994	31.046890465193
K2a2a1	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
K2a3	15	2.238	0.5333	3.9626	medium	8.549	6.2509	10.8826	single_child_interpolation	6.311	281.99285075960677
K2a3a	3	5.2164	2.2425	8.247	low	6.2222	3.7948	8.6889	single_child_interpolation	1.0057999999999998	19.281496817728698
K2a3a1	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
K2a4	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
K2a5	20	10.1996	8.2187	12.203	medium	10.1996	8.2187	12.203	rho_direct	0.0	0.0
K2a5a	3	6.1033	2.655	9.6266	low	6.3925	5.4021	7.3942	single_child_interpolation	0.2892000000000001	4.738420198908789
K2a5a1	2	2.5854	2.5854	2.5854	very_low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
K2a5b	13	9.3501	7.305	11.4196	medium	9.3501	7.305	11.4196	rho_direct	0.0	0.0
K2a6	6	4.7748	1.6896	7.9217	low	4.7748	1.6896	7.9217	rho_fallback_no_desc	0.0	0.0
K2a7	2	3.8953	-3.6406	11.8196	very_low	3.8953	0.0	11.8196	rho_fallback_no_desc	0.0	0.0
K2a8	3	2.5854	-0.3368	5.566	low	2.5854	0.0	5.566	rho_fallback_no_desc	0.0	0.0
K2a9	17	16.1717	14.5359	17.8209	low	10.3374	9.1038	11.5802	single_child_interpolation	-5.834300000000001	36.07722131872345
K2a9a	15	8.7931	7.9483	9.6421	medium	8.7931	7.9483	9.6421	rho_direct	0.0	0.0
K2b	26	14.4431	12.5279	16.3774	medium	14.4431	12.5279	16.3774	rho_direct	0.0	0.0
K2b1	22	11.3588	9.18	13.5641	medium	11.3588	9.18	13.5641	rho_direct	0.0	0.0
K2b1a	18	7.7419	5.3265	10.1925	medium	7.7419	5.3265	10.1925	rho_direct	0.0	0.0
K2b1a1	8	4.5544	1.3789	7.7958	low	6.4791	2.6633	13.0693	single_child_interpolation	1.9246999999999996	42.26023186369224
K2b1a1a	2	5.2164	-4.832	15.9461	very_low	5.2164	0.0	15.9461	rho_fallback_no_desc	0.0	0.0
K2b1a2	3	1.7185	0.0342	3.4224	low	1.7185	0.0342	3.4224	rho_fallback_no_desc	0.0	0.0
K2b1a3	3	6.995	2.4241	11.6961	low	6.995	2.4241	11.6961	rho_fallback_no_desc	0.0	0.0
K2b1a4	2	7.8917	-2.3374	18.7838	very_low	7.8917	0.0	18.7838	rho_fallback_no_desc	0.0	0.0
K2b1b	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
K2b2	4	13.3705	11.1584	15.6087	low	13.3705	11.1584	15.6087	rho_fallback_no_desc	0.0	0.0
K2c	3	28.7537	21.8272	35.8734	low	28.7537	21.8272	35.8734	rho_fallback_no_desc	0.0	0.0
K3	2	14.766	12.0403	17.5304	very_low	14.766	12.0403	17.5304	rho_fallback_no_desc	0.0	0.0
L0	489	124.5942	123.1918	125.9984	high	124.5942	123.1918	125.9984	rho_direct	0.0	0.0
L0a	309	45.7714	44.233	47.3169	high	45.7714	44.233	47.3169	rho_direct	0.0	0.0
L0a'b'f'g	328	87.6863	85.9836	89.3935	high	87.6863	85.9836	89.3935	rho_direct	0.0	0.0
L0a'b'f'g'k	353	115.0164	113.5364	116.4986	high	115.0164	113.5364	116.4986	rho_direct	0.0	0.0
L0a'b'g	314	67.5184	65.8258	69.2169	high	67.5184	65.8258	69.2169	rho_direct	0.0	0.0
L0a'g	310	63.5602	61.814	65.3132	high	63.5602	61.814	65.3132	rho_direct	0.0	0.0
L0a1	131	27.8749	26.6071	29.1492	high	27.8749	26.6071	29.1492	rho_direct	0.0	0.0
L0a1'4	134	30.8618	29.5654	32.1646	high	30.8618	29.5654	32.1646	rho_direct	0.0	0.0
L0a1_A16293G	71	26.0519	24.4681	27.6462	high	26.0519	24.4681	27.6462	rho_direct	0.0	0.0
L0a1a	58	23.0441	21.1119	24.9926	high	24.3928	22.7617	26.0362	single_child_interpolation	1.348700000000001	5.852691144371014
L0a1a1	5	23.6375	17.556	29.8825	low	23.6375	17.556	29.8825	rho_fallback_no_desc	0.0	0.0
L0a1a2	31	16.901	14.685	19.1414	medium	16.901	14.685	19.1414	rho_direct	0.0	0.0
L0a1a3	3	24.8086	15.0609	34.9743	low	24.8086	15.0609	34.9743	rho_fallback_no_desc	0.0	0.0
L0a1a_A200G	56	20.9107	18.9163	22.9233	high	20.9107	18.9163	22.9233	rho_direct	0.0	0.0
L0a1b	63	18.1516	16.6326	19.6818	high	18.1516	16.6326	19.6818	rho_direct	0.0	0.0
L0a1b1	57	12.6401	11.1236	14.1689	high	14.1569	12.6497	15.6762	single_child_interpolation	1.5168	11.999905064042213
L0a1b1a	55	10.1623	8.6668	11.6706	high	10.6319	9.095	12.1823	single_child_interpolation	0.4695999999999998	4.621001151314169
L0a1b1a1	48	7.1069	5.5403	8.6884	medium	10.0748	6.8675	13.3588	single_child_interpolation	2.9678999999999993	41.760823987955355
L0a1b1a1a	5	9.5176	4.64	14.5354	low	9.5176	4.64	14.5354	rho_fallback_no_desc	0.0	0.0
L0a1b2	3	6.1033	4.3696	7.8557	low	10.3685	9.609	11.1336	single_child_interpolation	4.265199999999999	69.8835056444874
L0a1b2a	2	2.5854	2.5854	2.5854	very_low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
L0a1c	3	27.7615	19.0298	36.8086	low	21.1118	14.9484	27.5851	single_child_interpolation	-6.649700000000003	23.952956432469435
L0a1c1	2	16.1717	5.4288	27.524	very_low	16.1717	5.4288	27.524	rho_fallback_no_desc	0.0	0.0
L0a1d	2	5.2164	5.2164	5.2164	very_low	5.2164	5.2164	5.2164	rho_fallback_no_desc	0.0	0.0
L0a1e	2	6.5486	-1.1229	14.598	very_low	6.5486	0.0	14.598	rho_fallback_no_desc	0.0	0.0
L0a1f	3	6.1033	-0.7156	13.2222	low	6.1033	0.0	13.2222	rho_fallback_no_desc	0.0	0.0
L0a2	171	31.7181	30.454	32.9881	high	31.7181	30.454	32.9881	rho_direct	0.0	0.0
L0a2a	147	25.1082	23.7664	26.4577	high	25.1082	23.7664	26.4577	rho_direct	0.0	0.0
L0a2a1	22	19.0125	16.5256	21.5288	medium	19.0125	16.5256	21.5288	rho_direct	0.0	0.0
L0a2a1a	10	16.1717	12.0931	20.3349	medium	16.1717	12.0931	20.3349	rho_direct	0.0	0.0
L0a2a1a1	2	2.5854	2.5854	2.5854	very_low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
L0a2a1a2	3	7.8917	4.8676	10.971	low	7.8917	4.8676	10.971	rho_fallback_no_desc	0.0	0.0
L0a2a1b	7	11.0019	7.83	14.2306	low	11.0019	7.83	14.2306	rho_fallback_no_desc	0.0	0.0
L0a2a2	124	14.067	12.6608	15.4836	high	18.2162	16.8475	19.5942	single_child_interpolation	4.1492	29.495983507499822
L0a2a2a	123	11.3242	9.9285	12.7308	high	11.3242	9.9285	12.7308	rho_direct	0.0	0.0
L0a2a2a1	5	13.9275	5.584	22.6513	low	13.9275	5.584	22.6513	rho_fallback_no_desc	0.0	0.0
L0a2a2a2	2	7.8917	7.8917	7.8917	very_low	7.8917	7.8917	7.8917	rho_fallback_no_desc	0.0	0.0
L0a2a2a3	5	9.5176	3.4074	15.8496	low	9.5176	3.4074	15.8496	rho_fallback_no_desc	0.0	0.0
L0a2b	9	9.0946	5.6803	12.5776	low	19.8049	15.2348	24.5713	single_child_interpolation	10.7103	117.76548721219184
L0a2b1	3	7.8917	0.0155	16.1546	low	7.8917	0.0155	16.1546	rho_fallback_no_desc	0.0	0.0
L0a2c	4	9.9265	3.37	16.7367	low	9.9265	3.37	16.7367	rho_fallback_no_desc	0.0	0.0
L0a2d	3	30.7497	24.926	36.7043	low	30.7497	24.926	36.7043	rho_fallback_no_desc	0.0	0.0
L0a2e	5	12.2614	10.1067	14.4414	low	12.2614	10.1067	14.4414	rho_fallback_no_desc	0.0	0.0
L0a3	1	39.9144			no_ci	39.9144	0.0		rho_fallback_no_desc	0.0	0.0
L0a4	1	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
L0a5	3	7.8917	7.8917	7.8917	low	7.8917	7.8917	7.8917	rho_fallback_no_desc	0.0	0.0
L0b	4	60.6913	41.4242	80.8547	low	46.6536	41.0928	52.409	single_child_interpolation	-14.037700000000001	23.12967426962349
L0b1	3	25.7889	16.3598	35.6011	low	25.7889	16.3598	35.6011	rho_fallback_no_desc	0.0	0.0
L0d	136	75.8277	73.5065	78.1587	high	75.8277	73.5065	78.1587	rho_direct	0.0	0.0
L0d1	80	43.9346	41.6364	46.2487	high	43.9346	41.6364	46.2487	rho_direct	0.0	0.0
L0d1'2	128	65.2029	62.7885	67.6299	high	65.2029	62.7885	67.6299	rho_direct	0.0	0.0
L0d1a	19	20.0689	17.1916	22.9849	medium	23.3678	20.3033	26.475	single_child_interpolation	3.2988999999999997	16.437871532570295
L0d1a'c'd	47	44.1009	41.1321	47.0963	low	44.1009	41.1321	47.0963	rho_direct	0.0	0.0
L0d1a'd	20	31.5021	28.6153	34.4202	medium	31.5021	28.6153	34.4202	rho_direct	0.0	0.0
L0d1a1	18	15.2335	11.9913	18.5299	medium	15.2335	11.9913	18.5299	rho_direct	0.0	0.0
L0d1a1a	9	10.0023	4.0099	16.2055	low	10.0023	4.0099	16.2055	rho_fallback_no_desc	0.0	0.0
L0d1a1a1	3	13.3705	4.1723	23.039	low	13.3705	4.1723	23.039	rho_fallback_no_desc	0.0	0.0
L0d1a1a2	2	11.9851	-5.9142	31.8338	very_low	11.9851	0.0	31.8338	rho_fallback_no_desc	0.0	0.0
L0d1a1a3	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
L0d1a1b	5	9.5176	7.3961	11.6652	low	9.894	7.0432	12.7915	single_child_interpolation	0.3764000000000003	3.9547785155921695
L0d1a1b1	4	4.5544	2.0951	7.053	low	4.5544	2.0951	7.053	rho_fallback_no_desc	0.0	0.0
L0d1a1b1a	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
L0d1a1b1b	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
L0d1a1c	2	2.5854	2.5854	2.5854	very_low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
L0d1a1d	2	5.2164	0.1025	10.5005	very_low	5.2164	0.1025	10.5005	rho_fallback_no_desc	0.0	0.0
L0d1b	33	36.1764	33.2483	39.1341	medium	36.1764	33.2483	39.1341	rho_direct	0.0	0.0
L0d1b1	9	20.6075	14.8014	26.5716	low	20.6075	14.8014	26.5716	rho_fallback_no_desc	0.0	0.0
L0d1b1_C152T	3	24.8086	10.1021	40.491	low	16.989	7.4007	28.4804	single_child_interpolation	-7.819599999999998	31.519714937561965
L0d1b1a	3	3.4574	-1.009	8.0587	low	11.5965	7.4007	17.1777	single_child_interpolation	8.139100000000001	235.4110024874183
L0d1b1a1	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
L0d1b1b	3	14.2997	9.5306	19.1896	low	12.2514	7.4007	19.1956	single_child_interpolation	-2.0482999999999993	14.324076728882421
L0d1b1b1	2	3.8953	-3.6406	11.8196	very_low	3.8953	0.0	11.8196	rho_fallback_no_desc	0.0	0.0
L0d1b1c	2	13.3705	-2.2366	30.3893	very_low	13.3705	0.0	30.3893	rho_fallback_no_desc	0.0	0.0
L0d1b2	24	27.1434	24.1547	30.1685	medium	27.1434	24.1547	30.1685	rho_direct	0.0	0.0
L0d1b2a	6	9.2456	5.4584	13.1171	low	9.2456	5.4584	13.1171	rho_fallback_no_desc	0.0	0.0
L0d1b2a1	4	3.8953	1.3387	6.4951	low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
L0d1b2a2	2	6.5486	3.9479	9.1912	very_low	6.5486	3.9479	9.1912	rho_fallback_no_desc	0.0	0.0
L0d1b2b	18	23.8322	20.0724	27.6537	medium	23.8322	20.0724	27.6537	rho_direct	0.0	0.0
L0d1b2b1	6	19.9681	16.2469	23.7543	low	19.9681	16.2469	23.7543	rho_fallback_no_desc	0.0	0.0
L0d1b2b1a	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
L0d1b2b1b	4	9.2456	6.6021	11.9299	low	12.5922	10.7317	14.4853	single_child_interpolation	3.3466000000000005	36.19667733840963
L0d1b2b1b1	2	5.2164	5.2164	5.2164	very_low	5.2164	5.2164	5.2164	rho_fallback_no_desc	0.0	0.0
L0d1b2b2	12	14.2997	9.2202	19.5165	medium	14.2997	9.2202	19.5165	rho_direct	0.0	0.0
L0d1b2b2a	2	6.5486	3.9479	9.1912	very_low	6.5486	3.9479	9.1912	rho_fallback_no_desc	0.0	0.0
L0d1b2b2b	4	14.766	7.6415	22.1611	low	11.0957	4.6101	18.4025	single_child_interpolation	-3.6702999999999992	24.85642692672355
L0d1b2b2b1	3	7.8917	-1.008	17.2886	low	7.8917	0.0	17.2886	rho_fallback_no_desc	0.0	0.0
L0d1b2b2c	5	12.2614	1.9327	23.2021	low	12.2614	1.9327	23.2021	rho_fallback_no_desc	0.0	0.0
L0d1b2b2c1	3	10.6101	-7.1887	30.3992	low	10.6101	0.0	30.3992	rho_fallback_no_desc	0.0	0.0
L0d1b2b2c2	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
L0d1c	27	25.1349	21.9709	28.3414	medium	25.1349	21.9709	28.3414	rho_direct	0.0	0.0
L0d1c1	15	19.7766	16.671	22.9276	medium	19.3521	16.2566	22.4932	single_child_interpolation	-0.4244999999999983	2.1464761384666646
L0d1c1a	14	13.5692	10.5423	16.6451	medium	13.5692	10.5423	16.6451	rho_direct	0.0	0.0
L0d1c1a1	10	7.8917	5.0746	10.7566	medium	7.8917	5.0746	10.7566	rho_direct	0.0	0.0
L0d1c1a1a	7	5.9763	2.462	9.5688	low	5.9763	2.462	9.5688	rho_fallback_no_desc	0.0	0.0
L0d1c1a1a1	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
L0d1c1a1a2	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
L0d1c1a1b	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
L0d1c1a2	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
L0d1c2	5	15.6082	12.4194	18.8491	low	16.5133	12.3304	20.8003	single_child_interpolation	0.9051000000000009	5.798874950346619
L0d1c2a	3	7.8917	2.6898	13.2593	low	9.5494	7.4579	11.6929	single_child_interpolation	1.6577000000000002	21.005613492656845
L0d1c2a1	2	2.5854	2.5854	2.5854	very_low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
L0d1c3	3	13.3705	2.7942	24.5739	low	13.3705	2.7942	24.5739	rho_fallback_no_desc	0.0	0.0
L0d1c4	3	18.0612	10.1145	26.3233	low	18.0612	10.1145	26.3233	rho_fallback_no_desc	0.0	0.0
L0d1d	1	0.0			no_ci	0.0	0.0		rho_fallback_no_desc	0.0	
L0d2	48	54.4448	50.661	58.2652	medium	54.4448	50.661	58.2652	rho_direct	0.0	0.0
L0d2a	21	28.8958	25.9615	31.864	medium	28.8958	25.9615	31.864	rho_direct	0.0	0.0
L0d2a'b'd	32	48.2623	43.277	53.3182	medium	48.2623	43.277	53.3182	rho_direct	0.0	0.0
L0d2a1	19	10.3219	8.2481	12.4203	medium	10.3219	8.2481	12.4203	rho_direct	0.0	0.0
L0d2a1a	13	7.6843	5.1356	10.2724	medium	7.6843	5.1356	10.2724	rho_direct	0.0	0.0
L0d2a1a1	4	3.8953	0.603	7.2595	low	5.1349	2.5678	9.0281	single_child_interpolation	1.2395999999999998	31.82296613867994
L0d2a1a1a	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
L0d2a1a2	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
L0d2a1a3	2	9.2456	1.4422	17.4168	very_low	9.2456	1.4422	17.4168	rho_fallback_no_desc	0.0	0.0
L0d2a1b	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
L0d2a1c	2	3.8953	-3.6406	11.8196	very_low	3.8953	0.0	11.8196	rho_fallback_no_desc	0.0	0.0
L0d2a2	2	19.0125	8.1076	30.5094	very_low	19.0125	8.1076	30.5094	rho_fallback_no_desc	0.0	0.0
L0d2b	8	48.5607	40.341	56.9731	low	48.5607	40.341	56.9731	rho_fallback_no_desc	0.0	0.0
L0d2b1	6	20.4474	15.7229	25.2764	low	20.4474	15.7229	25.2764	rho_fallback_no_desc	0.0	0.0
L0d2b1a	4	14.067	7.0111	21.392	low	12.8319	8.9827	16.7617	single_child_interpolation	-1.235100000000001	8.780123693751339
L0d2b1a1	3	5.2164	2.2425	8.247	low	8.3636	5.1607	11.6284	single_child_interpolation	3.1471999999999998	60.33279656468061
L0d2b1a1a	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
L0d2b1b	2	7.8917	7.8917	7.8917	very_low	7.8917	7.8917	7.8917	rho_fallback_no_desc	0.0	0.0
L0d2b2	2	20.4474	12.1508	29.072	very_low	20.4474	12.1508	29.072	rho_fallback_no_desc	0.0	0.0
L0d2c	16	20.6275	17.3922	23.9112	medium	20.6275	17.3922	23.9112	rho_direct	0.0	0.0
L0d2c1	8	14.067	10.0084	18.2131	low	14.067	10.0084	18.2131	rho_fallback_no_desc	0.0	0.0
L0d2c1a	4	13.3705	11.1584	15.6087	low	8.3262	6.2969	10.3993	single_child_interpolation	-5.0443	37.72708574847612
L0d2c1a1	2	2.5854	2.5854	2.5854	very_low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
L0d2c1b	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
L0d2c2	8	7.5549	4.3652	10.8065	low	7.5549	4.3652	10.8065	rho_fallback_no_desc	0.0	0.0
L0d2c2a	4	5.8811	0.1974	11.7727	low	6.3857	2.1826	11.0695	single_child_interpolation	0.5045999999999999	8.580027545867269
L0d2c2a1	3	5.2164	-0.6728	11.3326	low	4.4855	1.0913	9.4267	single_child_interpolation	-0.7309000000000001	14.01157886665133
L0d2c2a1a	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
L0d2c2b	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
L0d2d	2	2.5854	2.5854	2.5854	very_low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
L0d3	8	31.5021	28.2204	34.8243	low	31.5021	28.2204	34.8243	rho_fallback_no_desc	0.0	0.0
L0d3a	2	20.4474	6.8163	34.9901	very_low	20.4474	6.8163	34.9901	rho_fallback_no_desc	0.0	0.0
L0d3b	5	8.4319	5.8539	11.0495	low	8.4319	5.8539	11.0495	rho_fallback_no_desc	0.0	0.0
L0d3b1	2	7.8917	2.6898	13.2593	very_low	7.8917	2.6898	13.2593	rho_fallback_no_desc	0.0	0.0
L0d3b2	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
L0f	14	77.3987	72.598	82.2407	medium	77.3987	72.598	82.2407	rho_direct	0.0	0.0
L0f1	2	63.9868	60.757	67.2396	very_low	63.9868	60.757	67.2396	rho_fallback_no_desc	0.0	0.0
L0f2	4	56.6068	46.2187	67.2661	low	56.6068	46.2187	67.2661	rho_fallback_no_desc	0.0	0.0
L0f2a	3	41.9898	37.9349	46.0963	low	32.2493	24.4542	40.2627	single_child_interpolation	-9.740500000000004	23.19730029673874
L0f2a1	2	7.8917	2.6898	13.2593	very_low	7.8917	2.6898	13.2593	rho_fallback_no_desc	0.0	0.0
L0f2b	1	0.0			no_ci	0.0	0.0		rho_fallback_no_desc	0.0	
L0f3	4	40.691	31.0879	50.5964	low	40.691	31.0879	50.5964	rho_fallback_no_desc	0.0	0.0
L0f4	3	5.2164	5.2164	5.2164	low	5.2164	5.2164	5.2164	rho_fallback_no_desc	0.0	0.0
L0g	1	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
L0k	25	37.073	35.054	39.1057	medium	37.073	35.054	39.1057	rho_direct	0.0	0.0
L0k1	19	27.7615	25.3752	30.1707	medium	27.7615	25.3752	30.1707	rho_direct	0.0	0.0
L0k1a	17	11.2559	8.9818	13.5588	medium	11.2559	8.9818	13.5588	rho_direct	0.0	0.0
L0k1a1	11	6.9138	4.3525	9.5155	medium	6.9138	4.3525	9.5155	rho_direct	0.0	0.0
L0k1a1a	3	5.2164	-0.6728	11.3326	low	5.2164	0.0	11.3326	rho_fallback_no_desc	0.0	0.0
L0k1a1b	2	6.5486	3.9479	9.1912	very_low	6.5486	3.9479	9.1912	rho_fallback_no_desc	0.0	0.0
L0k1a1c	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
L0k1a1d	2	2.5854	2.5854	2.5854	very_low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
L0k1a2	4	3.8953	0.603	7.2595	low	6.9206	4.4909	10.6713	single_child_interpolation	3.0253	77.66539162580546
L0k1a2a	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
L0k1a3	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
L0k1b	2	5.2164	5.2164	5.2164	very_low	5.2164	5.2164	5.2164	rho_fallback_no_desc	0.0	0.0
L0k2	6	25.7889	23.8712	27.7219	low	25.7889	23.8712	27.7219	rho_fallback_no_desc	0.0	0.0
L0k2a	4	13.3705	11.1584	15.6087	low	18.1995	15.7042	20.7294	single_child_interpolation	4.829000000000001	36.11682435211848
L0k2a1	3	10.6101	7.5371	13.7368	low	11.0474	8.5214	13.6122	single_child_interpolation	0.43730000000000047	4.121544566026715
L0k2a1a	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
L0k2b	2	24.8086	24.8086	24.8086	very_low	24.8086	24.8086	24.8086	rho_fallback_no_desc	0.0	0.0
L1	420	115.7723	113.929	117.619	high	115.7723	113.929	117.619	rho_direct	0.0	0.0
L1'2'3'4'5'6	71272	152.5259	152.3586	152.6933	high	152.5259	152.3586	152.6933	rho_direct	0.0	0.0
L1b	212	31.6585	30.7405	32.5796	high	31.6585	30.7405	32.5796	rho_direct	0.0	0.0
L1b1	189	16.7996	15.8792	17.7241	high	22.8034	21.8903	23.7203	single_child_interpolation	6.003799999999998	35.737755660849054
L1b1a	188	13.9483	13.04	14.8609	high	13.9483	13.04	14.8609	rho_direct	0.0	0.0
L1b1a1	0				no_ci		0.0		rho_fallback_no_desc		
L1b1a1'4	16	13.5444	10.3267	16.8174	low	13.5444	10.3267	16.8174	rho_direct	0.0	0.0
L1b1a10	12	10.6101	6.4287	14.8916	low	10.6101	6.4287	14.8916	rho_direct	0.0	0.0
L1b1a10a	2	9.2456	1.4422	17.4168	very_low	9.2456	1.4422	17.4168	rho_fallback_no_desc	0.0	0.0
L1b1a10b	2	5.2164	0.1025	10.5005	very_low	5.2164	0.1025	10.5005	rho_fallback_no_desc	0.0	0.0
L1b1a12	4	10.6101	2.8856	18.6839	low	10.6101	2.8856	18.6839	rho_fallback_no_desc	0.0	0.0
L1b1a12a	2	3.8953	-3.6406	11.8196	very_low	3.8953	0.0	11.8196	rho_fallback_no_desc	0.0	0.0
L1b1a12b	2	9.2456	-3.5408	23.0541	very_low	9.2456	0.0	23.0541	rho_fallback_no_desc	0.0	0.0
L1b1a13	2	5.2164	5.2164	5.2164	very_low	5.2164	5.2164	5.2164	rho_fallback_no_desc	0.0	0.0
L1b1a14	14	11.3945	9.4125	13.3985	medium	11.3945	9.4125	13.3985	rho_direct	0.0	0.0
L1b1a15	9	7.5923	5.7485	9.4565	low	9.4732	5.4656	14.2371	single_child_interpolation	1.8809000000000005	24.773783965333305
L1b1a15a	2	6.5486	-1.1229	14.598	very_low	6.5486	0.0	14.598	rho_fallback_no_desc	0.0	0.0
L1b1a16	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
L1b1a17	4	14.067	0.425	28.7568	low	14.067	0.425	28.7568	rho_fallback_no_desc	0.0	0.0
L1b1a18	8	7.8917	4.0675	11.8046	low	7.8917	4.0675	11.8046	rho_fallback_no_desc	0.0	0.0
L1b1a2	6	11.9851	7.2598	16.8349	low	11.9851	7.2598	16.8349	rho_fallback_no_desc	0.0	0.0
L1b1a2a	3	5.2164	2.2425	8.247	low	5.2164	2.2425	8.247	rho_fallback_no_desc	0.0	0.0
L1b1a2b	3	5.2164	-0.6728	11.3326	low	5.2164	0.0	11.3326	rho_fallback_no_desc	0.0	0.0
L1b1a3	42	8.4706	6.5221	10.4416	medium	8.4706	6.5221	10.4416	rho_direct	0.0	0.0
L1b1a3a	11	6.1841	3.4508	8.9644	medium	4.8788	3.2611	7.1421	single_child_interpolation	-1.3053	21.107355961255475
L1b1a3a1	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
L1b1a3b	9	10.0023	6.3874	13.6929	low	10.0023	6.3874	13.6929	rho_fallback_no_desc	0.0	0.0
L1b1a4	14	10.024	7.4018	12.6857	medium	9.7127	6.4781	13.0086	single_child_interpolation	-0.31129999999999924	3.105546687948915
