haplogroup	ml_age_years	ml_ci95_lower_years	ml_ci95_upper_years	ml_age_kya	ml_ci95_lower_kya	ml_ci95_upper_kya	n_samples	calibration_method	confidence	flag
K1a4a1f	8004.2	7308.1	8705.4	8.0042	7.3081	8.7054	4	single_child_interpolation	NA	
K1a4a1f1	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	2	rho_fallback_no_desc	NA	
K1a4a1g	5216.4	102.5	10500.5	5.2164	0.1025	10.5005	2	rho_fallback_no_desc	NA	
K1a4a1h	10610.1	205.1	21660.1	10.6101	0.2051	21.6601	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
K1a4a1i	6548.6	0.0	14598.0	6.5486	0.0000	14.5980	2	rho_fallback_no_desc	NA	
K1a4b	14072.0	11094.5	17115.6	14.072	11.0945	17.1156	8	single_child_interpolation	NA	
K1a4b1	10154.1	5544.1	14887.3	10.1541	5.5441	14.8873	6	rho_fallback_no_desc	NA	
K1a4c	13753.8	10138.6	17476.2	13.7538	10.1386	17.4762	6	single_child_interpolation	NA	
K1a4c1	9517.6	3632.2	15608.5	9.5176	3.6322	15.6085	5	rho_fallback_no_desc	NA	
K1a4d	3895.3	1021.0	6824.2	3.8953	1.0210	6.8242	6	rho_fallback_no_desc	NA	
K1a4e	9245.6	6602.1	11929.9	9.2456	6.6021	11.9299	2	rho_fallback_no_desc	NA	
K1a4f	13391.5	8322.5	20482.7	13.3915	8.3224	20.4827	8	single_child_interpolation	low	ci_exceeds_ancestor
K1a4f1	8793.1	0.0	21621.5	8.7931	0.0000	21.6215	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
K1a4g	10610.1	10610.1	10610.1	10.6101	10.6101	10.6101	2	rho_fallback_no_desc	NA	
K1a4h	12940.9	9667.4	16301.6	12.9409	9.6674	16.3016	3	single_child_interpolation	NA	
K1a4h1	7891.7	2689.8	13259.3	7.8917	2.6898	13.2593	2	rho_fallback_no_desc	NA	
K1a4i	5699.5	2926.7	8521.1	5.6995	2.9267	8.5211	11	rho_direct	NA	
K1a4j	14835.0	11846.4	17876.0	14.835	11.8464	17.8760	4	single_child_interpolation	NA	
K1a4j1	11525.6	7963.6	15158.6	11.5256	7.9636	15.1586	3	rho_fallback_no_desc	NA	
K1a4k	5216.4	5216.4	5216.4	5.2164	5.2164	5.2164	4	rho_fallback_no_desc	NA	
K1a5	10268.0	8400.1	12155.6	10.268	8.4001	12.1556	8	rho_fallback_no_desc	NA	
K1a5a	2585.4	316.7	4889.1	2.5854	0.3167	4.8891	6	rho_fallback_no_desc	NA	
K1a5b	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
K1a6	5595.9	4852.9	6342.3	5.5959	4.8529	6.3423	7	rho_fallback_no_desc	NA	
K1a7	19012.5	10626.7	27743.6	19.0125	10.6267	27.7436	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
K1a8	13834.5	9554.9	18212.1	13.8345	9.5549	18.2121	6	rho_fallback_no_desc	NA	
K1a8a	10191.5	4777.4	16405.0	10.1915	4.7774	16.4050	3	single_child_interpolation	NA	
K1a8a1	6548.6	0.0	14598.0	6.5486	0.0000	14.5980	2	rho_fallback_no_desc	NA	
K1a8b	11985.1	4053.2	20274.7	11.9851	4.0532	20.2747	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
K1a9	856.7	0.0	2550.7	0.8567	0.0000	2.5507	3	rho_fallback_no_desc	NA	
K1a_C150T	15720.8	13626.8	17837.0	15.7208	13.6268	17.8370	25	rho_direct	NA	
K1a_T195C!	6521.3	5273.5	7778.6	6.5213	5.2735	7.7786	49	rho_direct	NA	
K1b	25648.6	23438.5	27879.1	25.6486	23.4385	27.8791	77	rho_direct	low	ci_exceeds_ancestor
K1b1	21358.6	18723.4	24025.4	21.3586	18.7234	24.0254	38	rho_direct	low	ci_exceeds_ancestor
K1b1_(T16093C)	25575.4	22870.5	28311.1	25.5754	22.8705	28.3111	23	rho_direct	low	ci_exceeds_ancestor
K1b1a	13092.6	10981.9	15227.1	13.0926	10.9819	15.2271	20	rho_direct	NA	
K1b1a1	10154.1	7867.7	12470.3	10.1541	7.8677	12.4703	18	rho_direct	NA	
K1b1a1_T199C	7891.7	4283.8	11578.5	7.8917	4.2838	11.5785	7	rho_fallback_no_desc	NA	
K1b1a1a	4554.4	0.0	10399.3	4.5544	0.0000	10.3993	4	rho_fallback_no_desc	NA	
K1b1a1b	5216.4	102.5	10500.5	5.2164	0.1025	10.5005	2	rho_fallback_no_desc	NA	
K1b1a1c	7024.7	4603.2	9482.7	7.0247	4.6032	9.4827	3	single_child_interpolation	NA	
K1b1a1c1	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
K1b1a1d	6369.8	5226.6	7527.8	6.3697	5.2266	7.5278	4	single_child_interpolation	NA	
K1b1a1d1	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	2	rho_fallback_no_desc	NA	
K1b1a2	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
K1b1b	17410.5	14736.3	20120.5	17.4105	14.7363	20.1205	3	single_child_interpolation	NA	
K1b1b1	9245.6	6602.1	11929.9	9.2456	6.6021	11.9299	2	rho_fallback_no_desc	NA	
K1b1c	4808.7	2638.5	7009.2	4.8087	2.6385	7.0092	13	rho_direct	NA	
K1b2	12800.9	10061.1	15581.3	12.8009	10.0611	15.5813	39	rho_direct	NA	
K1b2a	9841.2	6596.0	13147.4	9.8412	6.5960	13.1474	32	rho_direct	NA	
K1b2a1	13359.7	3298.0	26503.0	13.3597	3.2980	26.5030	7	single_child_interpolation	low	ci_exceeds_ancestor
K1b2a1a	7972.6	1649.0	17143.4	7.9726	1.6490	17.1434	4	single_child_interpolation	low	ci_exceeds_ancestor
K1b2a1a1	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
K1b2a2	6213.3	4590.7	7866.4	6.2133	4.5907	7.8664	13	single_child_interpolation	NA	
K1b2a2a	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	2	rho_fallback_no_desc	NA	
K1b2a3	3895.3	0.0	11819.6	3.8953	0.0000	11.8196	2	rho_fallback_no_desc	NA	
K1b2b	7693.1	5030.6	11682.5	7.6931	5.0305	11.6825	6	single_child_interpolation	NA	
K1b2b1	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
K1c	11394.5	10378.2	12416.6	11.3945	10.3782	12.4166	49	rho_direct	NA	
K1c1	5614.9	4553.4	6683.4	5.6149	4.5534	6.6834	40	rho_direct	NA	
K1c1a	6548.6	3947.9	9191.2	6.5486	3.9479	9.1912	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
K1c1b	642.0	0.0	1908.8	0.642	0.0000	1.9088	4	rho_fallback_no_desc	NA	
K1c1c	1102.4	83.5	2128.5	1.1024	0.0835	2.1285	7	rho_fallback_no_desc	NA	
K1c1d	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
K1c1e	6103.3	2655.0	9626.6	6.1033	2.6550	9.6266	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
K1c1f	6548.6	5041.9	8069.2	6.5486	5.0419	8.0692	4	rho_fallback_no_desc	low	ci_exceeds_ancestor
K1c1g	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	2	rho_fallback_no_desc	NA	
K1c1h	1934.8	667.8	3212.8	1.9348	0.6678	3.2128	4	rho_fallback_no_desc	NA	
K1c1i	6548.6	3947.9	9191.2	6.5486	3.9479	9.1912	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
K1c2		5189.1			5.1891	NA	9	single_child_interpolation	NA	
K1c2a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
K1d	15876.1	13839.0	19223.9	15.8761	13.8390	19.2239	3	single_child_interpolation	NA	
K1d1	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
K1e	17191.5	13890.3	20582.2	17.1915	13.8903	20.5822	3	single_child_interpolation	NA	
K1e1	5216.4	102.5	10500.5	5.2164	0.1025	10.5005	2	rho_fallback_no_desc	NA	
K1f	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
K1g	55.7	0.0	165.0	0.0557	0.0000	0.1650	46	rho_direct	NA	
K2	19511.7	18343.3	20686.4	19.5117	18.3433	20.6864	109	rho_direct	NA	
K2a	11881.6	10259.4	13518.3	11.8816	10.2594	13.5183	80	rho_direct	NA	
K2a1	7233.5	5129.7		7.2335	5.1297	NA	2	single_child_interpolation	NA	
K2a10	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
K2a11	5216.4	5216.4	5216.4	5.2164	5.2164	5.2164	2	rho_fallback_no_desc	NA	
K2a1a	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
K2a2	10790.4	8216.9	13407.3	10.7904	8.2169	13.4073	5	single_child_interpolation	NA	
K2a2a	6687.9	4108.4	10595.5	6.6879	4.1084	10.5955	3	single_child_interpolation	NA	
K2a2a1	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
K2a3	8549.0	6250.9	10882.6	8.549	6.2509	10.8826	15	single_child_interpolation	NA	
K2a3a	6222.1	3794.8	8688.9	6.2222	3.7948	8.6889	3	single_child_interpolation	NA	
K2a3a1	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
K2a4	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
K2a5	10199.6	8218.7	12203.0	10.1996	8.2187	12.2030	20	rho_direct	NA	
K2a5a	6392.5	5402.1	7394.2	6.3925	5.4021	7.3942	3	single_child_interpolation	NA	
K2a5a1	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	2	rho_fallback_no_desc	NA	
K2a5b	9350.1	7305.0	11419.6	9.3501	7.3050	11.4196	13	rho_direct	NA	
K2a6	4774.8	1689.6	7921.7	4.7748	1.6896	7.9217	6	rho_fallback_no_desc	NA	
K2a7	3895.3	0.0	11819.6	3.8953	0.0000	11.8196	2	rho_fallback_no_desc	NA	
K2a8	2585.4	0.0	5566.0	2.5854	0.0000	5.5660	3	rho_fallback_no_desc	NA	
K2a9	10337.4	9103.9	11580.2	10.3374	9.1038	11.5802	17	single_child_interpolation	NA	
K2a9a	8793.1	7948.3	9642.1	8.7931	7.9483	9.6421	15	rho_direct	NA	
K2b	14443.1	12527.9	16377.4	14.4431	12.5279	16.3774	26	rho_direct	NA	
K2b1	11358.8	9180.0	13564.1	11.3588	9.1800	13.5641	22	rho_direct	NA	
K2b1a	7741.9	5326.5	10192.5	7.7419	5.3265	10.1925	18	rho_direct	NA	
K2b1a1	6479.1	2663.2	13069.3	6.4791	2.6633	13.0693	8	single_child_interpolation	low	ci_exceeds_ancestor
K2b1a1a	5216.4	0.0	15946.1	5.2164	0.0000	15.9461	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
K2b1a2	1718.5	34.2	3422.4	1.7185	0.0342	3.4224	3	rho_fallback_no_desc	NA	
K2b1a3	6995.0	2424.1	11696.1	6.995	2.4241	11.6961	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
K2b1a4	7891.7	0.0	18783.8	7.8917	0.0000	18.7838	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
K2b1b	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
K2b2	13370.5	11158.4	15608.7	13.3705	11.1584	15.6087	4	rho_fallback_no_desc	NA	
K2c	28753.7	21827.2	35873.4	28.7537	21.8272	35.8734	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
K3	14766.0	12040.3	17530.4	14.766	12.0403	17.5304	2	rho_fallback_no_desc	NA	
L0	124594.2	123191.8	125998.4	124.5942	123.1918	125.9984	489	rho_direct	NA	
L0a	45771.4	44233.0	47316.9	45.7714	44.2330	47.3169	309	rho_direct	NA	
L0a'b'f'g	87686.3	85983.6	89393.5	87.6863	85.9836	89.3935	328	rho_direct	NA	
L0a'b'f'g'k	115016.4	113536.4	116498.6	115.0164	113.5364	116.4986	353	rho_direct	NA	
L0a'b'g	67518.4	65825.8	69216.9	67.5184	65.8258	69.2169	314	rho_direct	NA	
L0a'g	63560.2	61814.0	65313.2	63.5602	61.8140	65.3132	310	rho_direct	NA	
L0a1	27874.9	26607.1	29149.2	27.8749	26.6071	29.1492	131	rho_direct	NA	
L0a1'4	30861.8	29565.4	32164.6	30.8618	29.5654	32.1646	134	rho_direct	NA	
L0a1_A16293G	26051.9	24468.1	27646.2	26.0519	24.4681	27.6462	71	rho_direct	NA	
L0a1a	24392.8	22761.7	26036.2	24.3928	22.7617	26.0362	58	single_child_interpolation	NA	
L0a1a1	23637.5	17556.0	29882.5	23.6375	17.5560	29.8825	5	rho_fallback_no_desc	low	ci_exceeds_ancestor
L0a1a2	16901.0	14685.0	19141.4	16.901	14.6850	19.1414	31	rho_direct	NA	
L0a1a3	24808.6	15060.9	34974.3	24.8086	15.0609	34.9743	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
L0a1a_A200G	20910.7	18916.3	22923.3	20.9107	18.9163	22.9233	56	rho_direct	NA	
L0a1b	18151.6	16632.6	19681.8	18.1516	16.6326	19.6818	63	rho_direct	NA	
L0a1b1	14156.9	12649.7	15676.2	14.1569	12.6497	15.6762	57	single_child_interpolation	NA	
L0a1b1a	10631.9	9095.0	12182.3	10.6319	9.0950	12.1823	55	single_child_interpolation	NA	
L0a1b1a1	10074.8	6867.5	13358.8	10.0748	6.8675	13.3588	48	single_child_interpolation	low	ci_exceeds_ancestor
L0a1b1a1a	9517.6	4640.0	14535.4	9.5176	4.6400	14.5354	5	rho_fallback_no_desc	low	ci_exceeds_ancestor
L0a1b2	10368.5	9609.0	11133.6	10.3685	9.6090	11.1336	3	single_child_interpolation	NA	
L0a1b2a	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	2	rho_fallback_no_desc	NA	
L0a1c	21111.8	14948.4	27585.1	21.1118	14.9484	27.5851	3	single_child_interpolation	NA	
L0a1c1	16171.7	5428.8	27524.0	16.1717	5.4288	27.5240	2	rho_fallback_no_desc	NA	
L0a1d	5216.4	5216.4	5216.4	5.2164	5.2164	5.2164	2	rho_fallback_no_desc	NA	
L0a1e	6548.6	0.0	14598.0	6.5486	0.0000	14.5980	2	rho_fallback_no_desc	NA	
L0a1f	6103.3	0.0	13222.2	6.1033	0.0000	13.2222	3	rho_fallback_no_desc	NA	
L0a2	31718.1	30454.0	32988.1	31.7181	30.4540	32.9881	171	rho_direct	NA	
L0a2a	25108.2	23766.4	26457.7	25.1082	23.7664	26.4577	147	rho_direct	NA	
L0a2a1	19012.5	16525.6	21528.8	19.0125	16.5256	21.5288	22	rho_direct	NA	
L0a2a1a	16171.7	12093.1	20334.9	16.1717	12.0931	20.3349	10	rho_direct	NA	
L0a2a1a1	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	2	rho_fallback_no_desc	NA	
L0a2a1a2	7891.7	4867.6	10971.0	7.8917	4.8676	10.9710	3	rho_fallback_no_desc	NA	
L0a2a1b	11001.9	7830.0	14230.6	11.0019	7.8300	14.2306	7	rho_fallback_no_desc	NA	
L0a2a2	18216.2	16847.5	19594.2	18.2162	16.8475	19.5942	124	single_child_interpolation	NA	
L0a2a2a	11324.2	9928.5	12730.8	11.3242	9.9285	12.7308	123	rho_direct	NA	
L0a2a2a1	13927.5	5584.0	22651.3	13.9275	5.5840	22.6513	5	rho_fallback_no_desc	low	ci_exceeds_ancestor
L0a2a2a2	7891.7	7891.7	7891.7	7.8917	7.8917	7.8917	2	rho_fallback_no_desc	NA	
L0a2a2a3	9517.6	3407.4	15849.6	9.5176	3.4074	15.8496	5	rho_fallback_no_desc	low	ci_exceeds_ancestor
L0a2b	19804.9	15234.8	24571.3	19.8049	15.2348	24.5713	9	single_child_interpolation	NA	
L0a2b1	7891.7	15.5	16154.6	7.8917	0.0155	16.1546	3	rho_fallback_no_desc	NA	
L0a2c	9926.5	3370.0	16736.7	9.9265	3.3700	16.7367	4	rho_fallback_no_desc	NA	
L0a2d	30749.7	24926.0	36704.3	30.7497	24.9260	36.7043	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
L0a2e	12261.4	10106.7	14441.4	12.2614	10.1067	14.4414	5	rho_fallback_no_desc	NA	
L0a3	39914.4	0.0		39.9144	0.0000	NA	1	rho_fallback_no_desc	NA	
L0a4	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
L0a5	7891.7	7891.7	7891.7	7.8917	7.8917	7.8917	3	rho_fallback_no_desc	NA	
L0b	46653.6	41092.8	52409.0	46.6536	41.0928	52.4090	4	single_child_interpolation	NA	
L0b1	25788.9	16359.8	35601.1	25.7889	16.3598	35.6011	3	rho_fallback_no_desc	NA	
L0d	75827.7	73506.5	78158.7	75.8277	73.5065	78.1587	136	rho_direct	NA	
L0d1	43934.6	41636.4	46248.7	43.9346	41.6364	46.2487	80	rho_direct	NA	
L0d1'2	65202.9	62788.5	67629.9	65.2029	62.7885	67.6299	128	rho_direct	NA	
L0d1a	23367.8	20303.3	26475.0	23.3678	20.3033	26.4750	19	single_child_interpolation	NA	
L0d1a'c'd	44100.9	41132.1	47096.3	44.1009	41.1321	47.0963	47	rho_direct	low	ci_exceeds_ancestor
L0d1a'd	31502.1	28615.3	34420.2	31.5021	28.6153	34.4202	20	rho_direct	NA	
L0d1a1	15233.5	11991.3	18529.9	15.2335	11.9913	18.5299	18	rho_direct	NA	
L0d1a1a	10002.3	4009.9	16205.5	10.0023	4.0099	16.2055	9	rho_fallback_no_desc	NA	
L0d1a1a1	13370.5	4172.3	23039.0	13.3705	4.1723	23.0390	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
L0d1a1a2	11985.1	0.0	31833.8	11.9851	0.0000	31.8338	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
L0d1a1a3	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
L0d1a1b	9894.0	7043.2	12791.5	9.894	7.0432	12.7915	5	single_child_interpolation	NA	
L0d1a1b1	4554.4	2095.1	7053.0	4.5544	2.0951	7.0530	4	rho_fallback_no_desc	NA	
L0d1a1b1a	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
L0d1a1b1b	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
L0d1a1c	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	2	rho_fallback_no_desc	NA	
L0d1a1d	5216.4	102.5	10500.5	5.2164	0.1025	10.5005	2	rho_fallback_no_desc	NA	
L0d1b	36176.4	33248.3	39134.1	36.1764	33.2483	39.1341	33	rho_direct	NA	
L0d1b1	20607.5	14801.4	26571.6	20.6075	14.8014	26.5716	9	rho_fallback_no_desc	NA	
L0d1b1_C152T	16989.0	7400.7	28480.4	16.989	7.4007	28.4804	3	single_child_interpolation	low	ci_exceeds_ancestor
L0d1b1a	11596.5	7400.7	17177.7	11.5965	7.4007	17.1777	3	single_child_interpolation	NA	
L0d1b1a1	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
L0d1b1b	12251.4	7400.7	19195.6	12.2514	7.4007	19.1956	3	single_child_interpolation	NA	
L0d1b1b1	3895.3	0.0	11819.6	3.8953	0.0000	11.8196	2	rho_fallback_no_desc	NA	
L0d1b1c	13370.5	0.0	30389.3	13.3705	0.0000	30.3893	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
L0d1b2	27143.4	24154.7	30168.5	27.1434	24.1547	30.1685	24	rho_direct	NA	
L0d1b2a	9245.6	5458.4	13117.1	9.2456	5.4584	13.1171	6	rho_fallback_no_desc	NA	
L0d1b2a1	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	4	rho_fallback_no_desc	NA	
L0d1b2a2	6548.6	3947.9	9191.2	6.5486	3.9479	9.1912	2	rho_fallback_no_desc	NA	
L0d1b2b	23832.2	20072.4	27653.7	23.8322	20.0724	27.6537	18	rho_direct	NA	
L0d1b2b1	19968.1	16246.9	23754.3	19.9681	16.2469	23.7543	6	rho_fallback_no_desc	NA	
L0d1b2b1a	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
L0d1b2b1b	12592.2	10731.6	14485.3	12.5922	10.7317	14.4853	4	single_child_interpolation	NA	
L0d1b2b1b1	5216.4	5216.4	5216.4	5.2164	5.2164	5.2164	2	rho_fallback_no_desc	NA	
L0d1b2b2	14299.7	9220.2	19516.5	14.2997	9.2202	19.5165	12	rho_direct	NA	
L0d1b2b2a	6548.6	3947.9	9191.2	6.5486	3.9479	9.1912	2	rho_fallback_no_desc	NA	
L0d1b2b2b	11095.7	4610.1	18402.5	11.0957	4.6101	18.4025	4	single_child_interpolation	NA	
L0d1b2b2b1	7891.7	0.0	17288.6	7.8917	0.0000	17.2886	3	rho_fallback_no_desc	NA	
L0d1b2b2c	12261.4	1932.7	23202.1	12.2614	1.9327	23.2021	5	rho_fallback_no_desc	low	ci_exceeds_ancestor
L0d1b2b2c1	10610.1	0.0	30399.2	10.6101	0.0000	30.3992	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
L0d1b2b2c2	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
L0d1c	25134.9	21970.9	28341.4	25.1349	21.9709	28.3414	27	rho_direct	NA	
L0d1c1	19352.1	16256.6	22493.2	19.3521	16.2566	22.4932	15	single_child_interpolation	NA	
L0d1c1a	13569.2	10542.3	16645.1	13.5692	10.5423	16.6451	14	rho_direct	NA	
L0d1c1a1	7891.7	5074.6	10756.6	7.8917	5.0746	10.7566	10	rho_direct	NA	
L0d1c1a1a	5976.3	2462.0	9568.8	5.9763	2.4620	9.5688	7	rho_fallback_no_desc	NA	
L0d1c1a1a1	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
L0d1c1a1a2	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
L0d1c1a1b	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
L0d1c1a2	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
L0d1c2	16513.3	12330.4	20800.3	16.5133	12.3304	20.8003	5	single_child_interpolation	NA	
L0d1c2a	9549.4	7457.9	11692.9	9.5494	7.4579	11.6929	3	single_child_interpolation	NA	
L0d1c2a1	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	2	rho_fallback_no_desc	NA	
L0d1c3	13370.5	2794.2	24573.9	13.3705	2.7942	24.5739	3	rho_fallback_no_desc	NA	
L0d1c4	18061.2	10114.5	26323.3	18.0612	10.1145	26.3233	3	rho_fallback_no_desc	NA	
L0d1d	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
L0d2	54444.8	50661.0	58265.2	54.4448	50.6610	58.2652	48	rho_direct	NA	
L0d2a	28895.8	25961.5	31864.0	28.8958	25.9615	31.8640	21	rho_direct	NA	
L0d2a'b'd	48262.3	43277.0	53318.2	48.2623	43.2770	53.3182	32	rho_direct	NA	
L0d2a1	10321.9	8248.1	12420.3	10.3219	8.2481	12.4203	19	rho_direct	NA	
L0d2a1a	7684.3	5135.6	10272.4	7.6843	5.1356	10.2724	13	rho_direct	NA	
L0d2a1a1	5134.9	2567.8	9028.1	5.1349	2.5678	9.0281	4	single_child_interpolation	NA	
L0d2a1a1a	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
L0d2a1a2	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
L0d2a1a3	9245.6	1442.2	17416.8	9.2456	1.4422	17.4168	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
L0d2a1b	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
L0d2a1c	3895.3	0.0	11819.6	3.8953	0.0000	11.8196	2	rho_fallback_no_desc	NA	
L0d2a2	19012.5	8107.6	30509.4	19.0125	8.1076	30.5094	2	rho_fallback_no_desc	NA	
L0d2b	48560.7	40341.0	56973.1	48.5607	40.3410	56.9731	8	rho_fallback_no_desc	low	ci_exceeds_ancestor
L0d2b1	20447.4	15722.9	25276.4	20.4474	15.7229	25.2764	6	rho_fallback_no_desc	NA	
L0d2b1a	12831.9	8982.7	16761.7	12.8319	8.9827	16.7617	4	single_child_interpolation	NA	
L0d2b1a1	8363.6	5160.7	11628.4	8.3636	5.1607	11.6284	3	single_child_interpolation	NA	
L0d2b1a1a	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
L0d2b1b	7891.7	7891.7	7891.7	7.8917	7.8917	7.8917	2	rho_fallback_no_desc	NA	
L0d2b2	20447.4	12150.8	29072.0	20.4474	12.1508	29.0720	2	rho_fallback_no_desc	NA	
L0d2c	20627.5	17392.2	23911.2	20.6275	17.3922	23.9112	16	rho_direct	NA	
L0d2c1	14067.0	10008.4	18213.1	14.067	10.0084	18.2131	8	rho_fallback_no_desc	NA	
L0d2c1a	8326.2	6296.9	10399.2	8.3262	6.2969	10.3993	4	single_child_interpolation	NA	
L0d2c1a1	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	2	rho_fallback_no_desc	NA	
L0d2c1b	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
L0d2c2	7554.9	4365.2	10806.5	7.5549	4.3652	10.8065	8	rho_fallback_no_desc	NA	
L0d2c2a	6385.6	2182.6	11069.5	6.3857	2.1826	11.0695	4	single_child_interpolation	low	ci_exceeds_ancestor
L0d2c2a1	4485.5	1091.3	9426.7	4.4855	1.0913	9.4267	3	single_child_interpolation	NA	
L0d2c2a1a	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
L0d2c2b	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
L0d2d	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	2	rho_fallback_no_desc	NA	
L0d3	31502.1	28220.4	34824.3	31.5021	28.2204	34.8243	8	rho_fallback_no_desc	NA	
L0d3a	20447.4	6816.3	34990.1	20.4474	6.8163	34.9901	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
L0d3b	8431.9	5853.9	11049.5	8.4319	5.8539	11.0495	5	rho_fallback_no_desc	NA	
L0d3b1	7891.7	2689.8	13259.3	7.8917	2.6898	13.2593	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
L0d3b2	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
L0f	77398.7	72598.0	82240.7	77.3987	72.5980	82.2407	14	rho_direct	NA	
L0f1	63986.8	60757.0	67239.6	63.9868	60.7570	67.2396	2	rho_fallback_no_desc	NA	
L0f2	56606.8	46218.7	67266.1	56.6068	46.2187	67.2661	4	rho_fallback_no_desc	NA	
L0f2a	32249.2	24454.2	40262.7	32.2493	24.4542	40.2627	3	single_child_interpolation	NA	
L0f2a1	7891.7	2689.8	13259.3	7.8917	2.6898	13.2593	2	rho_fallback_no_desc	NA	
L0f2b	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
L0f3	40691.0	31087.9	50596.4	40.691	31.0879	50.5964	4	rho_fallback_no_desc	NA	
