haplogroup	ml_age_years	ml_ci95_lower_years	ml_ci95_upper_years	ml_age_kya	ml_ci95_lower_kya	ml_ci95_upper_kya	n_samples	calibration_method	confidence	flag
L0f4	5216.4	5216.4	5216.4	5.2164	5.2164	5.2164	3	rho_fallback_no_desc	NA	
L0g	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
L0k	37073.0	35054.0	39105.7	37.073	35.0540	39.1057	25	rho_direct	NA	
L0k1	27761.5	25375.2	30170.7	27.7615	25.3752	30.1707	19	rho_direct	NA	
L0k1a	11255.9	8981.8	13558.8	11.2559	8.9818	13.5588	17	rho_direct	NA	
L0k1a1	6913.8	4352.5	9515.5	6.9138	4.3525	9.5155	11	rho_direct	NA	
L0k1a1a	5216.4	0.0	11332.6	5.2164	0.0000	11.3326	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
L0k1a1b	6548.6	3947.9	9191.2	6.5486	3.9479	9.1912	2	rho_fallback_no_desc	NA	
L0k1a1c	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
L0k1a1d	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	2	rho_fallback_no_desc	NA	
L0k1a2	6920.6	4490.9	10671.3	6.9206	4.4909	10.6713	4	single_child_interpolation	NA	
L0k1a2a	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
L0k1a3	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
L0k1b	5216.4	5216.4	5216.4	5.2164	5.2164	5.2164	2	rho_fallback_no_desc	NA	
L0k2	25788.9	23871.2	27721.9	25.7889	23.8712	27.7219	6	rho_fallback_no_desc	NA	
L0k2a	18199.5	15704.2	20729.3	18.1995	15.7042	20.7294	4	single_child_interpolation	NA	
L0k2a1	11047.4	8521.4	13612.2	11.0474	8.5214	13.6122	3	single_child_interpolation	NA	
L0k2a1a	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
L0k2b	24808.6	24808.6	24808.6	24.8086	24.8086	24.8086	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
L1	115772.3	113929.0	117619.0	115.7723	113.9290	117.6190	420	rho_direct	NA	
L1'2'3'4'5'6	152525.9	152358.6	152693.3	152.5259	152.3586	152.6933	71272	rho_direct	NA	
L1b	31658.5	30740.5	32579.6	31.6585	30.7405	32.5796	212	rho_direct	NA	
L1b1	22803.4	21890.2	23720.2	22.8034	21.8903	23.7203	189	single_child_interpolation	NA	
L1b1a	13948.3	13040.0	14860.9	13.9483	13.0400	14.8609	188	rho_direct	NA	
L1b1a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
L1b1a1'4	13544.4	10326.7	16817.4	13.5444	10.3267	16.8174	16	rho_direct	low	ci_exceeds_ancestor
L1b1a10	10610.1	6428.7	14891.6	10.6101	6.4287	14.8916	12	rho_direct	low	ci_exceeds_ancestor
L1b1a10a	9245.6	1442.2	17416.8	9.2456	1.4422	17.4168	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
L1b1a10b	5216.4	102.5	10500.5	5.2164	0.1025	10.5005	2	rho_fallback_no_desc	NA	
L1b1a12	10610.1	2885.6	18683.9	10.6101	2.8856	18.6839	4	rho_fallback_no_desc	low	ci_exceeds_ancestor
L1b1a12a	3895.3	0.0	11819.6	3.8953	0.0000	11.8196	2	rho_fallback_no_desc	NA	
L1b1a12b	9245.6	0.0	23054.1	9.2456	0.0000	23.0541	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
L1b1a13	5216.4	5216.4	5216.4	5.2164	5.2164	5.2164	2	rho_fallback_no_desc	NA	
L1b1a14	11394.5	9412.5	13398.5	11.3945	9.4125	13.3985	14	rho_direct	NA	
L1b1a15	9473.2	5465.6	14237.1	9.4732	5.4656	14.2371	9	single_child_interpolation	low	ci_exceeds_ancestor
L1b1a15a	6548.6	0.0	14598.0	6.5486	0.0000	14.5980	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
L1b1a16	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
L1b1a17	14067.0	425.0	28756.8	14.067	0.4250	28.7568	4	rho_fallback_no_desc	low	ci_exceeds_ancestor
L1b1a18	7891.7	4067.5	11804.6	7.8917	4.0675	11.8046	8	rho_fallback_no_desc	NA	
L1b1a2	11985.1	7259.8	16834.9	11.9851	7.2598	16.8349	6	rho_fallback_no_desc	low	ci_exceeds_ancestor
L1b1a2a	5216.4	2242.5	8247.0	5.2164	2.2425	8.2470	3	rho_fallback_no_desc	NA	
L1b1a2b	5216.4	0.0	11332.6	5.2164	0.0000	11.3326	3	rho_fallback_no_desc	NA	
L1b1a3	8470.6	6522.1	10441.6	8.4706	6.5221	10.4416	42	rho_direct	NA	
L1b1a3a	4878.8	3261.1	7142.1	4.8788	3.2611	7.1421	11	single_child_interpolation	NA	
L1b1a3a1	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
L1b1a3b	10002.3	6387.4	13692.9	10.0023	6.3874	13.6929	9	rho_fallback_no_desc	low	ci_exceeds_ancestor
L1b1a4	9712.8	6478.1	13008.6	9.7127	6.4781	13.0086	14	single_child_interpolation	NA	
L1b1a4a	5881.1	2629.4	9199.7	5.8811	2.6294	9.1997	4	rho_fallback_no_desc	NA	
L1b1a5	1934.8	0.0	4391.4	1.9348	0.0000	4.3914	4	rho_fallback_no_desc	NA	
L1b1a6	6931.2	5146.6	8735.3	6.9312	5.1466	8.7353	14	rho_direct	NA	
L1b1a7	9582.3	7311.1	11898.3	9.5823	7.3111	11.8983	12	single_child_interpolation	NA	
L1b1a7a	5216.4	1582.2	8935.7	5.2164	1.5822	8.9357	5	rho_fallback_no_desc	NA	
L1b1a8	9245.6	1442.2	17416.8	9.2456	1.4422	17.4168	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
L1b1a9	12973.6	10788.8	15184.2	12.9736	10.7888	15.1842	7	rho_fallback_no_desc	low	ci_exceeds_ancestor
L1b1a_A189G	12397.8	10931.2	13876.2	12.3978	10.9312	13.8762	77	rho_direct	NA	
L1b2	21831.0	18580.6	25136.0	21.831	18.5806	25.1360	21	single_child_interpolation	NA	
L1b2'3	33507.8	30799.8	36242.3	33.5078	30.7998	36.2423	23	rho_direct	low	ci_exceeds_ancestor
L1b2a	10154.1	6361.4	14029.7	10.1541	6.3614	14.0297	12	rho_direct	NA	
L1b3	19012.5	19012.5	19012.5	19.0125	19.0125	19.0125	2	rho_fallback_no_desc	NA	
L1c	81643.1	79432.5	83862.0	81.6431	79.4325	83.8620	208	rho_direct	NA	
L1c1	66381.8	62981.2	69806.9	66.3818	62.9812	69.8069	72	rho_direct	NA	
L1c1'2'4'5'6	84493.4	82350.3	86643.8	84.4934	82.3503	86.6438	144	rho_direct	low	ci_exceeds_ancestor
L1c1'2'4'6	80841.3	78741.9	82948.1	80.8413	78.7419	82.9481	141	rho_direct	NA	
L1c1a	59925.2	56108.8	63775.6	59.9252	56.1088	63.7756	37	single_child_interpolation	NA	
L1c1a'b'd	62610.8	58828.7	66424.9	62.6108	58.8287	66.4249	60	rho_direct	NA	
L1c1a1	49733.3	42967.5	56626.4	49.7333	42.9675	56.6264	17	rho_direct	NA	
L1c1a1a	37788.5	31482.5	44230.1	37.7885	31.4825	44.2301	16	rho_direct	NA	
L1c1a1a1	20653.2	15398.8	26036.6	20.6532	15.3988	26.0366	14	rho_direct	NA	
L1c1a1a1a	11394.5	3616.4	19520.9	11.3945	3.6164	19.5209	7	rho_fallback_no_desc	NA	
L1c1a1a1b	13600.9	7913.8	19471.4	13.6009	7.9138	19.4714	7	single_child_interpolation	NA	
L1c1a1a1b1	6548.6	428.9	12906.3	6.5486	0.4289	12.9063	4	rho_fallback_no_desc	NA	
L1c1a1a2	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
L1c1a1b	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
L1c1a2	20287.5	15749.6	24922.1	20.2875	15.7496	24.9221	18	rho_direct	NA	
L1c1a2a	9051.5	4937.9	13265.4	9.0515	4.9379	13.2654	7	rho_fallback_no_desc	NA	
L1c1a2a1	7891.7	0.0	17288.6	7.8917	0.0000	17.2886	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
L1c1a2a2	5216.4	1582.2	8935.7	5.2164	1.5822	8.9357	4	rho_fallback_no_desc	NA	
L1c1a2b	7891.7	2569.5	13387.5	7.8917	2.5695	13.3875	7	rho_fallback_no_desc	NA	
L1c1a2c	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
L1c1a_T198C!	57239.6	53389.0	61126.3	57.2396	53.3890	61.1263	36	rho_direct	NA	
L1c1b	32686.9	30217.2	35189.2	32.6869	30.2172	35.1892	4	single_child_interpolation	NA	
L1c1b'd	52003.3	47063.8	57007.9	52.0033	47.0638	57.0079	23	rho_direct	NA	
L1c1b1	13370.5	13370.5	13370.5	13.3705	13.3705	13.3705	2	rho_fallback_no_desc	NA	
L1c1c	53148.1	46134.4	60362.3	53.1481	46.1344	60.3623	10	single_child_interpolation	NA	
L1c1c1	39914.4	29287.6	50917.8	39.9144	29.2876	50.9178	4	rho_fallback_no_desc	NA	
L1c1d	36665.5	30584.4	42875.1	36.6655	30.5844	42.8751	19	rho_direct	NA	
L1c1d1	24671.0	15292.2	34591.3	24.671	15.2922	34.5913	6	single_child_interpolation	NA	
L1c1d1a	12676.5	0.0	26307.6	12.6765	0.0000	26.3076	4	rho_fallback_no_desc	NA	
L1c1d2	26773.2	21712.5	31940.1	26.7732	21.7125	31.9401	3	rho_fallback_no_desc	NA	
L1c2	40468.9	38286.0	42667.2	40.4689	38.2860	42.6672	56	rho_direct	NA	
L1c2'4	76968.0	74640.7	79305.0	76.968	74.6407	79.3050	67	rho_direct	NA	
L1c2a	33063.7	30096.7	36062.9	33.0637	30.0967	36.0629	30	rho_direct	NA	
L1c2a1	26825.2	22675.1	31046.3	26.8252	22.6751	31.0463	19	rho_direct	NA	
L1c2a1a	7891.7	3258.3	12656.0	7.8917	3.2583	12.6560	15	rho_direct	NA	
L1c2a1b	19012.5	13481.7	24691.2	19.0125	13.4817	24.6912	2	rho_fallback_no_desc	NA	
L1c2a2	17790.2	9985.0	25901.2	17.7902	9.9850	25.9012	7	rho_fallback_no_desc	NA	
L1c2a3	21381.4	16105.2	26845.6	21.3814	16.1052	26.8456	4	single_child_interpolation	NA	
L1c2a3a	9699.2	2113.7	17628.3	9.6992	2.1137	17.6283	3	rho_fallback_no_desc	NA	
L1c2b	37300.0	34167.1	40466.4	37.3	34.1671	40.4664	26	rho_direct	NA	
L1c2b1	33916.6	30789.8	37078.8	33.9166	30.7898	37.0788	21	rho_direct	NA	
L1c2b1a	22342.2	17724.0	27066.9	22.3422	17.7240	27.0669	4	single_child_interpolation	NA	
L1c2b1a'b	31313.8	27448.5	35235.7	31.3138	27.4485	35.2357	16	rho_direct	NA	
L1c2b1a1	13370.5	7999.6	18898.1	13.3705	7.9996	18.8981	2	rho_fallback_no_desc	NA	
L1c2b1b	19421.5	13100.5	25934.9	19.4215	13.1005	25.9349	7	rho_fallback_no_desc	NA	
L1c2b1b1	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
L1c2b1b2	12445.8	3632.4	21698.7	12.4458	3.6324	21.6987	3	rho_fallback_no_desc	NA	
L1c2b1c	9517.6	5570.4	13556.1	9.5176	5.5704	13.5561	5	rho_fallback_no_desc	NA	
L1c2b2	29550.3	19665.3	39827.8	29.5503	19.6653	39.8278	5	rho_fallback_no_desc	NA	
L1c3	44013.1	41281.3	46767.5	44.0131	41.2813	46.7675	64	rho_direct	NA	
L1c3a	35431.1	30131.1	40872.2	35.4311	30.1311	40.8722	31	single_child_interpolation	NA	
L1c3a1	26849.1	18980.9	34976.9	26.8491	18.9809	34.9769	13	rho_direct	NA	
L1c3a1a	20927.9	14391.2	27664.4	20.9279	14.3912	27.6644	6	rho_fallback_no_desc	NA	
L1c3a1b	14766.0	7844.0	21943.0	14.766	7.8440	21.9430	6	rho_fallback_no_desc	NA	
L1c3b	35513.8	32668.8	38387.1	35.5138	32.6688	38.3871	14	rho_direct	NA	
L1c3b'c	40761.7	38483.0	43057.1	40.7617	38.4830	43.0571	33	rho_direct	NA	
L1c3b1	12516.7	9447.3	15637.6	12.5167	9.4473	15.6376	13	rho_direct	NA	
L1c3b1a	2911.8	475.3	5388.4	2.9118	0.4753	5.3884	8	rho_fallback_no_desc	NA	
L1c3b1b	12445.8	2661.2	22775.4	12.4458	2.6612	22.7754	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
L1c3b2	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
L1c3c	28231.0	24849.1	31658.8	28.231	24.8491	31.6588	19	rho_direct	NA	
L1c4	36827.1	27791.1	46149.2	36.8271	27.7911	46.1492	11	rho_direct	NA	
L1c4a	7891.7	2689.8	13259.3	7.8917	2.6898	13.2593	2	rho_fallback_no_desc	NA	
L1c4b	31753.3	14473.7	50223.9	31.7533	14.4737	50.2239	6	rho_fallback_no_desc	low	ci_exceeds_ancestor
L1c5	9699.2	0.0	24495.7	9.6992	0.0000	24.4957	3	rho_fallback_no_desc	NA	
L1c6	55794.7	49485.3	62204.2	55.7947	49.4853	62.2042	2	rho_fallback_no_desc	NA	
L2	71459.8	70357.4	72564.4	71.4598	70.3574	72.5644	906	rho_direct	NA	
L2'3'4'5'6	136027.5	135860.8	136194.1	136.0275	135.8608	136.1941	70852	rho_direct	NA	
L2'3'4'6	101039.7	100874.0	101205.3	101.0397	100.8740	101.2053	70828	rho_direct	NA	
L2a	53184.5	52457.2	53913.1	53.1845	52.4572	53.9131	689	rho_direct	NA	
L2a'b'c'd	64404.6	63344.2	65467.6	64.4046	63.3442	65.4676	891	rho_direct	NA	
L2a1	20392.5	19744.8	21042.1	20.3925	19.7448	21.0421	655	rho_direct	NA	
L2a1'2'3'4	32078.9	31372.6	32787.0	32.0789	31.3726	32.7870	680	rho_direct	NA	
L2a1_G143A	24028.1	22787.9	25274.8	24.0281	22.7879	25.2748	214	rho_direct	low	ci_exceeds_ancestor
L2a1_G143A_G16309A!	36548.1	30160.8	43077.5	36.5481	30.1608	43.0775	11	rho_direct	low	ci_exceeds_ancestor
L2a1_G143A_T16189C!_(C16192T)	17726.5	16313.3	19149.4	17.7265	16.3133	19.1494	102	rho_direct	NA	
L2a1_G143A_T16189C!_(C16192T)_G16309A!	18233.9	15698.6	20800.2	18.2339	15.6986	20.8002	22	rho_direct	low	ci_exceeds_ancestor
L2a1_T16189C!_(C16192T)	14916.3	14397.7	15436.3	14.9163	14.3977	15.4363	289	rho_direct	NA	
L2a1a	10124.1	8986.7	11268.9	10.1241	8.9867	11.2689	152	rho_direct	NA	
L2a1a1	11243.4	8525.2	14003.0	11.2434	8.5252	14.0030	13	rho_direct	low	ci_exceeds_ancestor
L2a1a2	6122.8	4794.8	7461.8	6.1228	4.7948	7.4618	91	rho_direct	NA	
L2a1a2a	8778.3	6619.9	10967.2	8.7783	6.6199	10.9672	11	single_child_interpolation	low	ci_exceeds_ancestor
L2a1a2a1	8842.2	5907.8	11832.7	8.8422	5.9078	11.8327	10	single_child_interpolation	low	ci_exceeds_ancestor
L2a1a2a1a	8906.1	5195.6	12698.2	8.9061	5.1956	12.6982	8	rho_fallback_no_desc	low	ci_exceeds_ancestor
L2a1a2b	8973.9	5039.4	13000.2	8.9739	5.0394	13.0002	5	rho_fallback_no_desc	low	ci_exceeds_ancestor
L2a1a2c	8793.1	5854.7	11782.5	8.7931	5.8547	11.7825	6	rho_fallback_no_desc	low	ci_exceeds_ancestor
L2a1a3	14183.3	11109.2	17307.3	14.1833	11.1092	17.3073	24	rho_direct	low	ci_exceeds_ancestor
L2a1a3a	7442.8	3777.3	11190.6	7.4428	3.7773	11.1906	6	rho_fallback_no_desc	NA	
L2a1a3b	11985.1	4053.2	20274.7	11.9851	4.0532	20.2747	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
L2a1a3c	13370.5	6589.3	20403.5	13.3705	6.5893	20.4035	8	rho_fallback_no_desc	low	ci_exceeds_ancestor
L2a1b	12914.7	12433.7	13396.9	12.9147	12.4337	13.3969	195	rho_direct	NA	
L2a1b1	8784.4	8337.9	9232.0	8.7844	8.3379	9.2320	185	single_child_interpolation	NA	
L2a1b1a	4654.1	4242.1	5067.2	4.6541	4.2421	5.0672	179	rho_direct	NA	
L2a1b2	11296.3	5042.3	17773.8	11.2963	5.0423	17.7738	4	rho_fallback_no_desc	low	ci_exceeds_ancestor
L2a1b3	10610.1	10610.1	10610.1	10.6101	10.6101	10.6101	2	rho_fallback_no_desc	NA	
L2a1b_G143A	11762.4	11521.9	12003.5	11.7624	11.5219	12.0035	5	single_child_interpolation	NA	
L2a1c	20635.3	18809.0	22476.9	20.6353	18.8090	22.4769	92	rho_direct	low	ci_exceeds_ancestor
L2a1c1	14314.5	11715.8	16948.5	14.3145	11.7158	16.9485	11	single_child_interpolation	NA	
L2a1c1a	8277.4	5861.9	10727.7	8.2774	5.8619	10.7277	7	rho_fallback_no_desc	NA	
L2a1c1a1	6548.6	0.0	14598.0	6.5486	0.0000	14.5980	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
L2a1c1a2	5216.4	2907.8	7559.0	5.2164	2.9078	7.5590	5	rho_fallback_no_desc	NA	
L2a1c2	15280.9	12114.0	18514.6	15.2809	12.1140	18.5146	10	single_child_interpolation	NA	
L2a1c2a	9926.5	5419.0	14552.3	9.9265	5.4190	14.5523	4	rho_fallback_no_desc	NA	
L2a1c3	22666.0	19596.1	25777.9	22.666	19.5961	25.7779	30	rho_direct	low	ci_exceeds_ancestor
L2a1c3a	17095.8	13420.7	20843.3	17.0958	13.4207	20.8433	17	single_child_interpolation	NA	
L2a1c3a1	10891.2	7008.2	14865.2	10.8912	7.0082	14.8652	6	single_child_interpolation	NA	
L2a1c3a1a	4686.6	595.7	8887.1	4.6866	0.5957	8.8871	5	rho_fallback_no_desc	NA	
L2a1c3b	19232.6	14310.2	24271.4	19.2326	14.3102	24.2714	13	rho_direct	low	ci_exceeds_ancestor
L2a1c3b1	15233.5	8169.2	22561.0	15.2335	8.1692	22.5610	6	rho_fallback_no_desc	low	ci_exceeds_ancestor
L2a1c3b2	12261.4	5414.8	19371.1	12.2614	5.4148	19.3711	5	rho_fallback_no_desc	NA	
L2a1c4	14940.5	12037.1	17898.2	14.9405	12.0371	17.8982	9	single_child_interpolation	NA	
L2a1c4a	12093.0	7913.6	16388.2	12.093	7.9135	16.3882	8	single_child_interpolation	NA	
L2a1c4a1	9245.6	3790.0	14878.2	9.2456	3.7900	14.8782	4	rho_fallback_no_desc	NA	
L2a1c5	6857.5	3499.7	10285.2	6.8575	3.4997	10.2852	13	rho_direct	NA	
L2a1c6	5216.4	0.0	11332.6	5.2164	0.0000	11.3326	3	rho_fallback_no_desc	NA	
L2a1c_G16129A!	13746.4	11154.4	16381.1	13.7464	11.1544	16.3811	15	single_child_interpolation	NA	
L2a1c_T16086C	20351.5	17569.7	23169.2	20.3515	17.5697	23.1692	15	rho_direct	low	ci_exceeds_ancestor
L2a1d	25228.2	20665.0	29880.1	25.2282	20.6650	29.8801	7	rho_fallback_no_desc	low	ci_exceeds_ancestor
L2a1d1	13370.5	7576.3	19347.5	13.3705	7.5763	19.3475	4	rho_fallback_no_desc	NA	
L2a1d2	20447.4	12150.8	29072.0	20.4474	12.1508	29.0720	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
L2a1e	17490.5	15322.4	19688.9	17.4905	15.3224	19.6889	9	single_child_interpolation	NA	
L2a1e1	10952.9	7856.9	14103.0	10.9529	7.8569	14.1030	8	rho_fallback_no_desc	NA	
L2a1f	10069.4	8950.0	11195.8	10.0694	8.9500	11.1958	86	rho_direct	NA	
L2a1f1	8309.0	6448.9	10193.5	8.309	6.4489	10.1935	16	single_child_interpolation	NA	
L2a1f1a	6548.6	3947.9	9191.2	6.5486	3.9479	9.1912	2	rho_fallback_no_desc	NA	
L2a1f2	12973.6	8225.2	17845.1	12.9736	8.2252	17.8451	7	rho_fallback_no_desc	low	ci_exceeds_ancestor
L2a1f3	5747.9	4052.9	7461.0	5.7479	4.0529	7.4610	15	rho_direct	NA	
L2a1g	8973.9	5039.4	13000.2	8.9739	5.0394	13.0002	5	rho_fallback_no_desc	NA	
L2a1h	20882.2	17688.6	24147.0	20.8822	17.6886	24.1470	4	single_child_interpolation	low	ci_exceeds_ancestor
L2a1h1	5216.4	5216.4	5216.4	5.2164	5.2164	5.2164	3	rho_fallback_no_desc	NA	
L2a1i	14226.5	10621.5	17910.3	14.2265	10.6215	17.9103	14	single_child_interpolation	NA	
L2a1i1	10219.1	5544.5	15020.4	10.2191	5.5445	15.0204	7	rho_fallback_no_desc	NA	
L2a1j	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
L2a1k	11525.6	7963.6	15158.6	11.5256	7.9636	15.1586	3	rho_fallback_no_desc	NA	
L2a1l	16454.0	14115.2	18820.2	16.454	14.1152	18.8202	40	rho_direct	NA	
L2a1l1	17993.4	13640.4	22439.5	17.9934	13.6404	22.4395	14	rho_direct	low	ci_exceeds_ancestor
L2a1l1a	11525.6	6268.5	16938.9	11.5256	6.2685	16.9389	6	rho_fallback_no_desc	NA	
L2a1l1a1	7891.7	7891.7	7891.7	7.8917	7.8917	7.8917	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
L2a1l1a2	13370.5	7999.6	18898.1	13.3705	7.9996	18.8981	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
L2a1l1b	16730.5	11755.7	21833.3	16.7305	11.7557	21.8333	7	single_child_interpolation	low	ci_exceeds_ancestor
L2a1l1b1	15467.6	9871.0	21227.2	15.4676	9.8710	21.2272	4	rho_fallback_no_desc	low	ci_exceeds_ancestor
L2a1l2	9519.7	7314.1	11753.6	9.5197	7.3141	11.7536	14	single_child_interpolation	NA	
L2a1l2a	5403.3	3657.1	7798.1	5.4033	3.6571	7.7981	4	single_child_interpolation	NA	
L2a1l2a1	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
L2a1l3	10610.1	0.0	27405.3	10.6101	0.0000	27.4053	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
L2a1m	14994.0	10668.0	19472.2	14.9939	10.6680	19.4722	8	single_child_interpolation	low	ci_exceeds_ancestor
L2a1m1	12255.8	6531.4	18207.9	12.2558	6.5314	18.2079	5	single_child_interpolation	NA	
L2a1m1a	9517.6	2394.9	16943.6	9.5176	2.3949	16.9436	5	rho_fallback_no_desc	NA	
L2a1n	9245.6	6273.4	12269.5	9.2456	6.2734	12.2695	10	rho_direct	NA	
L2a1o	10610.1	5322.5	16058.8	10.6101	5.3225	16.0588	2	rho_fallback_no_desc	NA	
L2a1p	11525.6	6829.1	16346.3	11.5256	6.8291	16.3463	3	rho_fallback_no_desc	NA	
L2a1q	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
L2a2	28919.5	23344.8	34618.1	28.9195	23.3448	34.6181	18	rho_direct	low	ci_exceeds_ancestor
L2a2'3	31066.2	25495.8	36755.6	31.0662	25.4958	36.7556	19	rho_direct	low	ci_exceeds_ancestor
L2a2'3'4	39294.4	34707.3	43950.9	39.2944	34.7073	43.9509	25	rho_direct	low	ci_exceeds_ancestor
L2a2a	19764.8	13986.0	25709.2	19.7648	13.9860	25.7092	8	single_child_interpolation	NA	
L2a2a1	10610.1	4627.3	16800.2	10.6101	4.6273	16.8002	7	rho_fallback_no_desc	NA	
L2a2b	26576.1	19859.9	33481.3	26.5761	19.8599	33.4813	10	rho_direct	low	ci_exceeds_ancestor
L2a2b1	20671.0	13784.1	27785.2	20.6711	13.7841	27.7852	7	single_child_interpolation	NA	
L2a2b1a	14766.0	7708.3	22089.1	14.766	7.7083	22.0891	6	rho_fallback_no_desc	NA	
L2a2b2	9699.2	538.0	19366.8	9.6992	0.5380	19.3668	3	rho_fallback_no_desc	NA	
L2a3	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
L2a4	27266.9	19400.7	35390.4	27.2669	19.4007	35.3904	6	rho_fallback_no_desc	low	ci_exceeds_ancestor
L2a4a	9926.5	129.7	20301.8	9.9265	0.1297	20.3018	4	rho_fallback_no_desc	NA	
L2a4b	21891.8	10829.4	33528.9	21.8918	10.8294	33.5289	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
L2a5	52562.7	48380.3	56791.1	52.5627	48.3803	56.7911	9	rho_fallback_no_desc	low	ci_exceeds_ancestor
L2a5a	30749.7	21909.4	39895.6	30.7497	21.9094	39.8956	3	rho_fallback_no_desc	NA	
L2a5b	34786.7	32801.1	36786.2	34.7867	32.8011	36.7862	3	rho_fallback_no_desc	NA	
L2b	28830.2	26766.9	30910.2	28.8302	26.7669	30.9102	78	rho_direct	NA	
L2b'c	58099.1	54938.0	61284.3	58.0991	54.9380	61.2843	185	rho_direct	NA	
L2b'c'd	77684.6	74630.2	80755.5	77.6846	74.6302	80.7555	202	rho_direct	low	ci_exceeds_ancestor
L2b1	18344.1	15947.1	20768.9	18.3441	15.9471	20.7689	47	rho_direct	NA	
L2b1a	12587.7	9991.4	15220.7	12.5877	9.9914	15.2207	39	rho_direct	NA	
L2b1a2	17790.2	13312.9	22366.4	17.7902	13.3129	22.3664	7	rho_fallback_no_desc	low	ci_exceeds_ancestor
L2b1a3	4158.6	2844.6	5483.8	4.1586	2.8446	5.4838	20	rho_direct	NA	
L2b1a4	17587.2	9408.7	26103.5	17.5872	9.4087	26.1035	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
L2b1b	15233.5	9034.7	21633.9	15.2335	9.0347	21.6339	6	rho_fallback_no_desc	low	ci_exceeds_ancestor
L2b2	17023.3	14504.7	19578.6	17.0233	14.5047	19.5786	13	single_child_interpolation	NA	
L2b2a	5216.4	2242.5	8247.0	5.2164	2.2425	8.2470	7	rho_fallback_no_desc	NA	
L2b3	27431.7	22686.8	32268.6	27.4317	22.6868	32.2686	9	rho_fallback_no_desc	low	ci_exceeds_ancestor
L2b3a	12445.8	10173.0	14746.6	12.4458	10.1730	14.7466	6	rho_fallback_no_desc	NA	
L2b3b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
L2b3c	19968.1	7245.6	33488.4	19.9681	7.2456	33.4884	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
L2c	18132.2	16646.7	19628.3	18.1322	16.6467	19.6283	107	rho_direct	NA	
L2c1	19050.2	16390.0	21750.0	19.0502	16.3900	21.7500	14	single_child_interpolation	low	ci_exceeds_ancestor
L2c1a	19968.1	16133.4	23871.8	19.9681	16.1334	23.8718	9	rho_fallback_no_desc	low	ci_exceeds_ancestor
L2c2	17649.0	14621.6	20721.3	17.649	14.6216	20.7213	23	rho_direct	low	ci_exceeds_ancestor
L2c2a	11765.0	8053.0	15561.2	11.765	8.0530	15.5612	6	single_child_interpolation	NA	
L2c2a1	5881.1	1484.4	10401.1	5.8811	1.4844	10.4011	4	rho_fallback_no_desc	NA	
L2c2b	18752.6	15901.8	21642.4	18.7526	15.9018	21.6424	11	rho_direct	low	ci_exceeds_ancestor
L2c2b1	14299.7	11580.7	17057.6	14.2997	11.5807	17.0576	9	rho_fallback_no_desc	NA	
L2c2b1a	8567.3	6045.6	11126.6	8.5673	6.0456	11.1266	4	rho_fallback_no_desc	NA	
