Sample	Grouping	Group
E250102369_L01_8034	Corridor_NCS	Southern
E250102369_L01_8034	Sichuan_geographic_regions	Non_Sichuan
E250102369_L01_8034	Elevation_group	Low
E250102369_L01_8034	Language	Tai_Kadai
E250105374_L01_8064	Corridor_and_key_regions	South_China
E250105374_L01_8064	Corridor_NCS	Southern
E250105374_L01_8064	Sichuan_geographic_regions	Non_Sichuan
E250105374_L01_8064	Elevation_group	Middle
E250105374_L01_8064	Language	Tai_Kadai
E250105374_L01_8067	Corridor_and_key_regions	South_China
E250105374_L01_8067	Corridor_NCS	Southern
E250105374_L01_8067	Sichuan_geographic_regions	Non_Sichuan
E250105374_L01_8067	Elevation_group	Middle
E250105374_L01_8067	Language	Tai_Kadai
E250102307_L01_8076	Corridor_and_key_regions	South_China
E250102307_L01_8076	Corridor_NCS	Southern
E250102307_L01_8076	Sichuan_geographic_regions	Non_Sichuan
E250102307_L01_8076	Elevation_group	Middle
E250102307_L01_8076	Language	Tai_Kadai
111-1930-1919	Corridor_and_key_regions	South_China
111-1930-1919	Corridor_NCS	Southern
111-1930-1919	Sichuan_geographic_regions	Non_Sichuan
111-1930-1919	Elevation_group	Middle
111-1930-1919	Language	Sinitic
GSRD012808A00_BB0_00	Corridor_and_key_regions	South_China
GSRD012808A00_BB0_00	Corridor_NCS	Southern
GSRD012808A00_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GSRD012808A00_BB0_00	Elevation_group	Middle
GSRD012808A00_BB0_00	Language	Sinitic
GSRD012808A01_BB0_00	Corridor_and_key_regions	South_China
GSRD012808A01_BB0_00	Corridor_NCS	Southern
GSRD012808A01_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GSRD012808A01_BB0_00	Elevation_group	Middle
GSRD012808A01_BB0_00	Language	Sinitic
111-1850-2584	Corridor_and_key_regions	South_China
111-1850-2584	Corridor_NCS	Southern
111-1850-2584	Sichuan_geographic_regions	Non_Sichuan
111-1850-2584	Elevation_group	Middle
111-1850-2584	Language	Sinitic
023-0001-8957	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0001-8957	Corridor_NCS	Southern
023-0001-8957	Sichuan_geographic_regions	Non_Sichuan
023-0001-8957	Elevation_group	Low
023-0001-8957	Language	Tai_Kadai
023-0001-8833	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0001-8833	Corridor_NCS	Southern
023-0001-8833	Sichuan_geographic_regions	Non_Sichuan
023-0001-8833	Elevation_group	Middle
023-0001-8833	Language	Tibeto_Burman
HG02391	Corridor_and_key_regions	South_China
HG02391	Corridor_NCS	Southern
HG02391	Sichuan_geographic_regions	Non_Sichuan
HG02391	Elevation_group	Low
HG02391	Language	Tai_Kadai
HG01810	Corridor_and_key_regions	South_China
HG01810	Corridor_NCS	Southern
HG01810	Sichuan_geographic_regions	Non_Sichuan
HG01810	Elevation_group	Low
HG01810	Language	Tai_Kadai
HG02379	Corridor_and_key_regions	South_China
HG02379	Corridor_NCS	Southern
HG02379	Sichuan_geographic_regions	Non_Sichuan
HG02379	Elevation_group	Low
HG02379	Language	Tai_Kadai
HG02355	Corridor_and_key_regions	South_China
HG02355	Corridor_NCS	Southern
HG02355	Sichuan_geographic_regions	Non_Sichuan
HG02355	Elevation_group	Low
HG02355	Language	Tai_Kadai
023-0001-8940	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0001-8940	Corridor_NCS	Southern
023-0001-8940	Sichuan_geographic_regions	Non_Sichuan
023-0001-8940	Elevation_group	Low
023-0001-8940	Language	Austroasiatic
HG02406	Corridor_and_key_regions	South_China
HG02406	Corridor_NCS	Southern
HG02406	Sichuan_geographic_regions	Non_Sichuan
HG02406	Elevation_group	Low
HG02406	Language	Tai_Kadai
HG02383	Corridor_and_key_regions	South_China
HG02383	Corridor_NCS	Southern
HG02383	Sichuan_geographic_regions	Non_Sichuan
HG02383	Elevation_group	Low
HG02383	Language	Tai_Kadai
HG02380	Corridor_and_key_regions	South_China
HG02380	Corridor_NCS	Southern
HG02380	Sichuan_geographic_regions	Non_Sichuan
HG02380	Elevation_group	Low
HG02380	Language	Tai_Kadai
023-0001-8942	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0001-8942	Corridor_NCS	Southern
023-0001-8942	Sichuan_geographic_regions	Non_Sichuan
023-0001-8942	Elevation_group	Low
023-0001-8942	Language	Austroasiatic
E250102338_L01_8001	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250102338_L01_8001	Corridor_NCS	Southern
E250102338_L01_8001	Sichuan_geographic_regions	Non_Sichuan
E250102338_L01_8001	Elevation_group	Low
E250102338_L01_8001	Language	Tibeto_Burman
E250102338_L01_8014	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250102338_L01_8014	Corridor_NCS	Southern
E250102338_L01_8014	Sichuan_geographic_regions	Non_Sichuan
E250102338_L01_8014	Elevation_group	Low
E250102338_L01_8014	Language	Tibeto_Burman
E250102338_L01_8015	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250102338_L01_8015	Corridor_NCS	Southern
E250102338_L01_8015	Sichuan_geographic_regions	Non_Sichuan
E250102338_L01_8015	Elevation_group	Low
E250102338_L01_8015	Language	Tibeto_Burman
E250102338_L01_8022	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250102338_L01_8022	Corridor_NCS	Southern
E250102338_L01_8022	Sichuan_geographic_regions	Non_Sichuan
E250102338_L01_8022	Elevation_group	Low
E250102338_L01_8022	Language	Tibeto_Burman
E250102278_L01_8026	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250102278_L01_8026	Corridor_NCS	Southern
E250102278_L01_8026	Sichuan_geographic_regions	Non_Sichuan
E250102278_L01_8026	Elevation_group	Low
E250102278_L01_8026	Language	Tibeto_Burman
E250102278_L01_8028	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250102278_L01_8028	Corridor_NCS	Southern
E250102278_L01_8028	Sichuan_geographic_regions	Non_Sichuan
E250102278_L01_8028	Elevation_group	Low
E250102278_L01_8028	Language	Tibeto_Burman
E250102278_L01_8029	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250102278_L01_8029	Corridor_NCS	Southern
E250102278_L01_8029	Sichuan_geographic_regions	Non_Sichuan
E250102278_L01_8029	Elevation_group	Low
E250102278_L01_8029	Language	Tibeto_Burman
E250102278_L01_8032	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250102278_L01_8032	Corridor_NCS	Southern
E250102278_L01_8032	Sichuan_geographic_regions	Non_Sichuan
E250102278_L01_8032	Elevation_group	Low
E250102278_L01_8032	Language	Tibeto_Burman
E250102278_L01_8033	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250102278_L01_8033	Corridor_NCS	Southern
E250102278_L01_8033	Sichuan_geographic_regions	Non_Sichuan
E250102278_L01_8033	Elevation_group	Low
E250102278_L01_8033	Language	Tibeto_Burman
E250102278_L01_8034	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250102278_L01_8034	Corridor_NCS	Southern
E250102278_L01_8034	Sichuan_geographic_regions	Non_Sichuan
E250102278_L01_8034	Elevation_group	Low
E250102278_L01_8034	Language	Tibeto_Burman
E250102278_L01_8036	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250102278_L01_8036	Corridor_NCS	Southern
E250102278_L01_8036	Sichuan_geographic_regions	Non_Sichuan
E250102278_L01_8036	Elevation_group	Low
E250102278_L01_8036	Language	Tibeto_Burman
E250104257_L01_8101	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250104257_L01_8101	Corridor_NCS	Southern
E250104257_L01_8101	Sichuan_geographic_regions	Non_Sichuan
E250104257_L01_8101	Elevation_group	Low
E250104257_L01_8101	Language	Tibeto_Burman
E250104257_L01_8102	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250104257_L01_8102	Corridor_NCS	Southern
E250104257_L01_8102	Sichuan_geographic_regions	Non_Sichuan
E250104257_L01_8102	Elevation_group	Low
E250104257_L01_8102	Language	Tibeto_Burman
E250104257_L01_8104	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250104257_L01_8104	Corridor_NCS	Southern
E250104257_L01_8104	Sichuan_geographic_regions	Non_Sichuan
E250104257_L01_8104	Elevation_group	Low
E250104257_L01_8104	Language	Tibeto_Burman
E250104246_L01_8115	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250104246_L01_8115	Corridor_NCS	Southern
E250104246_L01_8115	Sichuan_geographic_regions	Non_Sichuan
E250104246_L01_8115	Elevation_group	Low
E250104246_L01_8115	Language	Tibeto_Burman
E250104246_L01_8123	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250104246_L01_8123	Corridor_NCS	Southern
E250104246_L01_8123	Sichuan_geographic_regions	Non_Sichuan
E250104246_L01_8123	Elevation_group	Low
E250104246_L01_8123	Language	Tibeto_Burman
E250105359_L01_8050	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250105359_L01_8050	Corridor_NCS	Southern
E250105359_L01_8050	Sichuan_geographic_regions	Non_Sichuan
E250105359_L01_8050	Elevation_group	Low
E250105359_L01_8050	Language	Tibeto_Burman
E250105359_L01_8051	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250105359_L01_8051	Corridor_NCS	Southern
E250105359_L01_8051	Sichuan_geographic_regions	Non_Sichuan
E250105359_L01_8051	Elevation_group	Low
E250105359_L01_8051	Language	Tibeto_Burman
111-1893-8321	Corridor_and_key_regions	Zang_Yi_Corridor_Core
111-1893-8321	Corridor_NCS	Southern
111-1893-8321	Sichuan_geographic_regions	Non_Sichuan
111-1893-8321	Elevation_group	Middle
111-1893-8321	Language	Tibeto_Burman
023-0001-8754	Corridor_and_key_regions	South_China
023-0001-8754	Corridor_NCS	Southern
023-0001-8754	Sichuan_geographic_regions	Non_Sichuan
023-0001-8754	Elevation_group	Middle
023-0001-8754	Language	Tibeto_Burman
023-0001-8775	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0001-8775	Corridor_NCS	Southern
023-0001-8775	Sichuan_geographic_regions	Non_Sichuan
023-0001-8775	Elevation_group	Middle
023-0001-8775	Language	Tibeto_Burman
023-0001-8776	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0001-8776	Corridor_NCS	Southern
023-0001-8776	Sichuan_geographic_regions	Non_Sichuan
023-0001-8776	Elevation_group	Middle
023-0001-8776	Language	Tibeto_Burman
023-0001-8779	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0001-8779	Corridor_NCS	Southern
023-0001-8779	Sichuan_geographic_regions	Non_Sichuan
023-0001-8779	Elevation_group	Middle
023-0001-8779	Language	Tibeto_Burman
023-0001-8780	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0001-8780	Corridor_NCS	Southern
023-0001-8780	Sichuan_geographic_regions	Non_Sichuan
023-0001-8780	Elevation_group	Middle
023-0001-8780	Language	Tibeto_Burman
023-0001-8781	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0001-8781	Corridor_NCS	Southern
023-0001-8781	Sichuan_geographic_regions	Non_Sichuan
023-0001-8781	Elevation_group	Middle
023-0001-8781	Language	Tibeto_Burman
023-0001-8782	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0001-8782	Corridor_NCS	Southern
023-0001-8782	Sichuan_geographic_regions	Non_Sichuan
023-0001-8782	Elevation_group	Middle
023-0001-8782	Language	Tibeto_Burman
111-1596-9069	Corridor_and_key_regions	South_China
111-1596-9069	Corridor_NCS	Southern
111-1596-9069	Sichuan_geographic_regions	Non_Sichuan
111-1596-9069	Elevation_group	Low
111-1596-9069	Language	Tai_Kadai
2W111808212730	Corridor_and_key_regions	Zang_Yi_Corridor_Core
2W111808212730	Corridor_NCS	Southern
2W111808212730	Sichuan_geographic_regions	Non_Sichuan
2W111808212730	Elevation_group	Middle
2W111808212730	Language	Tibeto_Burman
2W601808160154	Corridor_and_key_regions	Zang_Yi_Corridor_Core
2W601808160154	Corridor_NCS	Southern
2W601808160154	Sichuan_geographic_regions	Non_Sichuan
2W601808160154	Elevation_group	Middle
2W601808160154	Language	Tibeto_Burman
2W601808195980	Corridor_and_key_regions	Zang_Yi_Corridor_Core
2W601808195980	Corridor_NCS	Southern
2W601808195980	Sichuan_geographic_regions	Non_Sichuan
2W601808195980	Elevation_group	Middle
2W601808195980	Language	Tibeto_Burman
2W821808198142	Corridor_and_key_regions	Zang_Yi_Corridor_Core
2W821808198142	Corridor_NCS	Southern
2W821808198142	Sichuan_geographic_regions	Non_Sichuan
2W821808198142	Elevation_group	Middle
2W821808198142	Language	Tibeto_Burman
111-1833-6424	Corridor_and_key_regions	South_China
111-1833-6424	Corridor_NCS	Southern
111-1833-6424	Sichuan_geographic_regions	Non_Sichuan
111-1833-6424	Elevation_group	Middle
111-1833-6424	Language	Sinitic
111-1801-4117	Corridor_and_key_regions	Zang_Yi_Corridor_Core
111-1801-4117	Corridor_NCS	Southern
111-1801-4117	Sichuan_geographic_regions	Non_Sichuan
111-1801-4117	Elevation_group	Low
111-1801-4117	Language	Sinitic
111-1788-8597	Corridor_and_key_regions	South_China
111-1788-8597	Corridor_NCS	Southern
111-1788-8597	Sichuan_geographic_regions	Non_Sichuan
111-1788-8597	Elevation_group	Middle
111-1788-8597	Language	Sinitic
023-0001-8768	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0001-8768	Corridor_NCS	Southern
023-0001-8768	Sichuan_geographic_regions	Non_Sichuan
023-0001-8768	Elevation_group	Middle
023-0001-8768	Language	Tibeto_Burman
111-1306-6296	Corridor_and_key_regions	South_China
111-1306-6296	Corridor_NCS	Southern
111-1306-6296	Sichuan_geographic_regions	Non_Sichuan
111-1306-6296	Elevation_group	Low
111-1306-6296	Language	Sinitic
111-1295-8257	Corridor_and_key_regions	South_China
111-1295-8257	Corridor_NCS	Southern
111-1295-8257	Sichuan_geographic_regions	Non_Sichuan
111-1295-8257	Elevation_group	Middle
111-1295-8257	Language	Sinitic
111-1730-3397	Corridor_and_key_regions	South_China
111-1730-3397	Corridor_NCS	Southern
111-1730-3397	Sichuan_geographic_regions	Non_Sichuan
111-1730-3397	Elevation_group	Middle
111-1730-3397	Language	Sinitic
111-1722-9123	Corridor_and_key_regions	South_China
111-1722-9123	Corridor_NCS	Southern
111-1722-9123	Sichuan_geographic_regions	Non_Sichuan
111-1722-9123	Elevation_group	Low
111-1722-9123	Language	Tibeto_Burman
2W391808190054	Corridor_and_key_regions	Zang_Yi_Corridor_Core
2W391808190054	Corridor_NCS	Southern
2W391808190054	Sichuan_geographic_regions	Non_Sichuan
2W391808190054	Elevation_group	Middle
2W391808190054	Language	Tibeto_Burman
GSRD009739A00_BB0_01	Corridor_and_key_regions	Corridor_Periphery
GSRD009739A00_BB0_01	Corridor_NCS	Southern
GSRD009739A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD009739A00_BB0_01	Elevation_group	Middle
GSRD009739A00_BB0_01	Language	Sinitic
GSRD009739A01_BB0_01	Corridor_and_key_regions	South_China
GSRD009739A01_BB0_01	Corridor_NCS	Southern
GSRD009739A01_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD009739A01_BB0_01	Elevation_group	Middle
GSRD009739A01_BB0_01	Language	Sinitic
111-1808-0945	Corridor_and_key_regions	South_China
111-1808-0945	Corridor_NCS	Southern
111-1808-0945	Sichuan_geographic_regions	Non_Sichuan
111-1808-0945	Elevation_group	Low
111-1808-0945	Language	Sinitic
111-1855-8833	Corridor_and_key_regions	South_China
111-1855-8833	Corridor_NCS	Southern
111-1855-8833	Sichuan_geographic_regions	Non_Sichuan
111-1855-8833	Elevation_group	Middle
111-1855-8833	Language	Sinitic
111-1318-1487	Corridor_and_key_regions	South_China
111-1318-1487	Corridor_NCS	Southern
111-1318-1487	Sichuan_geographic_regions	Non_Sichuan
111-1318-1487	Elevation_group	Middle
111-1318-1487	Language	Sinitic
111-1174-0822	Corridor_and_key_regions	South_China
111-1174-0822	Corridor_NCS	Southern
111-1174-0822	Sichuan_geographic_regions	Non_Sichuan
111-1174-0822	Elevation_group	Middle
111-1174-0822	Language	Sinitic
111-1164-5202	Corridor_and_key_regions	South_China
111-1164-5202	Corridor_NCS	Southern
111-1164-5202	Sichuan_geographic_regions	Non_Sichuan
111-1164-5202	Elevation_group	Middle
111-1164-5202	Language	Sinitic
111-1325-8271	Corridor_and_key_regions	South_China
111-1325-8271	Corridor_NCS	Southern
111-1325-8271	Sichuan_geographic_regions	Non_Sichuan
111-1325-8271	Elevation_group	Middle
111-1325-8271	Language	Sinitic
111-1170-1502	Corridor_and_key_regions	South_China
111-1170-1502	Corridor_NCS	Southern
111-1170-1502	Sichuan_geographic_regions	Non_Sichuan
111-1170-1502	Elevation_group	Middle
111-1170-1502	Language	Sinitic
111-1186-3606	Corridor_and_key_regions	South_China
111-1186-3606	Corridor_NCS	Southern
111-1186-3606	Sichuan_geographic_regions	Non_Sichuan
111-1186-3606	Elevation_group	Middle
111-1186-3606	Language	Sinitic
111-1434-4867	Corridor_and_key_regions	Zang_Yi_Corridor_Core
111-1434-4867	Corridor_NCS	Southern
111-1434-4867	Sichuan_geographic_regions	Non_Sichuan
111-1434-4867	Elevation_group	Middle
111-1434-4867	Language	Sinitic
E250102307_L01_8074	Corridor_and_key_regions	South_China
E250102307_L01_8074	Corridor_NCS	Southern
E250102307_L01_8074	Sichuan_geographic_regions	Non_Sichuan
E250102307_L01_8074	Elevation_group	Middle
E250102307_L01_8074	Language	Tai_Kadai
E250102307_L01_8079	Corridor_and_key_regions	South_China
E250102307_L01_8079	Corridor_NCS	Southern
E250102307_L01_8079	Sichuan_geographic_regions	Non_Sichuan
E250102307_L01_8079	Elevation_group	Middle
E250102307_L01_8079	Language	Tai_Kadai
111-1870-4919	Corridor_and_key_regions	South_China
111-1870-4919	Corridor_NCS	Southern
111-1870-4919	Sichuan_geographic_regions	Non_Sichuan
111-1870-4919	Elevation_group	Middle
111-1870-4919	Language	Tibeto_Burman
023-0001-8836	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0001-8836	Corridor_NCS	Southern
023-0001-8836	Sichuan_geographic_regions	Non_Sichuan
023-0001-8836	Elevation_group	Middle
023-0001-8836	Language	Tibeto_Burman
E250104257_L01_8103	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250104257_L01_8103	Corridor_NCS	Southern
E250104257_L01_8103	Sichuan_geographic_regions	Non_Sichuan
E250104257_L01_8103	Elevation_group	Low
E250104257_L01_8103	Language	Tibeto_Burman
E250104246_L01_8121	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250104246_L01_8121	Corridor_NCS	Southern
E250104246_L01_8121	Sichuan_geographic_regions	Non_Sichuan
E250104246_L01_8121	Elevation_group	Low
E250104246_L01_8121	Language	Tibeto_Burman
E250104246_L01_8122	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250104246_L01_8122	Corridor_NCS	Southern
E250104246_L01_8122	Sichuan_geographic_regions	Non_Sichuan
E250104246_L01_8122	Elevation_group	Low
E250104246_L01_8122	Language	Tibeto_Burman
111-1303-8866	Corridor_and_key_regions	South_China
111-1303-8866	Corridor_NCS	Southern
111-1303-8866	Sichuan_geographic_regions	Non_Sichuan
111-1303-8866	Elevation_group	Low
111-1303-8866	Language	Tai_Kadai
2W661808190064	Corridor_and_key_regions	Zang_Yi_Corridor_Core
2W661808190064	Corridor_NCS	Southern
2W661808190064	Sichuan_geographic_regions	Non_Sichuan
2W661808190064	Elevation_group	Middle
2W661808190064	Language	Tibeto_Burman
111-1200-0949	Corridor_and_key_regions	Zang_Yi_Corridor_Core
111-1200-0949	Corridor_NCS	Southern
111-1200-0949	Sichuan_geographic_regions	Non_Sichuan
111-1200-0949	Elevation_group	Middle
111-1200-0949	Language	Tibeto_Burman
111-1928-4939	Corridor_and_key_regions	South_China
111-1928-4939	Corridor_NCS	Southern
111-1928-4939	Sichuan_geographic_regions	Non_Sichuan
111-1928-4939	Elevation_group	Middle
111-1928-4939	Language	Sinitic
111-1668-2011	Corridor_and_key_regions	South_China
111-1668-2011	Corridor_NCS	Southern
111-1668-2011	Sichuan_geographic_regions	Non_Sichuan
111-1668-2011	Elevation_group	Middle
111-1668-2011	Language	Sinitic
111-1831-9496	Corridor_and_key_regions	South_China
111-1831-9496	Corridor_NCS	Southern
111-1831-9496	Sichuan_geographic_regions	Non_Sichuan
111-1831-9496	Elevation_group	Middle
111-1831-9496	Language	Sinitic
E250105374_L01_8068	Corridor_and_key_regions	South_China
E250105374_L01_8068	Corridor_NCS	Southern
E250105374_L01_8068	Sichuan_geographic_regions	Non_Sichuan
E250105374_L01_8068	Elevation_group	Middle
E250105374_L01_8068	Language	Tai_Kadai
990-0012-9507	Corridor_and_key_regions	Zang_Yi_Corridor_Core
990-0012-9507	Corridor_NCS	Southern
990-0012-9507	Sichuan_geographic_regions	Non_Sichuan
990-0012-9507	Elevation_group	Middle
990-0012-9507	Language	Sinitic
111-1896-1893	Corridor_and_key_regions	South_China
111-1896-1893	Corridor_NCS	Southern
111-1896-1893	Sichuan_geographic_regions	Non_Sichuan
111-1896-1893	Elevation_group	Middle
111-1896-1893	Language	Sinitic
111-1899-5478	Corridor_and_key_regions	South_China
111-1899-5478	Corridor_NCS	Southern
111-1899-5478	Sichuan_geographic_regions	Non_Sichuan
111-1899-5478	Elevation_group	Middle
111-1899-5478	Language	Sinitic
E250102369_L01_8033	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250102369_L01_8033	Corridor_NCS	Southern
E250102369_L01_8033	Sichuan_geographic_regions	Non_Sichuan
E250102369_L01_8033	Elevation_group	Low
E250102369_L01_8033	Language	Tai_Kadai
023-0001-8864	Corridor_and_key_regions	South_China
023-0001-8864	Corridor_NCS	Southern
023-0001-8864	Sichuan_geographic_regions	Non_Sichuan
023-0001-8864	Elevation_group	Low
023-0001-8864	Language	Hmong_Mien
023-0001-8868	Corridor_and_key_regions	South_China
023-0001-8868	Corridor_NCS	Southern
023-0001-8868	Sichuan_geographic_regions	Non_Sichuan
023-0001-8868	Elevation_group	Low
023-0001-8868	Language	Hmong_Mien
111-1379-9705	Corridor_and_key_regions	Zang_Yi_Corridor_Core
111-1379-9705	Corridor_NCS	Southern
111-1379-9705	Sichuan_geographic_regions	Non_Sichuan
111-1379-9705	Elevation_group	Low
111-1379-9705	Language	Sinitic
GSRD009741A00_BB1_01	Corridor_and_key_regions	Zang_Yi_Corridor_Core
GSRD009741A00_BB1_01	Corridor_NCS	Southern
GSRD009741A00_BB1_01	Sichuan_geographic_regions	Non_Sichuan
GSRD009741A00_BB1_01	Elevation_group	Low
GSRD009741A00_BB1_01	Language	Sinitic
GSRD009741A01_BB1_01	Corridor_and_key_regions	South_China
GSRD009741A01_BB1_01	Corridor_NCS	Southern
GSRD009741A01_BB1_01	Sichuan_geographic_regions	Non_Sichuan
GSRD009741A01_BB1_01	Elevation_group	Middle
GSRD009741A01_BB1_01	Language	Sinitic
111-1699-1533	Corridor_and_key_regions	South_China
111-1699-1533	Corridor_NCS	Southern
111-1699-1533	Sichuan_geographic_regions	Non_Sichuan
111-1699-1533	Elevation_group	Middle
111-1699-1533	Language	Sinitic
111-1202-5362	Corridor_and_key_regions	Zang_Yi_Corridor_Core
111-1202-5362	Corridor_NCS	Southern
111-1202-5362	Sichuan_geographic_regions	Non_Sichuan
111-1202-5362	Elevation_group	Middle
111-1202-5362	Language	Tibeto_Burman
111-1216-6508	Corridor_and_key_regions	Zang_Yi_Corridor_Core
111-1216-6508	Corridor_NCS	Southern
111-1216-6508	Sichuan_geographic_regions	Non_Sichuan
111-1216-6508	Elevation_group	Middle
111-1216-6508	Language	Tibeto_Burman
111-1869-5323	Corridor_and_key_regions	Corridor_Periphery
111-1869-5323	Corridor_NCS	Southern
111-1869-5323	Sichuan_geographic_regions	Non_Sichuan
111-1869-5323	Elevation_group	Middle
111-1869-5323	Language	Tibeto_Burman
111-1272-2537	Corridor_and_key_regions	Zang_Yi_Corridor_Core
111-1272-2537	Corridor_NCS	Southern
111-1272-2537	Sichuan_geographic_regions	Non_Sichuan
111-1272-2537	Elevation_group	Middle
111-1272-2537	Language	Tibeto_Burman
111-1373-1859	Corridor_and_key_regions	South_China
111-1373-1859	Corridor_NCS	Southern
111-1373-1859	Sichuan_geographic_regions	Non_Sichuan
111-1373-1859	Elevation_group	Low
111-1373-1859	Language	Sinitic
111-1662-4387	Corridor_and_key_regions	South_China
111-1662-4387	Corridor_NCS	Southern
111-1662-4387	Sichuan_geographic_regions	Non_Sichuan
111-1662-4387	Elevation_group	Middle
111-1662-4387	Language	Sinitic
111-1603-8863	Corridor_and_key_regions	South_China
111-1603-8863	Corridor_NCS	Southern
111-1603-8863	Sichuan_geographic_regions	Non_Sichuan
111-1603-8863	Elevation_group	Middle
111-1603-8863	Language	Sinitic
111-1587-1386	Corridor_and_key_regions	South_China
111-1587-1386	Corridor_NCS	Southern
111-1587-1386	Sichuan_geographic_regions	Non_Sichuan
111-1587-1386	Elevation_group	Middle
111-1587-1386	Language	Sinitic
990-0012-2997	Corridor_and_key_regions	Zang_Yi_Corridor_Core
990-0012-2997	Corridor_NCS	Southern
990-0012-2997	Sichuan_geographic_regions	Non_Sichuan
990-0012-2997	Elevation_group	Middle
990-0012-2997	Language	Sinitic
E250105359_L01_8052	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250105359_L01_8052	Corridor_NCS	Southern
E250105359_L01_8052	Sichuan_geographic_regions	Non_Sichuan
E250105359_L01_8052	Elevation_group	Low
E250105359_L01_8052	Language	Tibeto_Burman
111-1273-7746	Corridor_and_key_regions	South_China
111-1273-7746	Corridor_NCS	Southern
111-1273-7746	Sichuan_geographic_regions	Non_Sichuan
111-1273-7746	Elevation_group	Low
111-1273-7746	Language	Tibeto_Burman
111-1281-0975	Corridor_and_key_regions	Zang_Yi_Corridor_Core
111-1281-0975	Corridor_NCS	Southern
111-1281-0975	Sichuan_geographic_regions	Non_Sichuan
111-1281-0975	Elevation_group	Middle
111-1281-0975	Language	Tibeto_Burman
111-1889-3361	Corridor_and_key_regions	Zang_Yi_Corridor_Core
111-1889-3361	Corridor_NCS	Southern
111-1889-3361	Sichuan_geographic_regions	Non_Sichuan
111-1889-3361	Elevation_group	Middle
111-1889-3361	Language	Sinitic
YN-518_BB0_00	Corridor_and_key_regions	Zang_Yi_Corridor_Core
YN-518_BB0_00	Corridor_NCS	Southern
YN-518_BB0_00	Sichuan_geographic_regions	Non_Sichuan
YN-518_BB0_00	Elevation_group	Middle
YN-518_BB0_00	Language	Tibeto_Burman
YN-107_BB1_01	Corridor_and_key_regions	Zang_Yi_Corridor_Core
YN-107_BB1_01	Corridor_NCS	Southern
YN-107_BB1_01	Sichuan_geographic_regions	Non_Sichuan
YN-107_BB1_01	Elevation_group	Middle
YN-107_BB1_01	Language	Tibeto_Burman
GSRD010694A01_BB0_01	Corridor_and_key_regions	Corridor_Periphery
GSRD010694A01_BB0_01	Corridor_NCS	Southern
GSRD010694A01_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD010694A01_BB0_01	Elevation_group	Middle
GSRD010694A01_BB0_01	Language	Sinitic
GSRD010027A01_BB0_01	Corridor_and_key_regions	South_China
GSRD010027A01_BB0_01	Corridor_NCS	Southern
GSRD010027A01_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD010027A01_BB0_01	Elevation_group	Low
GSRD010027A01_BB0_01	Language	Sinitic
E250105374_L01_8066	Corridor_and_key_regions	South_China
E250105374_L01_8066	Corridor_NCS	Southern
E250105374_L01_8066	Sichuan_geographic_regions	Non_Sichuan
E250105374_L01_8066	Elevation_group	Middle
E250105374_L01_8066	Language	Tai_Kadai
HGDP01326	Corridor_and_key_regions	South_China
