haplogroup	region	n_samples	rho	se	age_years	ci95_lower_years	ci95_upper_years	age_kya	ci95_lower_kya	ci95_upper_kya	confidence	flag
J1c6e	synonymous	0							NA	NA	no_ci	no_descendants
J1c6e	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c6e	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c6e	hvsii	0							NA	NA	no_ci	no_descendants
J1c6e	control	0							NA	NA	no_ci	no_descendants
J1c6f	complete	0							NA	NA	no_ci	no_descendants
J1c6f	synonymous	0							NA	NA	no_ci	no_descendants
J1c6f	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c6f	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c6f	hvsii	0							NA	NA	no_ci	no_descendants
J1c6f	control	0							NA	NA	no_ci	no_descendants
J1c6g	complete	0							NA	NA	no_ci	no_descendants
J1c6g	synonymous	0							NA	NA	no_ci	no_descendants
J1c6g	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c6g	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c6g	hvsii	0							NA	NA	no_ci	no_descendants
J1c6g	control	0							NA	NA	no_ci	no_descendants
J1c6h	complete	0							NA	NA	no_ci	no_descendants
J1c6h	synonymous	0							NA	NA	no_ci	no_descendants
J1c6h	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c6h	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c6h	hvsii	0							NA	NA	no_ci	no_descendants
J1c6h	control	0							NA	NA	no_ci	no_descendants
J1c6h1	complete	0							NA	NA	no_ci	no_descendants
J1c6h1	synonymous	0							NA	NA	no_ci	no_descendants
J1c6h1	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c6h1	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c6h1	hvsii	0							NA	NA	no_ci	no_descendants
J1c6h1	control	0							NA	NA	no_ci	no_descendants
J1c6h1a	complete	0							NA	NA	no_ci	no_descendants
J1c6h1a	synonymous	0							NA	NA	no_ci	no_descendants
J1c6h1a	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c6h1a	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c6h1a	hvsii	0							NA	NA	no_ci	no_descendants
J1c6h1a	control	0							NA	NA	no_ci	no_descendants
J1c6h1a1	complete	0							NA	NA	no_ci	no_descendants
J1c6h1a1	synonymous	0							NA	NA	no_ci	no_descendants
J1c6h1a1	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c6h1a1	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c6h1a1	hvsii	0							NA	NA	no_ci	no_descendants
J1c6h1a1	control	0							NA	NA	no_ci	no_descendants
J1c6h1a1^	complete	0							NA	NA	no_ci	no_descendants
J1c6h1a1^	synonymous	0							NA	NA	no_ci	no_descendants
J1c6h1a1^	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c6h1a1^	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c6h1a1^	hvsii	0							NA	NA	no_ci	no_descendants
J1c6h1a1^	control	0							NA	NA	no_ci	no_descendants
J1c6i	complete	0							NA	NA	no_ci	no_descendants
J1c6i	synonymous	0							NA	NA	no_ci	no_descendants
J1c6i	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c6i	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c6i	hvsii	0							NA	NA	no_ci	no_descendants
J1c6i	control	0							NA	NA	no_ci	no_descendants
J1c6k	complete	0							NA	NA	no_ci	no_descendants
J1c6k	synonymous	0							NA	NA	no_ci	no_descendants
J1c6k	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c6k	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c6k	hvsii	0							NA	NA	no_ci	no_descendants
J1c6k	control	0							NA	NA	no_ci	no_descendants
J1c6l	complete	0							NA	NA	no_ci	no_descendants
J1c6l	synonymous	0							NA	NA	no_ci	no_descendants
J1c6l	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c6l	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c6l	hvsii	0							NA	NA	no_ci	no_descendants
J1c6l	control	0							NA	NA	no_ci	no_descendants
J1c7	complete	12	4.75	0.350865	12676.5	10780.9	14591.6	12.6765	10.7809	14.5916	medium	
J1c7	synonymous	12	0.25	0.130558	1968.0	-46.4	3982.4	1.968	-0.0464	3.9824	medium	negative_lower_ci
J1c7	hvsi_full	12	0.833333	0.112367	13897.5	10224.6	17570.4	13.8975	10.2246	17.5704	medium	
J1c7	hvsi_trans	12	0.833333	0.112367	15704.2	11553.8	19854.6	15.7042	11.5538	19.8546	medium	
J1c7	hvsii	12	1.916667	0.148647	42910.3	36387.6	49433.0	42.9103	36.3876	49.4330	medium	
J1c7	control	12	3.75	0.179435	33967.5	30781.9	37153.1	33.9675	30.7819	37.1531	medium	
J1c7+16092	complete	11	4.454545	0.492925	11859.7	9214.1	14544.0	11.8597	9.2141	14.5440	medium	
J1c7+16092	synonymous	11	0.181818	0.121967	1431.3	-450.6	3313.1	1.4313	-0.4506	3.3131	medium	negative_lower_ci
J1c7+16092	hvsi_full	11	0.454545	0.247299	7580.5	-503.0	15663.9	7.5805	-0.5030	15.6639	medium	negative_lower_ci
J1c7+16092	hvsi_trans	11	0.454545	0.247299	8565.9	-568.4	17700.2	8.5659	-0.5684	17.7002	medium	negative_lower_ci
J1c7+16092	hvsii	11	1.909091	0.162623	42740.7	35604.7	49876.7	42.7407	35.6047	49.8767	medium	
J1c7+16092	control	11	3.363636	0.363636	30467.8	24011.9	36923.7	30.4678	24.0119	36.9237	medium	
J1c7+16092+152	complete	0							NA	NA	no_ci	no_descendants
J1c7+16092+152	synonymous	0							NA	NA	no_ci	no_descendants
J1c7+16092+152	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7+16092+152	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7+16092+152	hvsii	0							NA	NA	no_ci	no_descendants
J1c7+16092+152	control	0							NA	NA	no_ci	no_descendants
J1c74	complete	0							NA	NA	no_ci	no_descendants
J1c74	synonymous	0							NA	NA	no_ci	no_descendants
J1c74	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c74	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c74	hvsii	0							NA	NA	no_ci	no_descendants
J1c74	control	0							NA	NA	no_ci	no_descendants
J1c75	complete	0							NA	NA	no_ci	no_descendants
J1c75	synonymous	0							NA	NA	no_ci	no_descendants
J1c75	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c75	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c75	hvsii	0							NA	NA	no_ci	no_descendants
J1c75	control	0							NA	NA	no_ci	no_descendants
J1c76	complete	0							NA	NA	no_ci	no_descendants
J1c76	synonymous	0							NA	NA	no_ci	no_descendants
J1c76	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c76	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c76	hvsii	0							NA	NA	no_ci	no_descendants
J1c76	control	0							NA	NA	no_ci	no_descendants
J1c77	complete	0							NA	NA	no_ci	no_descendants
J1c77	synonymous	0							NA	NA	no_ci	no_descendants
J1c77	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c77	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c77	hvsii	0							NA	NA	no_ci	no_descendants
J1c77	control	0							NA	NA	no_ci	no_descendants
J1c78	complete	0							NA	NA	no_ci	no_descendants
J1c78	synonymous	0							NA	NA	no_ci	no_descendants
J1c78	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c78	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c78	hvsii	0							NA	NA	no_ci	no_descendants
J1c78	control	0							NA	NA	no_ci	no_descendants
J1c79	complete	0							NA	NA	no_ci	no_descendants
J1c79	synonymous	0							NA	NA	no_ci	no_descendants
J1c79	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c79	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c79	hvsii	0							NA	NA	no_ci	no_descendants
J1c79	control	0							NA	NA	no_ci	no_descendants
J1c7a	complete	8	3.125	0.47949	8229.1	5708.5	10787.7	8.2291	5.7085	10.7877	low	
J1c7a	synonymous	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	low	
J1c7a	hvsi_full	8	0.625	0.323899	10423.1	-164.1	21010.4	10.4231	-0.1641	21.0104	low	negative_lower_ci
J1c7a	hvsi_trans	8	0.625	0.323899	11778.1	-185.5	23741.7	11.7781	-0.1855	23.7417	low	negative_lower_ci
J1c7a	hvsii	8	1.875	0.226582	41977.5	32035.0	51920.0	41.9775	32.0350	51.9200	low	
J1c7a	control	8	3.5	0.5	31703.0	22826.2	40579.8	31.703	22.8262	40.5798	low	
J1c7a+16092	complete	5	3.2	0.374166	8431.9	6459.3	10427.6	8.4319	6.4593	10.4276	low	ci_exceeds_ancestor
J1c7a+16092	synonymous	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	low	ci_exceeds_ancestor
J1c7a+16092	hvsi_full	5	0.8	0.2	13341.6	6804.2	19879.0	13.3416	6.8042	19.8790	low	ci_exceeds_ancestor
J1c7a+16092	hvsi_trans	5	0.8	0.2	15076.0	7688.8	22463.2	15.076	7.6888	22.4632	low	ci_exceeds_ancestor
J1c7a+16092	hvsii	5	1.8	0.374166	40298.4	23879.8	56717.0	40.2984	23.8798	56.7170	low	ci_exceeds_ancestor
J1c7a+16092	control	5	3.6	0.4	32608.8	25507.3	39710.3	32.6088	25.5073	39.7103	low	ci_exceeds_ancestor
J1c7a+16092+16261	complete	0							NA	NA	no_ci	no_descendants
J1c7a+16092+16261	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a+16092+16261	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a+16092+16261	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a+16092+16261	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a+16092+16261	control	0							NA	NA	no_ci	no_descendants
J1c7a+16092+2392	complete	0							NA	NA	no_ci	no_descendants
J1c7a+16092+2392	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a+16092+2392	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a+16092+2392	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a+16092+2392	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a+16092+2392	control	0							NA	NA	no_ci	no_descendants
J1c7a+16092+9152	complete	1	3.0		7891.7			7.8917	NA	NA	no_ci	
J1c7a+16092+9152	synonymous	1	0.0		0.0			0.0	NA	NA	no_ci	
J1c7a+16092+9152	hvsi_full	1	1.0		16677.0			16.677	NA	NA	no_ci	
J1c7a+16092+9152	hvsi_trans	1	1.0		18845.0			18.845	NA	NA	no_ci	
J1c7a+16092+9152	hvsii	1	2.0		44776.0			44.776	NA	NA	no_ci	
J1c7a+16092+9152	control	1	4.0		36232.0			36.232	NA	NA	no_ci	
J1c7a+16241	complete	0							NA	NA	no_ci	no_descendants
J1c7a+16241	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a+16241	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a+16241	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a+16241	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a+16241	control	0							NA	NA	no_ci	no_descendants
J1c7a+189	complete	0							NA	NA	no_ci	no_descendants
J1c7a+189	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a+189	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a+189	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a+189	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a+189	control	0							NA	NA	no_ci	no_descendants
J1c7a+189+152	complete	0							NA	NA	no_ci	no_descendants
J1c7a+189+152	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a+189+152	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a+189+152	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a+189+152	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a+189+152	control	0							NA	NA	no_ci	no_descendants
J1c7a11	complete	0							NA	NA	no_ci	no_descendants
J1c7a11	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a11	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a11	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a11	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a11	control	0							NA	NA	no_ci	no_descendants
J1c7a12	complete	0							NA	NA	no_ci	no_descendants
J1c7a12	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a12	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a12	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a12	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a12	control	0							NA	NA	no_ci	no_descendants
J1c7a12a	complete	0							NA	NA	no_ci	no_descendants
J1c7a12a	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a12a	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a12a	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a12a	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a12a	control	0							NA	NA	no_ci	no_descendants
J1c7a15	complete	0							NA	NA	no_ci	no_descendants
J1c7a15	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a15	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a15	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a15	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a15	control	0							NA	NA	no_ci	no_descendants
J1c7a16	complete	0							NA	NA	no_ci	no_descendants
J1c7a16	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a16	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a16	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a16	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a16	control	0							NA	NA	no_ci	no_descendants
J1c7a17	complete	0							NA	NA	no_ci	no_descendants
J1c7a17	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a17	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a17	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a17	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a17	control	0							NA	NA	no_ci	no_descendants
J1c7a17+207	complete	0							NA	NA	no_ci	no_descendants
J1c7a17+207	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a17+207	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a17+207	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a17+207	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a17+207	control	0							NA	NA	no_ci	no_descendants
J1c7a18	complete	0							NA	NA	no_ci	no_descendants
J1c7a18	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a18	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a18	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a18	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a18	control	0							NA	NA	no_ci	no_descendants
J1c7a19	complete	0							NA	NA	no_ci	no_descendants
J1c7a19	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a19	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a19	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a19	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a19	control	0							NA	NA	no_ci	no_descendants
J1c7a19+189	complete	0							NA	NA	no_ci	no_descendants
J1c7a19+189	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a19+189	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a19+189	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a19+189	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a19+189	control	0							NA	NA	no_ci	no_descendants
J1c7a2	complete	1	3.0		7891.7			7.8917	NA	NA	no_ci	
J1c7a2	synonymous	1	0.0		0.0			0.0	NA	NA	no_ci	
J1c7a2	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
J1c7a2	hvsi_trans	1	0.0		0.0			0.0	NA	NA	no_ci	
J1c7a2	hvsii	1	2.0		44776.0			44.776	NA	NA	no_ci	
J1c7a2	control	1	3.0		27174.0			27.174	NA	NA	no_ci	
J1c7a20	complete	0							NA	NA	no_ci	no_descendants
J1c7a20	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a20	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a20	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a20	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a20	control	0							NA	NA	no_ci	no_descendants
J1c7a21	complete	0							NA	NA	no_ci	no_descendants
J1c7a21	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a21	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a21	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a21	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a21	control	0							NA	NA	no_ci	no_descendants
J1c7a22	complete	0							NA	NA	no_ci	no_descendants
J1c7a22	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a22	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a22	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a22	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a22	control	0							NA	NA	no_ci	no_descendants
J1c7a23	complete	0							NA	NA	no_ci	no_descendants
J1c7a23	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a23	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a23	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a23	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a23	control	0							NA	NA	no_ci	no_descendants
J1c7a24	complete	0							NA	NA	no_ci	no_descendants
J1c7a24	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a24	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a24	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a24	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a24	control	0							NA	NA	no_ci	no_descendants
J1c7a24+10915	complete	0							NA	NA	no_ci	no_descendants
J1c7a24+10915	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a24+10915	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a24+10915	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a24+10915	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a24+10915	control	0							NA	NA	no_ci	no_descendants
J1c7a2a	complete	1	2.0		5216.4			5.2164	NA	NA	no_ci	
J1c7a2a	synonymous	1	0.0		0.0			0.0	NA	NA	no_ci	
J1c7a2a	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
J1c7a2a	hvsi_trans	1	0.0		0.0			0.0	NA	NA	no_ci	
J1c7a2a	hvsii	1	2.0		44776.0			44.776	NA	NA	no_ci	
J1c7a2a	control	1	3.0		27174.0			27.174	NA	NA	no_ci	
J1c7a2a+16261	complete	0							NA	NA	no_ci	no_descendants
J1c7a2a+16261	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a2a+16261	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a2a+16261	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a2a+16261	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a2a+16261	control	0							NA	NA	no_ci	no_descendants
J1c7a2b	complete	0							NA	NA	no_ci	no_descendants
J1c7a2b	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a2b	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a2b	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a2b	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a2b	control	0							NA	NA	no_ci	no_descendants
J1c7a2c	complete	0							NA	NA	no_ci	no_descendants
J1c7a2c	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a2c	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a2c	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a2c	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a2c	control	0							NA	NA	no_ci	no_descendants
J1c7a3	complete	0							NA	NA	no_ci	no_descendants
J1c7a3	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a3	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a3	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a3	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a3	control	0							NA	NA	no_ci	no_descendants
J1c7a31	complete	0							NA	NA	no_ci	no_descendants
J1c7a31	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a31	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a31	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a31	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a31	control	0							NA	NA	no_ci	no_descendants
J1c7a31+16192	complete	0							NA	NA	no_ci	no_descendants
J1c7a31+16192	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a31+16192	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a31+16192	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a31+16192	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a31+16192	control	0							NA	NA	no_ci	no_descendants
J1c7a31+16519	complete	0							NA	NA	no_ci	no_descendants
J1c7a31+16519	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a31+16519	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a31+16519	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a31+16519	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a31+16519	control	0							NA	NA	no_ci	no_descendants
J1c7a31b	complete	0							NA	NA	no_ci	no_descendants
J1c7a31b	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a31b	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a31b	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a31b	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a31b	control	0							NA	NA	no_ci	no_descendants
J1c7a31b1	complete	0							NA	NA	no_ci	no_descendants
J1c7a31b1	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a31b1	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a31b1	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a31b1	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a31b1	control	0							NA	NA	no_ci	no_descendants
J1c7a31b1a	complete	0							NA	NA	no_ci	no_descendants
J1c7a31b1a	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a31b1a	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a31b1a	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a31b1a	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a31b1a	control	0							NA	NA	no_ci	no_descendants
J1c7a31c	complete	0							NA	NA	no_ci	no_descendants
J1c7a31c	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a31c	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a31c	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a31c	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a31c	control	0							NA	NA	no_ci	no_descendants
J1c7a31c1	complete	0							NA	NA	no_ci	no_descendants
J1c7a31c1	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a31c1	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a31c1	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a31c1	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a31c1	control	0							NA	NA	no_ci	no_descendants
J1c7a31d	complete	0							NA	NA	no_ci	no_descendants
J1c7a31d	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a31d	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a31d	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a31d	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a31d	control	0							NA	NA	no_ci	no_descendants
J1c7a31e	complete	0							NA	NA	no_ci	no_descendants
J1c7a31e	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a31e	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a31e	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a31e	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a31e	control	0							NA	NA	no_ci	no_descendants
J1c7a31e1	complete	0							NA	NA	no_ci	no_descendants
J1c7a31e1	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a31e1	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a31e1	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a31e1	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a31e1	control	0							NA	NA	no_ci	no_descendants
J1c7a31f	complete	0							NA	NA	no_ci	no_descendants
J1c7a31f	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a31f	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a31f	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a31f	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a31f	control	0							NA	NA	no_ci	no_descendants
J1c7a31f1	complete	0							NA	NA	no_ci	no_descendants
J1c7a31f1	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a31f1	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a31f1	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a31f1	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a31f1	control	0							NA	NA	no_ci	no_descendants
J1c7a31f1a	complete	0							NA	NA	no_ci	no_descendants
J1c7a31f1a	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a31f1a	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a31f1a	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a31f1a	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a31f1a	control	0							NA	NA	no_ci	no_descendants
J1c7a31f2	complete	0							NA	NA	no_ci	no_descendants
J1c7a31f2	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a31f2	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a31f2	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a31f2	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a31f2	control	0							NA	NA	no_ci	no_descendants
J1c7a31g	complete	0							NA	NA	no_ci	no_descendants
J1c7a31g	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a31g	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a31g	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a31g	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a31g	control	0							NA	NA	no_ci	no_descendants
J1c7a31h	complete	0							NA	NA	no_ci	no_descendants
J1c7a31h	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a31h	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a31h	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a31h	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a31h	control	0							NA	NA	no_ci	no_descendants
J1c7a31i	complete	0							NA	NA	no_ci	no_descendants
J1c7a31i	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a31i	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a31i	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a31i	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a31i	control	0							NA	NA	no_ci	no_descendants
J1c7a31j	complete	0							NA	NA	no_ci	no_descendants
J1c7a31j	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a31j	hvsi_full	0							NA	NA	no_ci	no_descendants
