haplogroup	region	n_samples	rho	se	age_years	ci95_lower_years	ci95_upper_years	age_kya	ci95_lower_kya	ci95_upper_kya	confidence	flag
H3h5f	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3h5f	hvsii	0							NA	NA	no_ci	no_descendants
H3h5f	control	0							NA	NA	no_ci	no_descendants
H3h6	complete	2	1.5	1.5	3895.3	-3640.6	11819.6	3.8953	-3.6406	11.8196	very_low	negative_lower_ci;ci_exceeds_ancestor
H3h6	synonymous	2	0.5	0.5	3936.0	-3778.6	11650.6	3.936	-3.7786	11.6506	very_low	negative_lower_ci;ci_exceeds_ancestor
H3h6	hvsi_full	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	ci_exceeds_ancestor
H3h6	hvsi_trans	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	ci_exceeds_ancestor
H3h6	hvsii	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	ci_exceeds_ancestor
H3h6	control	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	ci_exceeds_ancestor
H3h6+152	complete	0							NA	NA	no_ci	no_descendants
H3h6+152	synonymous	0							NA	NA	no_ci	no_descendants
H3h6+152	hvsi_full	0							NA	NA	no_ci	no_descendants
H3h6+152	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3h6+152	hvsii	0							NA	NA	no_ci	no_descendants
H3h6+152	control	0							NA	NA	no_ci	no_descendants
H3h6a	complete	0							NA	NA	no_ci	no_descendants
H3h6a	synonymous	0							NA	NA	no_ci	no_descendants
H3h6a	hvsi_full	0							NA	NA	no_ci	no_descendants
H3h6a	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3h6a	hvsii	0							NA	NA	no_ci	no_descendants
H3h6a	control	0							NA	NA	no_ci	no_descendants
H3h6a1	complete	0							NA	NA	no_ci	no_descendants
H3h6a1	synonymous	0							NA	NA	no_ci	no_descendants
H3h6a1	hvsi_full	0							NA	NA	no_ci	no_descendants
H3h6a1	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3h6a1	hvsii	0							NA	NA	no_ci	no_descendants
H3h6a1	control	0							NA	NA	no_ci	no_descendants
H3h6c	complete	1	2.0		5216.4			5.2164	NA	NA	no_ci	
H3h6c	synonymous	1	1.0		7872.0			7.872	NA	NA	no_ci	
H3h6c	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
H3h6c	hvsi_trans	1	0.0		0.0			0.0	NA	NA	no_ci	
H3h6c	hvsii	1	0.0		0.0			0.0	NA	NA	no_ci	
H3h6c	control	1	0.0		0.0			0.0	NA	NA	no_ci	
H3h6c1	complete	1	1.0		2585.4			2.5854	NA	NA	no_ci	
H3h6c1	synonymous	1	1.0		7872.0			7.872	NA	NA	no_ci	
H3h6c1	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
H3h6c1	hvsi_trans	1	0.0		0.0			0.0	NA	NA	no_ci	
H3h6c1	hvsii	1	0.0		0.0			0.0	NA	NA	no_ci	
H3h6c1	control	1	0.0		0.0			0.0	NA	NA	no_ci	
H3h6c1a	complete	1	0.0		0.0			0.0	NA	NA	no_ci	
H3h6c1a	synonymous	1	0.0		0.0			0.0	NA	NA	no_ci	
H3h6c1a	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
H3h6c1a	hvsi_trans	1	0.0		0.0			0.0	NA	NA	no_ci	
H3h6c1a	hvsii	1	0.0		0.0			0.0	NA	NA	no_ci	
H3h6c1a	control	1	0.0		0.0			0.0	NA	NA	no_ci	
H3h6c2	complete	0							NA	NA	no_ci	no_descendants
H3h6c2	synonymous	0							NA	NA	no_ci	no_descendants
H3h6c2	hvsi_full	0							NA	NA	no_ci	no_descendants
H3h6c2	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3h6c2	hvsii	0							NA	NA	no_ci	no_descendants
H3h6c2	control	0							NA	NA	no_ci	no_descendants
H3h6d	complete	0							NA	NA	no_ci	no_descendants
H3h6d	synonymous	0							NA	NA	no_ci	no_descendants
H3h6d	hvsi_full	0							NA	NA	no_ci	no_descendants
H3h6d	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3h6d	hvsii	0							NA	NA	no_ci	no_descendants
H3h6d	control	0							NA	NA	no_ci	no_descendants
H3h6e	complete	0							NA	NA	no_ci	no_descendants
H3h6e	synonymous	0							NA	NA	no_ci	no_descendants
H3h6e	hvsi_full	0							NA	NA	no_ci	no_descendants
H3h6e	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3h6e	hvsii	0							NA	NA	no_ci	no_descendants
H3h6e	control	0							NA	NA	no_ci	no_descendants
H3h6f	complete	0							NA	NA	no_ci	no_descendants
H3h6f	synonymous	0							NA	NA	no_ci	no_descendants
H3h6f	hvsi_full	0							NA	NA	no_ci	no_descendants
H3h6f	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3h6f	hvsii	0							NA	NA	no_ci	no_descendants
H3h6f	control	0							NA	NA	no_ci	no_descendants
H3h7	complete	1	0.0		0.0			0.0	NA	NA	no_ci	
H3h7	synonymous	1	0.0		0.0			0.0	NA	NA	no_ci	
H3h7	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
H3h7	hvsi_trans	1	0.0		0.0			0.0	NA	NA	no_ci	
H3h7	hvsii	1	0.0		0.0			0.0	NA	NA	no_ci	
H3h7	control	1	0.0		0.0			0.0	NA	NA	no_ci	
H3h7+709	complete	0							NA	NA	no_ci	no_descendants
H3h7+709	synonymous	0							NA	NA	no_ci	no_descendants
H3h7+709	hvsi_full	0							NA	NA	no_ci	no_descendants
H3h7+709	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3h7+709	hvsii	0							NA	NA	no_ci	no_descendants
H3h7+709	control	0							NA	NA	no_ci	no_descendants
H3h7a	complete	0							NA	NA	no_ci	no_descendants
H3h7a	synonymous	0							NA	NA	no_ci	no_descendants
H3h7a	hvsi_full	0							NA	NA	no_ci	no_descendants
H3h7a	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3h7a	hvsii	0							NA	NA	no_ci	no_descendants
H3h7a	control	0							NA	NA	no_ci	no_descendants
H3h7d	complete	0							NA	NA	no_ci	no_descendants
H3h7d	synonymous	0							NA	NA	no_ci	no_descendants
H3h7d	hvsi_full	0							NA	NA	no_ci	no_descendants
H3h7d	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3h7d	hvsii	0							NA	NA	no_ci	no_descendants
H3h7d	control	0							NA	NA	no_ci	no_descendants
H3h7d1	complete	0							NA	NA	no_ci	no_descendants
H3h7d1	synonymous	0							NA	NA	no_ci	no_descendants
H3h7d1	hvsi_full	0							NA	NA	no_ci	no_descendants
H3h7d1	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3h7d1	hvsii	0							NA	NA	no_ci	no_descendants
H3h7d1	control	0							NA	NA	no_ci	no_descendants
H3h7e	complete	0							NA	NA	no_ci	no_descendants
H3h7e	synonymous	0							NA	NA	no_ci	no_descendants
H3h7e	hvsi_full	0							NA	NA	no_ci	no_descendants
H3h7e	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3h7e	hvsii	0							NA	NA	no_ci	no_descendants
H3h7e	control	0							NA	NA	no_ci	no_descendants
H3h7e1	complete	0							NA	NA	no_ci	no_descendants
H3h7e1	synonymous	0							NA	NA	no_ci	no_descendants
H3h7e1	hvsi_full	0							NA	NA	no_ci	no_descendants
H3h7e1	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3h7e1	hvsii	0							NA	NA	no_ci	no_descendants
H3h7e1	control	0							NA	NA	no_ci	no_descendants
H3h8	complete	0							NA	NA	no_ci	no_descendants
H3h8	synonymous	0							NA	NA	no_ci	no_descendants
H3h8	hvsi_full	0							NA	NA	no_ci	no_descendants
H3h8	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3h8	hvsii	0							NA	NA	no_ci	no_descendants
H3h8	control	0							NA	NA	no_ci	no_descendants
H3h9	complete	2	1.0	1.0	2585.4	-2438.1	7783.8	2.5854	-2.4381	7.7838	very_low	negative_lower_ci;ci_exceeds_ancestor
H3h9	synonymous	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	ci_exceeds_ancestor
H3h9	hvsi_full	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	ci_exceeds_ancestor
H3h9	hvsi_trans	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	ci_exceeds_ancestor
H3h9	hvsii	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	ci_exceeds_ancestor
H3h9	control	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	ci_exceeds_ancestor
H3h9a	complete	0							NA	NA	no_ci	no_descendants
H3h9a	synonymous	0							NA	NA	no_ci	no_descendants
H3h9a	hvsi_full	0							NA	NA	no_ci	no_descendants
H3h9a	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3h9a	hvsii	0							NA	NA	no_ci	no_descendants
H3h9a	control	0							NA	NA	no_ci	no_descendants
H3h9b	complete	0							NA	NA	no_ci	no_descendants
H3h9b	synonymous	0							NA	NA	no_ci	no_descendants
H3h9b	hvsi_full	0							NA	NA	no_ci	no_descendants
H3h9b	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3h9b	hvsii	0							NA	NA	no_ci	no_descendants
H3h9b	control	0							NA	NA	no_ci	no_descendants
H3hb	complete	0							NA	NA	no_ci	no_descendants
H3hb	synonymous	0							NA	NA	no_ci	no_descendants
H3hb	hvsi_full	0							NA	NA	no_ci	no_descendants
H3hb	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3hb	hvsii	0							NA	NA	no_ci	no_descendants
H3hb	control	0							NA	NA	no_ci	no_descendants
H3hb1	complete	0							NA	NA	no_ci	no_descendants
H3hb1	synonymous	0							NA	NA	no_ci	no_descendants
H3hb1	hvsi_full	0							NA	NA	no_ci	no_descendants
H3hb1	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3hb1	hvsii	0							NA	NA	no_ci	no_descendants
H3hb1	control	0							NA	NA	no_ci	no_descendants
H3hc	complete	0							NA	NA	no_ci	no_descendants
H3hc	synonymous	0							NA	NA	no_ci	no_descendants
H3hc	hvsi_full	0							NA	NA	no_ci	no_descendants
H3hc	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3hc	hvsii	0							NA	NA	no_ci	no_descendants
H3hc	control	0							NA	NA	no_ci	no_descendants
H3hd	complete	0							NA	NA	no_ci	no_descendants
H3hd	synonymous	0							NA	NA	no_ci	no_descendants
H3hd	hvsi_full	0							NA	NA	no_ci	no_descendants
H3hd	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3hd	hvsii	0							NA	NA	no_ci	no_descendants
H3hd	control	0							NA	NA	no_ci	no_descendants
H3he	complete	0							NA	NA	no_ci	no_descendants
H3he	synonymous	0							NA	NA	no_ci	no_descendants
H3he	hvsi_full	0							NA	NA	no_ci	no_descendants
H3he	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3he	hvsii	0							NA	NA	no_ci	no_descendants
H3he	control	0							NA	NA	no_ci	no_descendants
H3he1	complete	0							NA	NA	no_ci	no_descendants
H3he1	synonymous	0							NA	NA	no_ci	no_descendants
H3he1	hvsi_full	0							NA	NA	no_ci	no_descendants
H3he1	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3he1	hvsii	0							NA	NA	no_ci	no_descendants
H3he1	control	0							NA	NA	no_ci	no_descendants
H3he^	complete	0							NA	NA	no_ci	no_descendants
H3he^	synonymous	0							NA	NA	no_ci	no_descendants
H3he^	hvsi_full	0							NA	NA	no_ci	no_descendants
H3he^	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3he^	hvsii	0							NA	NA	no_ci	no_descendants
H3he^	control	0							NA	NA	no_ci	no_descendants
H3hf	complete	0							NA	NA	no_ci	no_descendants
H3hf	synonymous	0							NA	NA	no_ci	no_descendants
H3hf	hvsi_full	0							NA	NA	no_ci	no_descendants
H3hf	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3hf	hvsii	0							NA	NA	no_ci	no_descendants
H3hf	control	0							NA	NA	no_ci	no_descendants
H3hg	complete	0							NA	NA	no_ci	no_descendants
H3hg	synonymous	0							NA	NA	no_ci	no_descendants
H3hg	hvsi_full	0							NA	NA	no_ci	no_descendants
H3hg	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3hg	hvsii	0							NA	NA	no_ci	no_descendants
H3hg	control	0							NA	NA	no_ci	no_descendants
H3hg1	complete	0							NA	NA	no_ci	no_descendants
H3hg1	synonymous	0							NA	NA	no_ci	no_descendants
H3hg1	hvsi_full	0							NA	NA	no_ci	no_descendants
H3hg1	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3hg1	hvsii	0							NA	NA	no_ci	no_descendants
H3hg1	control	0							NA	NA	no_ci	no_descendants
H3hh	complete	0							NA	NA	no_ci	no_descendants
H3hh	synonymous	0							NA	NA	no_ci	no_descendants
H3hh	hvsi_full	0							NA	NA	no_ci	no_descendants
H3hh	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3hh	hvsii	0							NA	NA	no_ci	no_descendants
H3hh	control	0							NA	NA	no_ci	no_descendants
H3hh1	complete	0							NA	NA	no_ci	no_descendants
H3hh1	synonymous	0							NA	NA	no_ci	no_descendants
H3hh1	hvsi_full	0							NA	NA	no_ci	no_descendants
H3hh1	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3hh1	hvsii	0							NA	NA	no_ci	no_descendants
H3hh1	control	0							NA	NA	no_ci	no_descendants
H3hi	complete	0							NA	NA	no_ci	no_descendants
H3hi	synonymous	0							NA	NA	no_ci	no_descendants
H3hi	hvsi_full	0							NA	NA	no_ci	no_descendants
H3hi	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3hi	hvsii	0							NA	NA	no_ci	no_descendants
H3hi	control	0							NA	NA	no_ci	no_descendants
H3hi1	complete	0							NA	NA	no_ci	no_descendants
H3hi1	synonymous	0							NA	NA	no_ci	no_descendants
H3hi1	hvsi_full	0							NA	NA	no_ci	no_descendants
H3hi1	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3hi1	hvsii	0							NA	NA	no_ci	no_descendants
H3hi1	control	0							NA	NA	no_ci	no_descendants
H3hj	complete	0							NA	NA	no_ci	no_descendants
H3hj	synonymous	0							NA	NA	no_ci	no_descendants
H3hj	hvsi_full	0							NA	NA	no_ci	no_descendants
H3hj	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3hj	hvsii	0							NA	NA	no_ci	no_descendants
H3hj	control	0							NA	NA	no_ci	no_descendants
H3hk	complete	0							NA	NA	no_ci	no_descendants
H3hk	synonymous	0							NA	NA	no_ci	no_descendants
H3hk	hvsi_full	0							NA	NA	no_ci	no_descendants
H3hk	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3hk	hvsii	0							NA	NA	no_ci	no_descendants
H3hk	control	0							NA	NA	no_ci	no_descendants
H3hl	complete	0							NA	NA	no_ci	no_descendants
H3hl	synonymous	0							NA	NA	no_ci	no_descendants
H3hl	hvsi_full	0							NA	NA	no_ci	no_descendants
H3hl	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3hl	hvsii	0							NA	NA	no_ci	no_descendants
H3hl	control	0							NA	NA	no_ci	no_descendants
H3hm	complete	0							NA	NA	no_ci	no_descendants
H3hm	synonymous	0							NA	NA	no_ci	no_descendants
H3hm	hvsi_full	0							NA	NA	no_ci	no_descendants
H3hm	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3hm	hvsii	0							NA	NA	no_ci	no_descendants
H3hm	control	0							NA	NA	no_ci	no_descendants
H3hn	complete	0							NA	NA	no_ci	no_descendants
H3hn	synonymous	0							NA	NA	no_ci	no_descendants
H3hn	hvsi_full	0							NA	NA	no_ci	no_descendants
H3hn	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3hn	hvsii	0							NA	NA	no_ci	no_descendants
H3hn	control	0							NA	NA	no_ci	no_descendants
H3ho	complete	0							NA	NA	no_ci	no_descendants
H3ho	synonymous	0							NA	NA	no_ci	no_descendants
H3ho	hvsi_full	0							NA	NA	no_ci	no_descendants
H3ho	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3ho	hvsii	0							NA	NA	no_ci	no_descendants
H3ho	control	0							NA	NA	no_ci	no_descendants
H3hp	complete	0							NA	NA	no_ci	no_descendants
H3hp	synonymous	0							NA	NA	no_ci	no_descendants
H3hp	hvsi_full	0							NA	NA	no_ci	no_descendants
H3hp	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3hp	hvsii	0							NA	NA	no_ci	no_descendants
H3hp	control	0							NA	NA	no_ci	no_descendants
H3hs	complete	0							NA	NA	no_ci	no_descendants
H3hs	synonymous	0							NA	NA	no_ci	no_descendants
H3hs	hvsi_full	0							NA	NA	no_ci	no_descendants
H3hs	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3hs	hvsii	0							NA	NA	no_ci	no_descendants
H3hs	control	0							NA	NA	no_ci	no_descendants
H3hu	complete	0							NA	NA	no_ci	no_descendants
H3hu	synonymous	0							NA	NA	no_ci	no_descendants
H3hu	hvsi_full	0							NA	NA	no_ci	no_descendants
H3hu	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3hu	hvsii	0							NA	NA	no_ci	no_descendants
H3hu	control	0							NA	NA	no_ci	no_descendants
H3hv	complete	0							NA	NA	no_ci	no_descendants
H3hv	synonymous	0							NA	NA	no_ci	no_descendants
H3hv	hvsi_full	0							NA	NA	no_ci	no_descendants
H3hv	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3hv	hvsii	0							NA	NA	no_ci	no_descendants
H3hv	control	0							NA	NA	no_ci	no_descendants
H3hv1	complete	0							NA	NA	no_ci	no_descendants
H3hv1	synonymous	0							NA	NA	no_ci	no_descendants
H3hv1	hvsi_full	0							NA	NA	no_ci	no_descendants
H3hv1	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3hv1	hvsii	0							NA	NA	no_ci	no_descendants
H3hv1	control	0							NA	NA	no_ci	no_descendants
H3hv2	complete	0							NA	NA	no_ci	no_descendants
H3hv2	synonymous	0							NA	NA	no_ci	no_descendants
H3hv2	hvsi_full	0							NA	NA	no_ci	no_descendants
H3hv2	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3hv2	hvsii	0							NA	NA	no_ci	no_descendants
H3hv2	control	0							NA	NA	no_ci	no_descendants
H3hv2a	complete	0							NA	NA	no_ci	no_descendants
H3hv2a	synonymous	0							NA	NA	no_ci	no_descendants
H3hv2a	hvsi_full	0							NA	NA	no_ci	no_descendants
H3hv2a	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3hv2a	hvsii	0							NA	NA	no_ci	no_descendants
H3hv2a	control	0							NA	NA	no_ci	no_descendants
H3hw	complete	0							NA	NA	no_ci	no_descendants
H3hw	synonymous	0							NA	NA	no_ci	no_descendants
H3hw	hvsi_full	0							NA	NA	no_ci	no_descendants
H3hw	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3hw	hvsii	0							NA	NA	no_ci	no_descendants
H3hw	control	0							NA	NA	no_ci	no_descendants
H3hw1	complete	0							NA	NA	no_ci	no_descendants
H3hw1	synonymous	0							NA	NA	no_ci	no_descendants
H3hw1	hvsi_full	0							NA	NA	no_ci	no_descendants
H3hw1	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3hw1	hvsii	0							NA	NA	no_ci	no_descendants
H3hw1	control	0							NA	NA	no_ci	no_descendants
H3hw1a	complete	0							NA	NA	no_ci	no_descendants
H3hw1a	synonymous	0							NA	NA	no_ci	no_descendants
H3hw1a	hvsi_full	0							NA	NA	no_ci	no_descendants
H3hw1a	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3hw1a	hvsii	0							NA	NA	no_ci	no_descendants
H3hw1a	control	0							NA	NA	no_ci	no_descendants
H3hz	complete	0							NA	NA	no_ci	no_descendants
H3hz	synonymous	0							NA	NA	no_ci	no_descendants
H3hz	hvsi_full	0							NA	NA	no_ci	no_descendants
H3hz	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3hz	hvsii	0							NA	NA	no_ci	no_descendants
H3hz	control	0							NA	NA	no_ci	no_descendants
H3hz1	complete	0							NA	NA	no_ci	no_descendants
H3hz1	synonymous	0							NA	NA	no_ci	no_descendants
H3hz1	hvsi_full	0							NA	NA	no_ci	no_descendants
H3hz1	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3hz1	hvsii	0							NA	NA	no_ci	no_descendants
H3hz1	control	0							NA	NA	no_ci	no_descendants
H3i	complete	4	1.0	0.408248	2585.4	513.0	4687.0	2.5854	0.5130	4.6870	low	
H3i	synonymous	4	0.5	0.288675	3936.0	-518.0	8390.0	3.936	-0.5180	8.3900	low	negative_lower_ci
H3i	hvsi_full	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	low	
H3i	hvsi_trans	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	low	
H3i	hvsii	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	low	
H3i	control	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	low	
H3i+151	complete	0							NA	NA	no_ci	no_descendants
H3i+151	synonymous	0							NA	NA	no_ci	no_descendants
H3i+151	hvsi_full	0							NA	NA	no_ci	no_descendants
H3i+151	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3i+151	hvsii	0							NA	NA	no_ci	no_descendants
H3i+151	control	0							NA	NA	no_ci	no_descendants
H3i1	complete	2	0.5	0.5	1286.9	-1224.5	3842.7	1.2869	-1.2245	3.8427	very_low	negative_lower_ci
H3i1	synonymous	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	
H3i1	hvsi_full	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	
H3i1	hvsi_trans	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	
H3i1	hvsii	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	
H3i1	control	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	
H3i1a	complete	1	0.0		0.0			0.0	NA	NA	no_ci	
H3i1a	synonymous	1	0.0		0.0			0.0	NA	NA	no_ci	
H3i1a	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
H3i1a	hvsi_trans	1	0.0		0.0			0.0	NA	NA	no_ci	
H3i1a	hvsii	1	0.0		0.0			0.0	NA	NA	no_ci	
H3i1a	control	1	0.0		0.0			0.0	NA	NA	no_ci	
H3i1b	complete	0							NA	NA	no_ci	no_descendants
H3i1b	synonymous	0							NA	NA	no_ci	no_descendants
H3i1b	hvsi_full	0							NA	NA	no_ci	no_descendants
H3i1b	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3i1b	hvsii	0							NA	NA	no_ci	no_descendants
H3i1b	control	0							NA	NA	no_ci	no_descendants
H3i1c	complete	0							NA	NA	no_ci	no_descendants
H3i1c	synonymous	0							NA	NA	no_ci	no_descendants
H3i1c	hvsi_full	0							NA	NA	no_ci	no_descendants
H3i1c	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3i1c	hvsii	0							NA	NA	no_ci	no_descendants
H3i1c	control	0							NA	NA	no_ci	no_descendants
H3i2	complete	0							NA	NA	no_ci	no_descendants
H3i2	synonymous	0							NA	NA	no_ci	no_descendants
H3i2	hvsi_full	0							NA	NA	no_ci	no_descendants
H3i2	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3i2	hvsii	0							NA	NA	no_ci	no_descendants
H3i2	control	0							NA	NA	no_ci	no_descendants
H3i3	complete	1	0.0		0.0			0.0	NA	NA	no_ci	
H3i3	synonymous	1	0.0		0.0			0.0	NA	NA	no_ci	
H3i3	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
H3i3	hvsi_trans	1	0.0		0.0			0.0	NA	NA	no_ci	
H3i3	hvsii	1	0.0		0.0			0.0	NA	NA	no_ci	
H3i3	control	1	0.0		0.0			0.0	NA	NA	no_ci	
H3i4	complete	0							NA	NA	no_ci	no_descendants
H3i4	synonymous	0							NA	NA	no_ci	no_descendants
H3i4	hvsi_full	0							NA	NA	no_ci	no_descendants
H3i4	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3i4	hvsii	0							NA	NA	no_ci	no_descendants
H3i4	control	0							NA	NA	no_ci	no_descendants
H3i4a	complete	0							NA	NA	no_ci	no_descendants
H3i4a	synonymous	0							NA	NA	no_ci	no_descendants
H3i4a	hvsi_full	0							NA	NA	no_ci	no_descendants
H3i4a	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3i4a	hvsii	0							NA	NA	no_ci	no_descendants
H3i4a	control	0							NA	NA	no_ci	no_descendants
H3i4a1	complete	0							NA	NA	no_ci	no_descendants
H3i4a1	synonymous	0							NA	NA	no_ci	no_descendants
H3i4a1	hvsi_full	0							NA	NA	no_ci	no_descendants
H3i4a1	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3i4a1	hvsii	0							NA	NA	no_ci	no_descendants
H3i4a1	control	0							NA	NA	no_ci	no_descendants
H3i4b	complete	0							NA	NA	no_ci	no_descendants
H3i4b	synonymous	0							NA	NA	no_ci	no_descendants
H3i4b	hvsi_full	0							NA	NA	no_ci	no_descendants
H3i4b	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3i4b	hvsii	0							NA	NA	no_ci	no_descendants
H3i4b	control	0							NA	NA	no_ci	no_descendants
H3i4c	complete	0							NA	NA	no_ci	no_descendants
H3i4c	synonymous	0							NA	NA	no_ci	no_descendants
H3i4c	hvsi_full	0							NA	NA	no_ci	no_descendants
H3i4c	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3i4c	hvsii	0							NA	NA	no_ci	no_descendants
H3i4c	control	0							NA	NA	no_ci	no_descendants
H3i5	complete	0							NA	NA	no_ci	no_descendants
H3i5	synonymous	0							NA	NA	no_ci	no_descendants
H3i5	hvsi_full	0							NA	NA	no_ci	no_descendants
H3i5	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3i5	hvsii	0							NA	NA	no_ci	no_descendants
H3i5	control	0							NA	NA	no_ci	no_descendants
H3i6	complete	0							NA	NA	no_ci	no_descendants
H3i6	synonymous	0							NA	NA	no_ci	no_descendants
H3i6	hvsi_full	0							NA	NA	no_ci	no_descendants
H3i6	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3i6	hvsii	0							NA	NA	no_ci	no_descendants
H3i6	control	0							NA	NA	no_ci	no_descendants
H3ia	complete	0							NA	NA	no_ci	no_descendants
H3ia	synonymous	0							NA	NA	no_ci	no_descendants
H3ia	hvsi_full	0							NA	NA	no_ci	no_descendants
H3ia	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3ia	hvsii	0							NA	NA	no_ci	no_descendants
H3ia	control	0							NA	NA	no_ci	no_descendants
H3ia^	complete	0							NA	NA	no_ci	no_descendants
H3ia^	synonymous	0							NA	NA	no_ci	no_descendants
H3ia^	hvsi_full	0							NA	NA	no_ci	no_descendants
H3ia^	hvsi_trans	0							NA	NA	no_ci	no_descendants
H3ia^	hvsii	0							NA	NA	no_ci	no_descendants
H3ia^	control	0							NA	NA	no_ci	no_descendants
H3ic	complete	1	4.0		10610.1			10.6101	NA	NA	no_ci	
H3ic	synonymous	1	0.0		0.0			0.0	NA	NA	no_ci	
H3ic	hvsi_full	1	1.0		16677.0			16.677	NA	NA	no_ci	
H3ic	hvsi_trans	1	1.0		18845.0			18.845	NA	NA	no_ci	
H3ic	hvsii	1	1.0		22388.0			22.388	NA	NA	no_ci	
